Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,2,Bachpan Ka Pyaar,Badshah & Aastha Gill & Sahdev Dirdo & Rico,2,66167580,1.44%,https://www.youtube.com/watch?v=k7QniTYNsmQ,2021-08-19
2,1,Paani Paani - Lofi,Badshah & Aastha Gill,10,27683141,-0.31%,https://www.youtube.com/watch?v=nFjVlf2r9_Q,2021-08-19
3,n/a,INFERNO,Sub Urban & Bella Poarch,1,22359906,n/a,https://www.youtube.com/watch?v=hgF1HI_kW6s,2021-08-19
4,9,STAY (Official Video),Justin Bieber & The Kid Laroi,6,21068911,0.33%,https://www.youtube.com/watch?v=kTJczUoc26U,2021-08-19
5,34,Raataan Lambiyan,Jubin Nautiyal & Asees Kaur & Tanishk Bagchi,3,20780185,1.14%,https://www.youtube.com/watch?v=gvyUuxdRdR4,2021-08-19
6,n/a,Mann Bharryaa 2.0,B Praak,1,19945979,n/a,https://www.youtube.com/watch?v=1poXN3jF3Bw,2021-08-19
7,n/a,#Pushpa - The Rise - Daakko Daakko Meka | Allu Arjun Rashmika | DSP | Sivam | Sukumar,Devi Sri Prasad,1,19218433,n/a,https://www.youtube.com/watch?v=irsLfoFb-W0,2021-08-19
8,n/a,Queendom,Red Velvet,1,18998519,n/a,https://www.youtube.com/watch?v=c9RzZpV460k,2021-08-19
9,n/a,Sakhiyan2.0,Maninder Buttar Zara Khan,1,18730701,n/a,https://www.youtube.com/watch?v=PO6nynliE0Q,2021-08-19
10,49,Manike Mage Hithe,Chamath Sangeeth & Yohani & Satheeshan,2,17941554,1.31%,https://www.youtube.com/watch?v=PgCliOxl41o,2021-08-19
11,85,Rak Kuan Me Song Kon,พร จันทพร เนย ภัสวรรณ,2,17110775,1.84%,https://www.youtube.com/watch?v=g9bo2nkzZm0,2021-08-19
12,n/a,Rumors,Lizzo,1,16324550,n/a,https://www.youtube.com/watch?v=4P9XUrniiK4,2021-08-19
13,8,Qué Más Pues? (Official Video),J Balvin & Maria Becerra,12,15806573,-0.05%,https://www.youtube.com/watch?v=zisuhZqTeH4,2021-08-19
14,5,Yonaguni,Bad Bunny,11,15249618,-0.11%,https://www.youtube.com/watch?v=doLMt10ytHY,2021-08-19
15,7,Pepas (Official Video),Farruko,2,15045394,-0.1%,https://www.youtube.com/watch?v=y8trd3gjJt0,2021-08-19
16,3,Aventura Bad Bunny - Volví (Video Oficial),Aventura & Bad Bunny & Romeo Santos,3,14508571,-0.31%,https://www.youtube.com/watch?v=ayd3yWr4tqU,2021-08-19
17,6,Permission to Dance,BTS,6,14284287,-0.15%,https://www.youtube.com/watch?v=CuklIb9d3fI,2021-08-19
18,24,SE FOR AMOR - João Gomes e Vitor Fernandes (DVD Ao Vivo em Fortaleza),João Gomes,6,13009668,0.17%,https://www.youtube.com/watch?v=-6J3HfX4sbg,2021-08-19
19,14,Todo De Ti,Rauw Alejandro,13,12882820,-0.01%,https://www.youtube.com/watch?v=CFPLIaMpGrY,2021-08-19
20,29,You're Welcome,Dwayne Johnson,18,12454299,0.17%,https://www.youtube.com/watch?v=79DijItQXMM,2021-08-19
21,13,Pepas (Audio),Farruko,5,12447891,-0.05%,https://www.youtube.com/watch?v=kcYS_cUwr-8,2021-08-19
22,12,Le Lo Pudina,Pawan Singh,11,12405109,-0.06%,https://www.youtube.com/watch?v=ua-bwaciKAM,2021-08-19
23,42,Ranjha (From “Shershaah”),B Praak & Jasleen Royal,2,11905180,0.38%,https://www.youtube.com/watch?v=V7LwfY5U5WI,2021-08-19
24,33,Param Sundari,Shreya Ghoshal & A.R. Rahman,5,11868561,0.19%,https://www.youtube.com/watch?v=w4ClQO0FFQg,2021-08-19
25,16,Lut Gaye,Nusrat Fateh Ali Khan & Jubin Nautiyal & Tanishk Bagchi,26,11858743,-0.04%,https://www.youtube.com/watch?v=sCbbMZ-q4-I,2021-08-19
26,10,Filhaal2 Mohabbat | Akshay Kumar Ft Nupur Sanon | Ammy Virk | BPraak | Jaani | Arvindr Khaira,DM - Desi Melodies,7,11850261,-0.15%,https://www.youtube.com/watch?v=DUwlGduupRI,2021-08-19
27,17,Ram pam pam,Natti Natasha & Becky G,17,11475769,-0.07%,https://www.youtube.com/watch?v=_wE3hDN06Qg,2021-08-19
28,18,Entre Nosotros,Tiago PZK & Lit Killah,6,11285821,-0.07%,https://www.youtube.com/watch?v=FMA8X18-W1Q,2021-08-19
29,79,Bilmem Mi?,Sefo,2,11242246,0.79%,https://www.youtube.com/watch?v=eFutYdmi2gc,2021-08-19
30,28,Bad Habits,Ed Sheeran,8,11160548,0.04%,https://www.youtube.com/watch?v=orJSJGHjBLI,2021-08-19
31,n/a,LO$ER=LO♡ER,TOMORROW X TOGETHER,1,11107361,n/a,https://www.youtube.com/watch?v=JzODRUBBXpc,2021-08-19
32,11,Baarish Ban Jaana,Payal Dev & Stebin Ben,11,11071874,-0.17%,https://www.youtube.com/watch?v=KVh4KtUSW3A,2021-08-19
33,26,Baby me Atende,Matheus Fernandes & Dilsinho,18,10990310,0%,https://www.youtube.com/watch?v=qMEsx__88Gk,2021-08-19
34,n/a,NA,NA,14,10766102,n/a,n/a,2021-08-19
35,22,EL MAKINON (Official Video),KAROL G & Mariah Angeliq,21,10686157,-0.06%,https://www.youtube.com/watch?v=2jYEz66J_J4,2021-08-19
