Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,Despacito,Luis Fonsi,28,147300715,-0.04%,https://www.youtube.com/watch?v=kJQP7kiw5Fk,2017-07-27
2,2,Shape of You,Ed Sheeran,26,72583628,-0.05%,https://www.youtube.com/watch?v=JGwWNGJdvx8,2017-07-27
3,3,Mi Gente (Official Video),J Balvin Willy William,4,61008056,0.09%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,2017-07-27
4,4,Felices los 4 (Official Video),Maluma,14,48531788,-0.12%,https://www.youtube.com/watch?v=t_jHrUE5IOk,2017-07-27
5,5,Escápate Conmigo (Official Video),Wisin,17,38552562,-0.02%,https://www.youtube.com/watch?v=3X9wEwulYhk,2017-07-27
6,6,Ahora Dice (Official Video) ft. J. Balvin Ozuna Arcángel,Chris Jedi,18,36914256,-0.05%,https://www.youtube.com/watch?v=c73Cu3TQnlg,2017-07-27
7,7,Rockabye,Clean Bandit,37,34649815,-0.08%,https://www.youtube.com/watch?v=papuvlVeZg8,2017-07-27
8,8,Me Rehúso,Danny Ocean,14,32740371,-0.06%,https://www.youtube.com/watch?v=aDCcLQto5BM,2017-07-27
9,10,Chantaje (Official Video),Shakira,36,32435982,-0.02%,https://www.youtube.com/watch?v=6Mgqbai3fKo,2017-07-27
10,9,Wild Thoughts (Official Video),DJ Khaled,6,31462170,-0.07%,https://www.youtube.com/watch?v=fyaI4-5849w,2017-07-27
11,n/a,Talking to Myself,Linkin Park,1,30969733,n/a,https://www.youtube.com/watch?v=lvs68OKOquM,2017-07-27
12,11,Swalla,Jason Derulo,19,30902695,-0.06%,https://www.youtube.com/watch?v=NGLxoKOvzu4,2017-07-27
13,61,Numb,Linkin Park,2,30869573,1.54%,https://www.youtube.com/watch?v=kXYiU_JCYtU,2017-07-27
14,32,I'm the One,DJ Khaled,13,30303162,0.57%,https://www.youtube.com/watch?v=weeI1G46q0o,2017-07-27
15,12,That's What I Like,Bruno Mars,22,29227394,-0.02%,https://www.youtube.com/watch?v=PMivT7MJ41M,2017-07-27
16,13,We Don't Talk Anymore,Charlie Puth,52,27933852,-0.05%,https://www.youtube.com/watch?v=3AtDnEC4zak,2017-07-27
17,14,Tu foto,Ozuna,13,27108146,-0.07%,https://www.youtube.com/watch?v=afUx6AIG3Tg,2017-07-27
18,16,SUBEME LA RADIO (Official Video),Enrique Iglesias,22,26184668,-0.09%,https://www.youtube.com/watch?v=9sg-A-eS6Ig,2017-07-27
19,17,Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),J Balvin,21,25143356,-0.04%,https://www.youtube.com/watch?v=Km4BayZykwE,2017-07-27
20,81,In the End,Linkin Park,2,24708561,1.38%,https://www.youtube.com/watch?v=eVTXPUF4Oz4,2017-07-27
21,15,See You Again,Wiz Khalifa,75,24531678,-0.15%,https://www.youtube.com/watch?v=RgKAFK5djSk,2017-07-27
22,46,Mayores (Official Video),Becky G,2,24105959,0.54%,https://www.youtube.com/watch?v=GMFewiplIbw,2017-07-27
23,21,Reggaetón Lento (Bailemos),CNCO,36,22911506,-0.04%,https://www.youtube.com/watch?v=7jpqqBX-Myw,2017-07-27
24,18,Ahora Me Llama (Official Video),KAROL G & Bad Bunny,6,22783928,-0.13%,https://www.youtube.com/watch?v=4NNRy_Wz16k,2017-07-27
25,20,Treat You Better,Shawn Mendes,54,22749146,-0.07%,https://www.youtube.com/watch?v=lY2yjAdbvdQ,2017-07-27
26,19,Attention,Charlie Puth,14,22472838,-0.11%,https://www.youtube.com/watch?v=nfs8NYg7yQM,2017-07-27
27,23,El Amante,Nicky Jam,28,19906607,-0.09%,https://www.youtube.com/watch?v=YG2p6XBuSKA,2017-07-27
28,47,New Rules,Dua Lipa,3,19767145,0.26%,https://www.youtube.com/watch?v=k2qgadSvNyU,2017-07-27
29,69,Imitadora (Official Video),Romeo Santos,2,19470064,0.71%,https://www.youtube.com/watch?v=FAq4OIRDo68,2017-07-27
30,28,La Rompe Corazones,Daddy Yankee,28,19093954,-0.08%,https://www.youtube.com/watch?v=d-5dc8CuOvw,2017-07-27
31,24,Me Enamoré (Official Video),Shakira,11,19091027,-0.12%,https://www.youtube.com/watch?v=sPTn0QEhxds,2017-07-27
32,30,Unforgettable,French Montana,15,19068035,-0.05%,https://www.youtube.com/watch?v=CTFtOOh47oo,2017-07-27
33,25,Despacito (Audio),Luis Fonsi,15,18896216,-0.13%,https://www.youtube.com/watch?v=72UO0v5ESUo,2017-07-27
34,38,Una Lady Como Tú,Manuel Turizo,6,18425186,0.05%,https://www.youtube.com/watch?v=VYtJAuoZxcc,2017-07-27
35,29,Something Just Like This (Lyric),The Chainsmokers & Coldplay,23,18373018,-0.1%,https://www.youtube.com/watch?v=FM7MFYoylVs,2017-07-27
36,31,Sugar,Maroon 5,75,17752662,-0.1%,https://www.youtube.com/watch?v=09R8_2nJtjg,2017-07-27
37,36,Vente Pa' Ca (Official Video),Ricky Martin,44,17339502,-0.03%,https://www.youtube.com/watch?v=iOe6dI2JhgU,2017-07-27
38,34,Mama,Jonas Blue,7,17140185,-0.08%,https://www.youtube.com/watch?v=qPTfXwPf_HM,2017-07-27
39,n/a,Piya More,Mika Singh & Neeti Mohan,1,17124149,n/a,https://www.youtube.com/watch?v=Y-xtph3p6fc,2017-07-27
40,33,Sorry,Justin Bieber,75,16815716,-0.12%,https://www.youtube.com/watch?v=fRh_vgS2dFE,2017-07-27
41,27,Fetish,Selena Gomez,3,16742137,-0.2%,https://www.youtube.com/watch?v=R38q_C4NApE,2017-07-27
42,64,Sorry Not Sorry (Official Video),Demi Lovato,2,16528154,0.38%,https://www.youtube.com/watch?v=-MsvER1dpjM,2017-07-27
43,37,Feels (Official Video),Calvin Harris,5,16238902,-0.08%,https://www.youtube.com/watch?v=ozv4q2ov3Mk,2017-07-27
44,35,Closer (Lyric),The Chainsmokers,52,16021145,-0.12%,https://www.youtube.com/watch?v=PT2_F-1esPk,2017-07-27
45,44,Congratulations,Post Malone,19,15981356,-0.03%,https://www.youtube.com/watch?v=SC4xMk98Pdc,2017-07-27
46,39,Roar,Katy Perry,75,15497243,-0.11%,https://www.youtube.com/watch?v=CevxZvSJLk8,2017-07-27
47,n/a,Back to You (Official Video),Louis Tomlinson,1,15438764,n/a,https://www.youtube.com/watch?v=-HjpL-Ns6_A,2017-07-27
48,49,Shake It Off,Taylor Swift,75,15271606,0.05%,https://www.youtube.com/watch?v=nfWlot6h_JM,2017-07-27
49,43,BAD BUNNY - TÚ NO METES CABRA (Video Oficial),Bad Bunny,4,15093682,-0.09%,https://www.youtube.com/watch?v=9NGgLhEVCUk,2017-07-27
50,40,Symphony,Clean Bandit,19,15035564,-0.12%,https://www.youtube.com/watch?v=aatr_2MstrI,2017-07-27
51,45,[Official MV] มือลั่น - แจ๊ส สปุ๊กนิค ปาปิยอง กุ๊กกุ๊ก [ JSPKK ],แจ๊ส สปุ๊กนิค ปาปิยอง กุ๊กกุ๊ก,6,15028488,-0.07%,https://www.youtube.com/watch?v=iQpIvDDkVV8,2017-07-27
52,41,2U,David Guetta,7,15008700,-0.12%,https://www.youtube.com/watch?v=RqcjBLMaWCg,2017-07-27
53,60,Ding Dang,Amit Mishra & Antara Mitra & Javed - Mohsin,5,14214358,0.15%,https://www.youtube.com/watch?v=wo0ospGvxXc,2017-07-27
