Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,3,Botella Tras Botella,Gera Mx & Christian Nodal,3,27385978,-0.17%,https://www.youtube.com/watch?v=XegHMc35Bo8,2021-05-13
2,5,Lut Gaye,Nusrat Fateh Ali Khan & Jubin Nautiyal & Tanishk Bagchi,12,27363958,-0.12%,https://www.youtube.com/watch?v=sCbbMZ-q4-I,2021-05-13
3,6,EL MAKINON (Official Video),KAROL G & Mariah Angeliq,7,25190773,0.01%,https://www.youtube.com/watch?v=2jYEz66J_J4,2021-05-13
4,7,Pareja Del Año,Myke Towers & Sebastián Yatra,4,24965442,0.02%,https://www.youtube.com/watch?v=SRm2Ch4oFWs,2021-05-13
5,n/a,Hot Sauce,NCT DREAM,1,23580445,n/a,https://www.youtube.com/watch?v=PkKnp4SdE-w,2021-05-13
6,1,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,2,22676415,-0.43%,https://www.youtube.com/watch?v=xypzmu5mMPY,2021-05-13
7,18,Seeti Maar | Radhe - Your Most Wanted Bhai | Salman Khan Disha Patani|Kamaal K Iulia V|DSP|Shabbir,Zee Music Company,3,20084288,0.3%,https://www.youtube.com/watch?v=mvgRsyQYWMo,2021-05-13
8,14,52 Gaj Ka Daman,Renuka Panwar & MJ,19,19256622,0%,https://www.youtube.com/watch?v=CZt-rVn2BJs,2021-05-13
9,8,Baarish Ki Jaaye | B Praak Ft Nawazuddin Siddiqui & Sunanda Sharma | Jaani | Arvindr Khaira | DM,DM - Desi Melodies,7,18962969,-0.22%,https://www.youtube.com/watch?v=TYaNfLLOLNY,2021-05-13
10,11,Peaches,Justin Bieber,8,18624122,-0.15%,https://www.youtube.com/watch?v=tQ0yjYUFKAE,2021-05-13
11,16,Batom de Cereja,Israel & Rodolffo,10,17806020,0.01%,https://www.youtube.com/watch?v=3vYeQLJ2as4,2021-05-13
12,13,Bruno Mars Anderson .Paak Silk Sonic - Leave the Door Open,Anderson .Paak & Bruno Mars & Silk Sonic,10,17403199,-0.11%,https://www.youtube.com/watch?v=adLGHcj_fmA,2021-05-13
13,12,Volta Bebê Volta Neném,Dj Guuga,5,17332943,-0.12%,https://www.youtube.com/watch?v=x0EPgyNd9o0,2021-05-13
14,15,Chatak Matak,Renuka Panwar & Sapna Choudhary,20,15262994,-0.16%,https://www.youtube.com/watch?v=s9AICwTKgOg,2021-05-13
15,20,HD VIDEO | कुँवारे में गंगा नहईले बानी | Ankush Raja  Shilpi Raj | Bhojpuri Song 2021,Ankush Raja Official,15,15007631,0%,https://www.youtube.com/watch?v=YyVI46K8q9E,2021-05-13
16,25,MC Don Juan MC Davi e MC Pedrinho - Bipolar (GR6 Explode) DJ 900,Gr6 Explode,2,14080102,0.08%,https://www.youtube.com/watch?v=12-3ZAsO_xA,2021-05-13
17,34,Pani Di Gal,MixSingh & Maninder Buttar & Asees Kaur,6,14042829,0.16%,https://www.youtube.com/watch?v=v6eMKfr8qEY,2021-05-13
18,10,Snow Tha Product: Bzrp Music Sessions Vol. 39,Snow Tha Product & Bizarrap,3,13037930,-0.42%,https://www.youtube.com/watch?v=t490zXLrQDE,2021-05-13
19,21,MONTERO (Call Me By Your Name) (Official Video),Lil Nas X,7,12967540,-0.08%,https://www.youtube.com/watch?v=6swmTBVI83k,2021-05-13
20,27,Save Your Tears (Official Music Video),The Weeknd,19,12858107,0%,https://www.youtube.com/watch?v=XXYlFuWEuKI,2021-05-13
21,22,Miénteme (Video Oficial),Maria Becerra & TINI,2,12387980,-0.11%,https://www.youtube.com/watch?v=mmRBXjVENDQ,2021-05-13
22,23,Thoda Thoda Pyaar,Kumaar & Stebin Ben & Nilesh Ahuja,6,12053338,-0.09%,https://www.youtube.com/watch?v=USccSZnS8MQ,2021-05-13
23,17,Wafa Na Raas Aayee,Jubin Nautiyal & Meet Bros. & Nikhil-Vinay,3,11916869,-0.25%,https://www.youtube.com/watch?v=Z7XiKx_rj2I,2021-05-13
24,4,In the Morning,ITZY,2,11893906,-0.63%,https://www.youtube.com/watch?v=_ysomCGaZLw,2021-05-13
25,28,Dynamite,BTS,38,11617202,-0.08%,https://www.youtube.com/watch?v=gdZLi9oWNZg,2021-05-13
