Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,ME!,Taylor Swift,1,129462772,n/a,https://www.youtube.com/watch?v=FuXNumBwDOM,2019-05-02
2,5,Calma (Remix - Official Video),Pedro Capó & Farruko,28,49692954,0.13%,https://www.youtube.com/watch?v=1_zgKRBrT0Y,2019-05-02
3,2,Con Calma (Remix),Daddy Yankee,14,48571804,-0.04%,https://www.youtube.com/watch?v=DiItGE3eAyQ,2019-05-02
4,4,Vaaste,Nikhil D'Souza & Dhvani Bhanushali,4,40711744,-0.14%,https://www.youtube.com/watch?v=BBAyRBTfsOU,2019-05-02
5,1,Boy With Luv,BTS,3,35034223,-0.32%,https://www.youtube.com/watch?v=XsX3ATc3FbA,2019-05-02
6,6,Kill This Love,BLACKPINK,5,31766347,-0.11%,https://www.youtube.com/watch?v=2S24-y0Ij3Y,2019-05-02
7,n/a,Slowly Slowly,Dj Blackout & Guru Randhawa,1,30313883,n/a,https://www.youtube.com/watch?v=hGsVLXnFgbA,2019-05-02
8,3,Earth,Lil Dicky,2,28480007,-0.4%,https://www.youtube.com/watch?v=pvuN_WvF1to,2019-05-02
9,n/a,"Hauli Hauli (From ""De De Pyaar De"")",Mellow D & Garry Sandhu & Neha Kakkar & Tanishk Bagchi,1,27857577,n/a,https://www.youtube.com/watch?v=leyEatUq00E,2019-05-02
10,n/a,The Hook Up Song,Shekhar Ravjiani & Kumaar & Vishal - Shekhar & Neha Kakkar,1,26860314,n/a,https://www.youtube.com/watch?v=zuaLWHiRXkg,2019-05-02
11,15,Con Altura (Official Video),ROSALÍA,5,26309314,0.47%,https://www.youtube.com/watch?v=p7bfOZek9t4,2019-05-02
12,60,Bon Appétit (Official),Katy Perry,20,26234573,2.02%,https://www.youtube.com/watch?v=dPI-mRFEIH0,2019-05-02
13,n/a,"Slow Motion (From ""Bharat"")",Shreya Ghoshal & Nakash Aziz,1,22933720,n/a,https://www.youtube.com/watch?v=7TSsfosD0oI,2019-05-02
14,9,HP (Official Video),Maluma,9,22516174,-0.02%,https://www.youtube.com/watch?v=iMEhjsiHbwM,2019-05-02
