Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,Dame Tu Cosita,El Chombo,4,64581567,-0.15%,https://www.youtube.com/watch?v=FzG4uDgje3M,2018-05-03
2,2,X,Nicky Jam & J Balvin,9,60682508,0.05%,https://www.youtube.com/watch?v=_I_D_8Z4sJE,2018-05-03
3,3,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,4,55881787,-0.03%,https://www.youtube.com/watch?v=9jI-z9QN6g8,2018-05-03
4,n/a,Única,Ozuna,1,53376106,n/a,https://www.youtube.com/watch?v=Ck4xHocysLw,2018-05-03
5,11,Sin Pijama (Official Video),Natti Natasha & Becky G,2,39387829,0.09%,https://www.youtube.com/watch?v=zEf423kYfqk,2018-05-03
6,4,no tears left to cry (Official Video),Ariana Grande,2,38351150,-0.31%,https://www.youtube.com/watch?v=ffxKSjUwKdU,2018-05-03
7,7,Bella (Remix),Maluma & Wolfine,15,32768037,-0.19%,https://www.youtube.com/watch?v=jjuSfhYiup8,2018-05-03
8,16,Corazón (Official Video),Maluma,21,32495488,0.38%,https://www.youtube.com/watch?v=GmHrjFIWl6U,2018-05-03
9,8,Dura,Daddy Yankee,15,31690457,-0.19%,https://www.youtube.com/watch?v=sGIm0-dQd8M,2018-05-03
10,9,God's Plan,Drake,11,31162779,-0.16%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,2018-05-03
11,n/a,Happier,Ed Sheeran,1,28903314,n/a,https://www.youtube.com/watch?v=iWZmdoY1aTE,2018-05-03
12,13,Ambiente (Official Video),J Balvin,3,28212063,0%,https://www.youtube.com/watch?v=rzgw0XldTC0,2018-05-03
13,10,Esskeetit,Lil Pump,3,28074761,-0.23%,https://www.youtube.com/watch?v=DPxL7dO5XPc,2018-05-03
14,15,Amor de Verdade,Mc Rita & MC Kekel & MC Rita,5,27074863,0.13%,https://www.youtube.com/watch?v=8_oE-iQeFeE,2018-05-03
15,12,Call Out My Name (Official Video),The Weeknd,3,26980716,-0.09%,https://www.youtube.com/watch?v=M4ZoCHID9GI,2018-05-03
16,17,Perfect,Ed Sheeran,25,25260113,0.08%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,2018-05-03
17,n/a,Dura (Remix),Daddy Yankee,1,23704049,n/a,https://www.youtube.com/watch?v=j1W5An7eo2g,2018-05-03
18,14,Freaky Friday,Lil Dicky & Chris Brown,7,23451840,-0.07%,https://www.youtube.com/watch?v=aZla1ttZHaw,2018-05-03
19,6,LOVE,Sebastián Yatra & Gianluca Vacchi,2,22160899,-0.49%,https://www.youtube.com/watch?v=uVQlZR-NNqM,2018-05-03
20,19,Me Niego,Reik,11,21517986,0.01%,https://www.youtube.com/watch?v=JyqD_zfXfi8,2018-05-03
21,29,Te Amo,Piso 21,7,21435627,0.3%,https://www.youtube.com/watch?v=nP8ZVJxiJlU,2018-05-03
22,20,Nice For What,Drake,4,21051159,0.01%,https://www.youtube.com/watch?v=U9BwWKXjVaI,2018-05-03
23,28,Mi Gente (Official Video),J Balvin Willy William,44,20685362,0.2%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,2018-05-03
24,n/a,Snapchat Story,Bilal Saeed,1,20410521,n/a,https://www.youtube.com/watch?v=-RsN3y4cpfQ,2018-05-03
25,23,Largado Às Traças,Zé Neto & Cristiano,13,20010669,-0.01%,https://www.youtube.com/watch?v=WcTRQXtXJPs,2018-05-03
26,37,Meant to Be,Bebe Rexha,27,19300538,0.33%,https://www.youtube.com/watch?v=zDo0H8Fm7d0,2018-05-03
27,26,Psycho,Post Malone,6,19274417,0.04%,https://www.youtube.com/watch?v=au2n7VVGv_c,2018-05-03
28,n/a,Síguelo bailando,Ozuna,24,18598815,n/a,https://www.youtube.com/watch?v=Dvpd9_5vuks,2018-05-03
