Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,2,BICHOTA (Official Video),KAROL G,9,48198306,0.05%,https://www.youtube.com/watch?v=QaXhVryxVBk,2020-12-24
2,3,Dákiti,Bad Bunny & Jhay Cortez,8,40159214,0%,https://www.youtube.com/watch?v=TmKh7lAwnBI,2020-12-24
3,1,Titliaan,Afsana Khan,6,40124508,-0.15%,https://www.youtube.com/watch?v=YPohR_9v6HA,2020-12-24
4,6,Life Is Good (Official Music Video),Future,50,28194883,-0.01%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-12-24
5,n/a,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,1,27729489,n/a,https://www.youtube.com/watch?v=psZ1g9fMfeo,2020-12-24
6,5,GIRL LIKE ME (Official Music Video),Shakira & Black Eyed Peas,3,24495753,-0.2%,https://www.youtube.com/watch?v=vMLk_T0PPbk,2020-12-24
7,n/a,Khyaal Rakhya Kar,Neha Kakkar,1,24287573,n/a,https://www.youtube.com/watch?v=pEO2a7QzXqQ,2020-12-24
8,20,All I Want for Christmas Is You (Make My Wish Come True Edition),Mariah Carey,6,23677869,0.55%,https://www.youtube.com/watch?v=aAkMkVFwAoo,2020-12-24
9,9,Naach Meri Rani,Guru Randhawa & Nikhita Gandhi,10,20850926,-0.03%,https://www.youtube.com/watch?v=TCx1yMegJ4A,2020-12-24
10,11,COCO COLA (Full Song) | Ruchika Jangid Kay D | New Haryanvi Songs Haryanavi 2020 | Nav Haryanvi,Nav Haryanvi,6,20082277,-0.03%,https://www.youtube.com/watch?v=9UaG7UL5yS4,2020-12-24
11,n/a,Đi Về Nhà,JustaTee & Đen,1,19872277,n/a,https://www.youtube.com/watch?v=vTJdVE_gjI0,2020-12-24
12,28,Last Christmas,Wham!,20,19572260,0.44%,https://www.youtube.com/watch?v=E8gmARGvPlI,2020-12-24
13,n/a,Gnat,Eminem,1,19534819,n/a,https://www.youtube.com/watch?v=EosMazKaPbU,2020-12-24
14,8,Dynamite,BTS,18,19522328,-0.11%,https://www.youtube.com/watch?v=gdZLi9oWNZg,2020-12-24
15,13,Vida de Rico,Camilo,14,18833269,0.05%,https://www.youtube.com/watch?v=qKp1f7Vn9dM,2020-12-24
16,10,Laika Tohare Ke Papa Kahata,Neelkamal Singh,3,17647110,-0.16%,https://www.youtube.com/watch?v=nzw4gjJSezU,2020-12-24
17,15,"Mila Menor Nico e Petter Ferraz - ""Amor ou o Litrão"" Brega Funk (KondZilla)",Menor Nico & Petter Ferraz & Mila,3,17537607,0.03%,https://www.youtube.com/watch?v=VpJKsoMWnZM,2020-12-24
18,n/a,MODO TURBO,Luísa Sonza & Pabllo Vittar,1,17449660,n/a,https://www.youtube.com/watch?v=QcS9ZndErHc,2020-12-24
19,19,Bewafa Tera Masoom Chehra (Lofi Mix),Jubin Nautiyal & Rochak Kohli & Dj Sunny Singh,6,17198582,0.07%,https://www.youtube.com/watch?v=sMoM0fYO-Qg,2020-12-24
20,17,Dime Cómo Quieres,Ángela Aguilar & Christian Nodal,6,17184657,0.02%,https://www.youtube.com/watch?v=Ge4AKbnr6ME,2020-12-24
21,18,Hawái (Official Video),Maluma,21,16770836,0.04%,https://www.youtube.com/watch?v=pK060iUFWXg,2020-12-24
22,12,VIDEO | Rakesh Mishra | ए राजा जाई ना बहरिया | Ye Raja Jai Na Bahriya |Trishakar Madhu Bhojpuri Song,Music Wide,6,16389580,-0.19%,https://www.youtube.com/watch?v=1R8PvN-Uw90,2020-12-24
23,21,Nathy Peluso: Bzrp Music Sessions Vol. 36,Nathy Peluso & Bizarrap,4,15870118,0.05%,https://www.youtube.com/watch?v=0OkiUUU3Odw,2020-12-24
24,7,Husnn Hai Suhaana New,Chandana Dixit & Abhijeet,3,15154258,-0.35%,https://www.youtube.com/watch?v=EsXG4YET4zs,2020-12-24
25,n/a,Teri Bhabhi,Dev Negi & Neha Kakkar & Javed - Mohsin,2,15033912,n/a,https://www.youtube.com/watch?v=oq6av2OmQ1w,2020-12-24
26,23,BEBÉ (Official Video),El Alfa & Camilo,4,14804053,0.03%,https://www.youtube.com/watch?v=WwvTquVQKfA,2020-12-24
27,30,Petter Ferraz e Menor Nico - Amor ou o Litrão (Videoclipe Oficial) (Longo Filmes) | PAGONEJANDO,PAGONEJANDO,4,14714404,0.1%,https://www.youtube.com/watch?v=qXYg9K2WlgY,2020-12-24
28,41,Letícia - Zé Vaqueiro (Clipe Oficial),Zé Vaqueiro,7,14541004,0.22%,https://www.youtube.com/watch?v=mNWt8j9e-Zs,2020-12-24
29,22,ดึงดัน,COCKTAIL & Tuk Siriporn,9,14317102,-0.02%,https://www.youtube.com/watch?v=AZ_t9iAJRDw,2020-12-24
30,27,Reloj,Anuel AA & Rauw Alejandro,9,14197171,0.04%,https://www.youtube.com/watch?v=-3HjrdC0dAk,2020-12-24
31,31,Whoopty,CJ,4,13516991,0.05%,https://www.youtube.com/watch?v=2xWkATdMQms,2020-12-24
32,34,La Curiosidad,Myke Towers & DJ Nelson & Jay Wheeler,23,13406698,0.06%,https://www.youtube.com/watch?v=Q_gIYp078so,2020-12-24
