Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,BEBE,6ix9ine,1,57789688,n/a,https://www.youtube.com/watch?v=ycV6cnK3SIs,2018-09-06
2,2,Girls Like You ft. Cardi B (Official Music Video),Maroon 5,14,57616210,-0.02%,https://www.youtube.com/watch?v=aJOTlE1K90k,2018-09-06
3,4,Vaina loca,Manuel Turizo & Ozuna,10,35887440,0.02%,https://www.youtube.com/watch?v=bx-fuY7LpSU,2018-09-06
4,5,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,22,34355278,0.01%,https://www.youtube.com/watch?v=9jI-z9QN6g8,2018-09-06
5,6,FEFE,6ix9ine,6,34324353,0.11%,https://www.youtube.com/watch?v=V_MXGdSBbAI,2018-09-06
6,3,Sin Pijama (Official Video),Natti Natasha & Becky G,19,33666383,-0.09%,https://www.youtube.com/watch?v=zEf423kYfqk,2018-09-06
7,8,Ya No Tiene Novio (Official Video),Sebastián Yatra & Mau y Ricky,4,32089762,0.1%,https://www.youtube.com/watch?v=-qGbUNQqVNc,2018-09-06
8,n/a,Pacho Daddy Yankee & Bad Bunny - Como Soy (Video Oficial),Daddy Yankee,1,29729784,n/a,https://www.youtube.com/watch?v=toitHzseExQ,2018-09-06
9,n/a,Amigos Con Derechos,Maluma & Reik,1,29685438,n/a,https://www.youtube.com/watch?v=0vTopF6wwZg,2018-09-06
10,1,IDOL,BTS,2,29132049,-0.74%,https://www.youtube.com/watch?v=pBuZEGYXA6E,2018-09-06
11,40,Mi Cama ft. Nicky Jam (Official Remix),KAROL G,4,28473461,1.05%,https://www.youtube.com/watch?v=InLvy_CFKUQ,2018-09-06
12,7,No Me Acuerdo (Official Video),Natti Natasha & Thalía,14,27659403,-0.05%,https://www.youtube.com/watch?v=iQEVguV71sI,2018-09-06
13,10,Culpables,Manuel Turizo,6,25091537,-0.03%,https://www.youtube.com/watch?v=OYwdXMPu17E,2018-09-06
14,n/a,REMEDY,Alesso,1,24677572,n/a,https://www.youtube.com/watch?v=vB67ddBhO1c,2018-09-06
15,9,I Like It,Bad Bunny & Cardi B & J Balvin,15,23915185,-0.08%,https://www.youtube.com/watch?v=xTlNMmZKwpA,2018-09-06
16,n/a,Feels Like Summer,Childish Gambino,1,22728100,n/a,https://www.youtube.com/watch?v=F1B9Fk_SgI0,2018-09-06
