Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,Venom,Eminem,1,51346438,n/a,https://www.youtube.com/watch?v=8CdcCD5V-d8,2018-10-11
2,1,Girls Like You ft. Cardi B (Official Music Video),Maroon 5,19,47402425,-0.02%,https://www.youtube.com/watch?v=aJOTlE1K90k,2018-10-11
3,8,Vaina loca,Manuel Turizo & Ozuna,15,33992556,0.2%,https://www.youtube.com/watch?v=bx-fuY7LpSU,2018-10-11
4,3,BEBE,6ix9ine,6,30531626,-0.04%,https://www.youtube.com/watch?v=ycV6cnK3SIs,2018-10-11
5,4,Culpables (Official Video),KAROL G & Anuel AA,4,29066609,-0.08%,https://www.youtube.com/watch?v=xfdG6vwIGGU,2018-10-11
6,n/a,Taki Taki ft. Selena Gomez Ozuna Cardi B (Official Music Vi...,DJ Snake,1,28473278,n/a,https://www.youtube.com/watch?v=ixkoVwKQaJg,2018-10-11
7,2,Sin Pijama (Official Video),Natti Natasha & Becky G,24,27682709,-0.21%,https://www.youtube.com/watch?v=zEf423kYfqk,2018-10-11
8,n/a,STOOPID,6ix9ine,1,27282558,n/a,https://www.youtube.com/watch?v=VDa5iGiPgGs,2018-10-11
9,5,I Love It,Kanye West & Lil Pump,5,25780048,-0.16%,https://www.youtube.com/watch?v=cwQgjq0mCdE,2018-10-11
10,13,Perfect,Ed Sheeran,46,23719926,0.13%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,2018-10-11
11,10,FEFE,6ix9ine,11,22910825,-0.16%,https://www.youtube.com/watch?v=V_MXGdSBbAI,2018-10-11
12,9,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,27,22461493,-0.2%,https://www.youtube.com/watch?v=9jI-z9QN6g8,2018-10-11
13,33,Quiere beber,Anuel AA,8,20681680,0.37%,https://www.youtube.com/watch?v=BTtBmo5EbEk,2018-10-11
14,19,O Bebê,MC Kevinho & MC Kekel,4,20520996,0.06%,https://www.youtube.com/watch?v=Btyfrd-UtSw,2018-10-11
15,6,Moonlight (Instrumental),XXXTENTACION,2,20150004,-0.31%,https://www.youtube.com/watch?v=GX8Hg6kWQYI,2018-10-11
16,18,Taste (Official Video),Tyga,18,18676417,-0.06%,https://www.youtube.com/watch?v=LjxulQ1bEWg,2018-10-11
17,22,I Like It,Bad Bunny & Cardi B & J Balvin,20,18628464,0.01%,https://www.youtube.com/watch?v=xTlNMmZKwpA,2018-10-11
18,16,Vuelve,Beret & Sebastián Yatra,2,18597667,-0.07%,https://www.youtube.com/watch?v=dNa5gs24gis,2018-10-11
19,17,Alex Rose  ft. Cazzu Lenny Tavarez Lyanno & Rauw Alejandro - Toda (Remix) [Video Oficial],Rauw Alejandro & Alex Rose,17,18545154,-0.07%,https://www.youtube.com/watch?v=lKDGxAHZt0E,2018-10-11
20,12,No Me Acuerdo (Official Video),Natti Natasha & Thalía,19,18101448,-0.18%,https://www.youtube.com/watch?v=iQEVguV71sI,2018-10-11
21,29,Cuando Te Besé (Official Video),Becky G & Paulo Londra,10,17599031,0.04%,https://www.youtube.com/watch?v=zAWsoFk2yVw,2018-10-11
22,30,Rise ft. Jack & Jack (Official Video),Jonas Blue,15,17484237,0.04%,https://www.youtube.com/watch?v=btrzs54s1Rc,2018-10-11
23,37,"Proper Patola [From ""Proper Patola""]",Diljit Dosanjh,2,16681892,0.12%,https://www.youtube.com/watch?v=YmXJp4RtBCM,2018-10-11
24,20,Asesina,Brytiago & Darell,21,16584137,-0.13%,https://www.youtube.com/watch?v=AhQcNVyndSM,2018-10-11
25,n/a,Skibidi,Little Big,1,16447870,n/a,https://www.youtube.com/watch?v=mDFBTdToRmw,2018-10-11
26,36,Ya No Tiene Novio (Official Video),Sebastián Yatra & Mau y Ricky,9,16423238,0.1%,https://www.youtube.com/watch?v=-qGbUNQqVNc,2018-10-11
27,25,Laung Laachi Title Track,Mannat Noor,24,16292088,-0.09%,https://www.youtube.com/watch?v=YpkJO_GrCo0,2018-10-11
28,46,Dame Tu Cosita,El Chombo,26,16144905,0.25%,https://www.youtube.com/watch?v=FzG4uDgje3M,2018-10-11
29,28,Déjala Que Vuelva,Piso 21,50,15926534,-0.07%,https://www.youtube.com/watch?v=y7d9VLRO3vc,2018-10-11
30,24,Sou Favela,Mc Bruninho & Vitinho Ferrari,5,15836593,-0.13%,https://www.youtube.com/watch?v=PvJIwSPte4E,2018-10-11
31,51,Shallow (from A Star Is Born) (Official Music Video),Bradley Cooper & Lady Gaga,2,15705670,0.3%,https://www.youtube.com/watch?v=bo_efYhYU2A,2018-10-11
32,27,No Es Justo (Official Video),J Balvin & Zion & Lennox,15,15691024,-0.09%,https://www.youtube.com/watch?v=2zn4dAuZ2RU,2018-10-11
33,58,Me Niego,Reik,25,15658363,0.48%,https://www.youtube.com/watch?v=JyqD_zfXfi8,2018-10-11
34,n/a,NA,NA,1,15267664,n/a,n/a,2018-10-11
35,31,X,Nicky Jam & J Balvin,32,15089924,-0.08%,https://www.youtube.com/watch?v=_I_D_8Z4sJE,2018-10-11
36,26,El Clavo (Remix - Official Video),Prince Royce,5,14752859,-0.17%,https://www.youtube.com/watch?v=uHgbcxMab1I,2018-10-11
37,14,Culpables,Manuel Turizo,11,14735211,-0.29%,https://www.youtube.com/watch?v=OYwdXMPu17E,2018-10-11
38,70,Clandestino (Official Video),Maluma & Shakira,11,14668079,0.52%,https://www.youtube.com/watch?v=1DhA69K3fZ4,2018-10-11
39,n/a,Jaane Ye Kyun Kiya,Farhan Akhtar & Rochak Kohli,1,14596768,n/a,https://www.youtube.com/watch?v=XcviSYwazRo,2018-10-11
40,42,DDU‐DU DDU‐DU,BLACKPINK,16,14355346,0.03%,https://www.youtube.com/watch?v=IHNzOHi8sJs,2018-10-11
41,39,Eastside (acoustic),Khalid & Halsey,7,14037587,-0.04%,https://www.youtube.com/watch?v=56WBK4ZK_cw,2018-10-11
42,38,Solo,Clean Bandit,18,13840089,-0.07%,https://www.youtube.com/watch?v=8JnfIa84TnU,2018-10-11
43,54,Justicia (Official Video),Silvestre Dangond & Natti Natasha,12,13839207,0.17%,https://www.youtube.com/watch?v=7qix3jy5QdA,2018-10-11
44,41,Nunca Es Suficiente,Los Ángeles Azules,10,13219558,-0.06%,https://www.youtube.com/watch?v=k76BgIb89-s,2018-10-11
45,n/a,Mera Pyar Tera Pyar,Arijit Singh & Jeet Gannguli,1,13149014,n/a,https://www.youtube.com/watch?v=KGRGm95Jzek,2018-10-11
46,50,El Farsante (Remix),Ozuna & Romeo Santos,37,13088190,0.07%,https://www.youtube.com/watch?v=wfWkmURBNv8,2018-10-11
47,43,Thunderclouds (Official Video),LSD,6,13014026,-0.06%,https://www.youtube.com/watch?v=kg1BljLu9YY,2018-10-11
48,63,Happier,Marshmello,2,12981194,0.27%,https://www.youtube.com/watch?v=m7Bc3pLyij0,2018-10-11
49,n/a,Disk Me,Pabllo Vittar,1,12804502,n/a,https://www.youtube.com/watch?v=pHKjk1Dtegc,2018-10-11
50,68,Let You Love Me,Rita Ora,2,12615017,0.28%,https://www.youtube.com/watch?v=XCQK6LmhYqc,2018-10-11
51,49,La Adictiva - En Peligro De Extinción (Video Oficial),La Adictiva,4,12593809,0.03%,https://www.youtube.com/watch?v=B4BDh41Y8hQ,2018-10-11
52,23,Notificação preferida,Zé Neto & Cristiano,14,11957480,-0.35%,https://www.youtube.com/watch?v=rYKOuKaWEjg,2018-10-11
53,57,A Thousand Years,Christina Perri,12,11610639,0.08%,https://www.youtube.com/watch?v=rtOvBOTyX00,2018-10-11
54,n/a,Mocca (Remix),J Balvin & Lalo Ebratt & Trapical,1,11503972,n/a,https://www.youtube.com/watch?v=5P12UoDHL6o,2018-10-11
55,7,Urvashi,Yo Yo Honey Singh,2,11497115,-0.6%,https://www.youtube.com/watch?v=0VwgpYJ4q38,2018-10-11
56,59,IDOL,BTS,7,11385788,0.08%,https://www.youtube.com/watch?v=pBuZEGYXA6E,2018-10-11
57,56,แผลในใจ - GTK feat. KT Long Flowing [ OFFICIAL AUDIO ],GuitarZSK,4,11297914,0%,https://www.youtube.com/watch?v=2BLzX2XOlWE,2018-10-11
58,40,Bem pior que eu,Marília Mendonça,5,11130136,-0.22%,https://www.youtube.com/watch?v=ebG36xtK87A,2018-10-11
59,32,Ciumeira,Marília Mendonça,7,11100991,-0.3%,https://www.youtube.com/watch?v=KbRtA_brCQ0,2018-10-11
60,66,Atrasadinha (Live),Ferrugem & Felipe Araújo,3,11100195,0.12%,https://www.youtube.com/watch?v=M76qUQTt_Sw,2018-10-11
61,15,Está Rico (Official Video),Marc Anthony & Bad Bunny & Will Smith,2,10553276,-0.48%,https://www.youtube.com/watch?v=--BHuKeveg4,2018-10-11
62,48,Dilbar,Ikka & Dhvani Bhanushali & Neha Kakkar,14,10191573,-0.19%,https://www.youtube.com/watch?v=JFcgOboQZ08,2018-10-11
63,52,Quem Pegou Pegou (Ao Vivo),Henrique & Juliano,6,10111511,-0.16%,https://www.youtube.com/watch?v=X8VDYICEIYw,2018-10-11
64,n/a,Diamond Heart,Alan Walker,1,10024445,n/a,https://www.youtube.com/watch?v=sJXZ9Dok7u8,2018-10-11
65,69,Darkside,Alan Walker,11,9814671,0.01%,https://www.youtube.com/watch?v=M-P4QBt-FWw,2018-10-11
66,64,Billionaire,Simar Kaur & Singhsta & Yo Yo Honey Singh,2,9653540,-0.05%,https://www.youtube.com/watch?v=fiRdp7riFFA,2018-10-11
67,44,Gracias Por Tu Amor,Banda el Recodo,2,9338304,-0.3%,https://www.youtube.com/watch?v=KZvRArKt_nE,2018-10-11
68,55,Dipsiz Kuyum,Emrah Karaduman & Aleyna Tilki,6,8921436,-0.24%,https://www.youtube.com/watch?v=0-SCNDwGcgE,2018-10-11
69,77,Não Fala Não pra Mim,Humberto & Ronaldo,13,8870631,-0.01%,https://www.youtube.com/watch?v=kpEQ3ReRQfg,2018-10-11
70,78,Casa da mãe Joana,Marília Mendonça,4,8842334,-0.01%,https://www.youtube.com/watch?v=hdjERtU7lMk,2018-10-11
