Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,Teri Baaton Mein Aisa Uljha Jiya Title Song,Raghav & Tanishk Bagchi & Asees Kaur,5,21917112,-0.04%,https://www.youtube.com/watch?v=XLqmL9cPN1E,2024-02-29
2,2,La Diabla,Xavi,13,18076231,-0.12%,https://www.youtube.com/watch?v=HfzbN5ky5Co,2024-02-29
3,4,Jale 2,Shiva Choudhary & Sapna Choudhary,12,17028820,-0.13%,https://www.youtube.com/watch?v=zFvLoiq58Nk,2024-02-29
4,5,BELLAKEO,Peso Pluma & Anitta,12,16407810,-0.05%,https://www.youtube.com/watch?v=fOT0BUpITw8,2024-02-29
5,3,Kurchi Madathapetti,Thaman S & Sri Krishna & Sahithi Chaganti & Mahesh Babu,4,16268195,-0.19%,https://www.youtube.com/watch?v=gh3FyLT7WVg,2024-02-29
6,6,UNA FOTO (Remix),Mesita & Nicki Nicole & Tiago PZK,8,15842507,-0.07%,https://www.youtube.com/watch?v=LWdAMW_4Yq0,2024-02-29
7,38,فرحة مهدوية | سيد فاقد الموسوي | Video Clip 2023,سيد فاقد,10,12936296,0.79%,https://www.youtube.com/watch?v=HDv-A4-ad0k,2024-02-29
8,n/a,Ko'k jiguli,Ozoda Nursaidova,1,12250287,n/a,https://www.youtube.com/watch?v=h8Cq1BwdTsg,2024-02-29
9,7,Xavi - La Víctima (Official Video),Xavi,16,11688438,-0.09%,https://www.youtube.com/watch?v=Mi-NXEGjAvg,2024-02-29
10,9,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,30,11539175,-0.02%,https://www.youtube.com/watch?v=Vr1M_l-1wjc,2024-02-29
11,8,निम्बू खरबूजा भईल 2,Khesari Lal Yadav & Karishma Kakkar,12,11006740,-0.11%,https://www.youtube.com/watch?v=dwiXguIajEA,2024-02-29
12,13,Luna (Visualizer),ATL Jacob & Feid,11,10385905,-0.05%,https://www.youtube.com/watch?v=ZA7ZKB8Mo9k,2024-02-29
13,15,Según Quién,Maluma & Carin Leon,24,10031144,-0.02%,https://www.youtube.com/watch?v=69lO08ar-mI,2024-02-29
14,n/a,Popular,The Weeknd & Madonna & Playboi Carti,1,9858230,n/a,https://www.youtube.com/watch?v=vt0i6nuqNEo,2024-02-29
15,11,Sabran,Al Shami,3,9800952,-0.12%,https://www.youtube.com/watch?v=sjw3NZLMZFI,2024-02-29
16,n/a,ONE SPARK,TWICE,1,9534743,n/a,https://www.youtube.com/watch?v=jCzez_q8si0,2024-02-29
17,12,Akhiyaan Gulaab,Mitraz,5,9518482,-0.14%,https://www.youtube.com/watch?v=GvXDq-P1NB8,2024-02-29
18,34,Gata Only,FloyyMenor & Cris Mj,3,9265135,0.22%,https://www.youtube.com/watch?v=-r687V8yqKY,2024-02-29
19,29,Katchi Sera,Sai Abhyankkar,3,9137757,0.14%,https://www.youtube.com/watch?v=VU23OPQ1Pmc,2024-02-29
20,30,Regalo de Dios,Julion Alvarez y Su Norteño Banda,5,8974607,0.14%,https://www.youtube.com/watch?v=-RjwFR6H7_w,2024-02-29
21,22,Ego Baat Batai,Khesari Lal Yadav & Shilpi Raj,6,8400420,-0.03%,https://www.youtube.com/watch?v=3aEY_VnEM34,2024-02-29
