Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,BIGBANG - '봄여름가을겨울 (Still Life)' M/V,BIGBANG,1,28241101,n/a,https://www.youtube.com/watch?v=eN5mG_yMDiM,2022-04-07
2,n/a,As It Was,Harry Styles,1,27769329,n/a,https://www.youtube.com/watch?v=H5v3kku4y6Q,2022-04-07
3,2,Envolver,Anitta,6,19663492,-0.17%,https://www.youtube.com/watch?v=hFCjGiawJi4,2022-04-07
4,1,Plan A,Paulo Londra,3,19657220,-0.35%,https://www.youtube.com/watch?v=dmW68lzaaqs,2022-04-07
5,3,Srivalli,Javed Ali,13,16790866,-0.02%,https://www.youtube.com/watch?v=hcMzwMrr1tE,2022-04-07
6,n/a,Si Tu Me Busca,Yailin la Mas Viral & Anuel AA,1,16588887,n/a,https://www.youtube.com/watch?v=Pc2Hl2w_7qM,2022-04-07
7,n/a,"Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixar’s Turning Red),1,15470262,n/a,https://www.youtube.com/watch?v=DQQRjFzB8gY,2022-04-07
8,4,Pushpa: Saami Saami,Allu Arjun & Rashmika Mandanna,13,13230355,-0.17%,https://www.youtube.com/watch?v=vdY5SFZBgnk,2022-04-07
9,5,"We Don't Talk About Bruno (From ""Encanto"")",Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,15,12835406,-0.19%,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-04-07
10,n/a,Chance,Paulo Londra,1,12511432,n/a,https://www.youtube.com/watch?v=ZJ4Qp1ietPc,2022-04-07
11,12,Una Noche en Medellín,Cris Mj,7,11715878,0.06%,https://www.youtube.com/watch?v=EaIh7tRqdqM,2022-04-07
12,6,"No se habla de Bruno (De ""Encanto"")",Isabel Garcés & Mauro Castillo & Olga Lucía Vives & Juanse Diez & Carolina Gaitán - La Gaita & Daniela Sierra,7,11667827,-0.11%,https://www.youtube.com/watch?v=wTi8yLyHeb8,2022-04-07
13,7,Kalaavathi - Music Video | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S | Parasuram,Saregama Telugu,8,11646402,-0.08%,https://www.youtube.com/watch?v=Vbu44JdN12s,2022-04-07
14,11,Chale,Edén Muñoz,6,10831588,-0.06%,https://www.youtube.com/watch?v=OLmGL_SvP_M,2022-04-07
15,n/a,Mast Nazron Se,Nasir Iqbal & Jubin Nautiyal & Rochak Kohli,1,10760579,n/a,https://www.youtube.com/watch?v=Tc8kb5HBNrA,2022-04-07
16,19,Jordan,Ryan Castro,8,10275310,0.04%,https://www.youtube.com/watch?v=oFKu8wm7RcA,2022-04-07
17,n/a,Big Men,Gurlez Akhtar & R Nait,1,10164802,n/a,https://www.youtube.com/watch?v=QFTt0kFcq18,2022-04-07
18,n/a,Vampiro,Teto & WIU & Matuê,1,9399853,n/a,https://www.youtube.com/watch?v=TKqa-ZXGKYA,2022-04-07
19,15,Desesperados,Rauw Alejandro & Chencho Corleone,15,9176374,-0.12%,https://www.youtube.com/watch?v=K9mTSekTktw,2022-04-07
20,23,Malvada,Zé Felipe,10,8660600,-0.05%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-04-07
21,13,Heat Waves (Official Video),Glass Animals,17,8333747,-0.24%,https://www.youtube.com/watch?v=mRD0-GxqHVo,2022-04-07
22,n/a,Teto - Fim de Semana no Rio 🧀💨,30PRAUM,1,8260963,n/a,https://www.youtube.com/watch?v=7AlAYttGnAg,2022-04-07
23,10,U Know What's Up (From Disney and Pixar's Turning Red),4*TOWN (From Disney and Pixar’s Turning Red),2,8202244,-0.29%,https://www.youtube.com/watch?v=74Xn1lhiQaI,2022-04-07
24,26,sentaDONA (Remix) s2,Luísa Sonza & Davi Kneip & Mc Frog & Dj Gabriel do Borel,3,8041453,-0.06%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-04-07
25,27,Etthara Jenda,M. M. Keeravani & Vishal Mishra & Sahithi Chaganti & Prudhvi Chandra & Harika Narayan,4,7746693,-0.09%,https://www.youtube.com/watch?v=dtZ14XTwwos,2022-04-07
26,98,Never Gonna Give You Up,Rick Astley,17,7691983,0.56%,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2022-04-07
27,17,Hati‐Hati di Jalan,Tulus,5,7675572,-0.25%,https://www.youtube.com/watch?v=_N6vSc_mT6I,2022-04-07
28,14,Oo Bolega ya Oo Oo Bolega,Kanika Kapoor,13,7598852,-0.28%,https://www.youtube.com/watch?v=sqmNziU3OxQ,2022-04-07
29,n/a,Out of Time (Official Video),The Weeknd,1,7520968,n/a,https://www.youtube.com/watch?v=2fDzCWNS3ig,2022-04-07
30,28,MONEY (PERFORMANCE VIDEO),BLACKPINK,29,7499017,-0.11%,https://www.youtube.com/watch?v=dNCWe_6HAM8,2022-04-07
31,82,Etthara Jenda Video Song  - RRR – NTR Ram Charan Alia  Ajay Devgn | Keeravaani | SS Rajamouli,T-Series Telugu,2,7497214,0.38%,https://www.youtube.com/watch?v=nhtWZ2kjrec,2022-04-07
32,36,Tillu Anna DJ Pedithe,Ram Miriyala,7,7382584,0%,https://www.youtube.com/watch?v=M-954V9LORI,2022-04-07
33,n/a,Termina Comigo Antes (Ao Vivo em Porto Alegre),Gusttavo Lima,1,7124087,n/a,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-04-07
34,46,Monastery,Ryan Castro & Feid,20,6824725,0%,https://www.youtube.com/watch?v=EOkCOYrPEsU,2022-04-07
35,37,Raataan Lambiyan,Jubin Nautiyal & Asees Kaur & Tanishk Bagchi,29,6814541,-0.06%,https://www.youtube.com/watch?v=gvyUuxdRdR4,2022-04-07
36,30,Raja Ji Khoon Kaida,Shilpi Raj,12,6750922,-0.16%,https://www.youtube.com/watch?v=nbU9fQFi5fY,2022-04-07
37,n/a,Si Quieren Frontear,Quevedo & De La Ghetto & Duki,1,6725255,n/a,https://www.youtube.com/watch?v=hsw8e1n1w4A,2022-04-07
38,33,TOMBOY,(G)I-DLE,4,6580386,-0.14%,https://www.youtube.com/watch?v=Jh4QFaPmdss,2022-04-07
39,47,EL MAKINON (Official Video),KAROL G & Mariah Angeliq,37,6487870,-0.04%,https://www.youtube.com/watch?v=2jYEz66J_J4,2022-04-07
40,35,Sholay,Sahithi Chaganti & Vishal Mishra & Benny Dayal & Harika Narayan,3,6455843,-0.13%,https://www.youtube.com/watch?v=r1Q5c61vhag,2022-04-07
41,44,Gangsta's Paradise,Coolio,26,6444783,-0.06%,https://www.youtube.com/watch?v=fPO76Jlnz6c,2022-04-07
42,n/a,Cê Tá Preparada (Ao Vivo Em Goiânia / 2021),Tayrone,24,6388682,n/a,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-04-07
43,49,In Da Club International Version,50 Cent,29,6370075,-0.04%,https://www.youtube.com/watch?v=5qm8PH4xAss,2022-04-07
