Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,X,Nicky Jam & J Balvin,3,70670877,-0.19%,https://www.youtube.com/watch?v=_I_D_8Z4sJE,2018-03-22
2,5,God's Plan,Drake,5,53381611,0.1%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,2018-03-22
3,2,Dura,Daddy Yankee,9,48606624,-0.06%,https://www.youtube.com/watch?v=sGIm0-dQd8M,2018-03-22
4,7,El Farsante (Remix),Ozuna & Romeo Santos,8,45406664,-0.04%,https://www.youtube.com/watch?v=wfWkmURBNv8,2018-03-22
5,6,Amorfoda,Bad Bunny,6,39615157,-0.17%,https://www.youtube.com/watch?v=kLpH1nSLJSs,2018-03-22
6,8,Échame La Culpa,Luis Fonsi & Demi Lovato,18,38105027,0.09%,https://www.youtube.com/watch?v=TyHvyGVs42U,2018-03-22
7,12,Corazón (Official Video),Maluma,15,33355521,0.06%,https://www.youtube.com/watch?v=GmHrjFIWl6U,2018-03-22
8,4,Me Niego,Reik,5,33081851,-0.34%,https://www.youtube.com/watch?v=JyqD_zfXfi8,2018-03-22
9,13,Déjala Que Vuelva,Piso 21,22,31239854,0.05%,https://www.youtube.com/watch?v=y7d9VLRO3vc,2018-03-22
10,11,Bella (Remix),Maluma & Wolfine,8,31213104,-0.02%,https://www.youtube.com/watch?v=jjuSfhYiup8,2018-03-22
11,n/a,A Partir De Hoy,David Bisbal & Sebastián Yatra,1,27539593,n/a,https://www.youtube.com/watch?v=Iwz4P8HfGVM,2018-03-22
12,17,Perfect,Ed Sheeran,20,27186336,0.07%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,2018-03-22
13,15,Havana (Audio),Camila Cabello,25,27018712,-0.05%,https://www.youtube.com/watch?v=HCjNJDNzw8Y,2018-03-22
14,3,El Préstamo (Official Video),Maluma,2,27015779,-0.48%,https://www.youtube.com/watch?v=-BQJo3vK8O8,2018-03-22
15,14,Síguelo bailando,Ozuna,19,26565130,-0.07%,https://www.youtube.com/watch?v=Dvpd9_5vuks,2018-03-22
16,n/a,Baaghi 2: Ek Do Teen Song | Jacqueline Fernandez |Tiger Shroff | Disha P| Ahmed K | Sajid Nadiadwala,T-Series,1,25324589,n/a,https://www.youtube.com/watch?v=q2gICJFG6uw,2018-03-22
