Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,1,87016975,n/a,https://www.youtube.com/watch?v=0VR3dfZf9Yg,2019-07-25
2,1,Señorita,Shawn Mendes & Camila Cabello,5,53654684,-0.09%,https://www.youtube.com/watch?v=Pkh8UtuejGw,2019-07-25
3,3,No Me Conoce (Remix),Bad Bunny & J Balvin & Jhay Cortez,10,44853916,-0.04%,https://www.youtube.com/watch?v=w2C6RhQBYlg,2019-07-25
4,2,Con Altura (Official Video),ROSALÍA,17,41189404,-0.12%,https://www.youtube.com/watch?v=p7bfOZek9t4,2019-07-25
5,n/a,How Do You Sleep? (Official Music Video),Sam Smith,1,38178593,n/a,https://www.youtube.com/watch?v=PmYypVozQb4,2019-07-25
6,4,"O Saki Saki (From ""Batla House"")",B Praak & Tulsi Kumar & Neha Kakkar,2,29864449,-0.13%,https://www.youtube.com/watch?v=6wNFJIbTxNk,2019-07-25
7,5,Con Calma (Remix),Daddy Yankee,26,29561638,-0.11%,https://www.youtube.com/watch?v=DiItGE3eAyQ,2019-07-25
8,6,11 PM (Official Video),Maluma,10,26357955,0.02%,https://www.youtube.com/watch?v=IBaSizQyC5g,2019-07-25
9,8,Calma (Remix - Official Video),Pedro Capó & Farruko,40,24058038,0.04%,https://www.youtube.com/watch?v=1_zgKRBrT0Y,2019-07-25
10,12,Callaita,Bad Bunny & Tainy,8,22577017,0.21%,https://www.youtube.com/watch?v=acEOASYioGY,2019-07-25
11,9,Runaway ft. Jonas Brothers (Official Video),Sebastián Yatra,5,20777983,-0.07%,https://www.youtube.com/watch?v=FjIfxEXOcxo,2019-07-25
12,n/a,Amándote,Kim Loaiza,1,20255755,n/a,https://www.youtube.com/watch?v=vtbP13dFqAo,2019-07-25
13,7,bad guy (Official Music Video),Billie Eilish,17,20009319,-0.17%,https://www.youtube.com/watch?v=DyDfgMOUjCI,2019-07-25
14,n/a,Struggler,R Nait,1,19327020,n/a,https://www.youtube.com/watch?v=ZqJZyxVdLZA,2019-07-25
15,13,Soltera (remix),Lunay & Bad Bunny & Daddy Yankee,11,17390435,-0.06%,https://www.youtube.com/watch?v=8zQTfGbyY5I,2019-07-25
16,14,Dheeme Dheeme,Tony Kakkar,10,16783598,-0.07%,https://www.youtube.com/watch?v=9mWdw-09dso,2019-07-25
17,15,Rebota (remix),Farruko & Nicky Jam & Guaynaa,2,15966477,-0.11%,https://www.youtube.com/watch?v=slaS1z9eHT4,2019-07-25
18,66,QUE PRETENDES (Official Video),Bad Bunny & J Balvin,4,15438684,0.9%,https://www.youtube.com/watch?v=kPc3Pe42bGI,2019-07-25
19,n/a,Muito Calor,Ozuna & Anitta,1,14237030,n/a,https://www.youtube.com/watch?v=wuvlEJxI9wM,2019-07-25
20,n/a,Up All Night,MOTi & R3HAB,1,14227633,n/a,https://www.youtube.com/watch?v=MeaLc5gIuYw,2019-07-25
21,18,HP (Official Video),Maluma,21,13727824,-0.04%,https://www.youtube.com/watch?v=iMEhjsiHbwM,2019-07-25
22,n/a,Velitas (Official Video),Darell & Brytiago,1,13683139,n/a,https://www.youtube.com/watch?v=ZJ8FSeKV-G8,2019-07-25
23,19,Vaaste,Nikhil D'Souza & Dhvani Bhanushali,16,13606363,-0.05%,https://www.youtube.com/watch?v=BBAyRBTfsOU,2019-07-25
24,17,Kill This Love,BLACKPINK,17,13298753,-0.07%,https://www.youtube.com/watch?v=2S24-y0Ij3Y,2019-07-25
25,26,Dil Laga Liya - Full Video | Dil Hai Tumhaara | Preity & Arjun Rampal | Alka Yagnik & Udit Narayan,Mohammed Salamat & Madhushree,3,12726671,-0.01%,https://www.youtube.com/watch?v=6qBdQzPnw4E,2019-07-25
26,22,Boy With Luv,BTS,15,12572576,-0.07%,https://www.youtube.com/watch?v=XsX3ATc3FbA,2019-07-25
27,n/a,Gur Nalo Ishq Mitha - The Yoyo Remake,Malkit Singh & Yo Yo Honey Singh,1,12537824,n/a,https://www.youtube.com/watch?v=rrBE8ZuAtgY,2019-07-25
28,44,Sorry Song,Maninder Buttar & Neha Kakkar,2,12508696,0.27%,https://www.youtube.com/watch?v=NNJzHK7PGm8,2019-07-25
29,23,Otro trago,Sech,13,12421459,-0.08%,https://www.youtube.com/watch?v=t_qn-f7XfJo,2019-07-25
30,24,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,40,12407399,-0.07%,https://www.youtube.com/watch?v=ApXoWvfEYVU,2019-07-25
31,10,Hãy Trao Cho Anh,Sơn Tùng M-TP & Snoop Dogg & Onionn,4,12303460,-0.42%,https://www.youtube.com/watch?v=knW7-x7Y7RE,2019-07-25
32,25,Taki Taki ft. Selena Gomez Ozuna Cardi B (Official Music Vi...,DJ Snake,42,12142084,-0.08%,https://www.youtube.com/watch?v=ixkoVwKQaJg,2019-07-25
33,35,"SPIRIT (From Disney's ""The Lion King"" - Official Video)",Beyoncé,2,11964242,0.07%,https://www.youtube.com/watch?v=civgUOommC8,2019-07-25
34,33,กรรม,Nakharin Kingsak,6,11872348,0.05%,https://www.youtube.com/watch?v=GjnC-KKKU2E,2019-07-25
35,20,Old Town Road (Official Movie) ft. Billy Ray Cyrus,Lil Nas X,10,11814129,-0.16%,https://www.youtube.com/watch?v=w2Ov5jzm3j8,2019-07-25
36,32,"Psycho Saiyaan (From ""Saaho"")",T-Series,3,11492795,-0.01%,https://www.youtube.com/watch?v=G81Ospnlctw,2019-07-25
37,11,Si Supieras,Wisin & Yandel & Wisin & Daddy Yankee,4,11370927,-0.44%,https://www.youtube.com/watch?v=av2yfDokA6k,2019-07-25
38,29,Secreto,KAROL G & Anuel AA,28,11328598,-0.08%,https://www.youtube.com/watch?v=gFZfwWZV074,2019-07-25
39,n/a,"Bekhayali Acoustic - Dhvani Bhanushali Version (From ""T-Series Acoustics"")",Sachet Parampara & Dhvani Bhanushali,1,11245191,n/a,https://www.youtube.com/watch?v=ds9rljep6-c,2019-07-25
40,28,I Don't Care,Ed Sheeran & Justin Bieber,10,10655631,-0.14%,https://www.youtube.com/watch?v=y83x7MgzWOA,2019-07-25
41,34,Todo Mundo Vai Sofrer (Ao Vivo),Marília Mendonça,10,10496922,-0.07%,https://www.youtube.com/watch?v=ILADw1aretk,2019-07-25
42,30,ชอบแบบนี้,หนามเตย,12,10344456,-0.16%,https://www.youtube.com/watch?v=n32PxBLrut4,2019-07-25
43,52,Serdceedka,Egor Kreed,2,10341954,0.16%,https://www.youtube.com/watch?v=6uHHWgJ6dsk,2019-07-25
44,65,DOLLAR (Official Video),Myke Towers & Becky G,2,10213162,0.24%,https://www.youtube.com/watch?v=ngJwy17OiAM,2019-07-25
45,31,أصيل هميم - سر الحياة | 2019 | Aseel Hameem - Ser Alhayah,Aseel Hameem,6,10030832,-0.15%,https://www.youtube.com/watch?v=uVxij4NespQ,2019-07-25
46,41,The London,Young Thug & Travis Scott & J. Cole,9,9632034,-0.07%,https://www.youtube.com/watch?v=OKhT_6XtD7I,2019-07-25
47,n/a,Middle Class,Gulzaar Chhaniwala,1,9581836,n/a,https://www.youtube.com/watch?v=z6sDIc1Zqzs,2019-07-25
48,n/a,Dancing With A Stranger (Official Music Video),Sam Smith & Normani,21,9547947,n/a,https://www.youtube.com/watch?v=av5JD1dfj_c,2019-07-25
49,54,Ocean,KAROL G,12,9454774,0.07%,https://www.youtube.com/watch?v=gyY5Z0TUWRY,2019-07-25
50,27,Delincuente (Official Video),Kendo Kaponi & Farruko & Anuel AA,2,9363250,-0.26%,https://www.youtube.com/watch?v=1UVrk_D6gLY,2019-07-25
51,37,Tal vez,Paulo Londra,17,9045588,-0.15%,https://www.youtube.com/watch?v=NPpELzyP4rw,2019-07-25
52,47,Vou Ter Que Superar (Ao Vivo),Matheus & Kauan,18,9019049,-0.04%,https://www.youtube.com/watch?v=IJmxyfbRg0A,2019-07-25
53,n/a,Hate Me (Official Video),Ellie Goulding & Juice WRLD,1,8871258,n/a,https://www.youtube.com/watch?v=UZwi9SHgzGY,2019-07-25
54,39,Demet Akalın,Ben Fero,4,8867377,-0.16%,https://www.youtube.com/watch?v=fdg2OG8zFiM,2019-07-25
55,n/a,Bon Appétit (Official),Katy Perry,22,8748370,n/a,https://www.youtube.com/watch?v=dPI-mRFEIH0,2019-07-25
56,49,Hola Señorita,Maluma & GIMS,11,8714197,-0.06%,https://www.youtube.com/watch?v=4j725wScY0E,2019-07-25
57,n/a,Is There Still Anything That Love Can Do? (movie edit),RADWIMPS,1,8524508,n/a,https://www.youtube.com/watch?v=EQ94zflNqn4,2019-07-25
58,n/a,Shotta Flow 3,NLE Choppa,1,8377147,n/a,https://www.youtube.com/watch?v=FvGgFzagfI4,2019-07-25
59,n/a,Fuck It Up,Iggy Azalea,1,8298873,n/a,https://www.youtube.com/watch?v=3kkZWKSvG2s,2019-07-25
60,56,Loco Contigo,DJ Snake & J Balvin,6,8222758,-0.05%,https://www.youtube.com/watch?v=zNl00mOSnJI,2019-07-25
61,n/a,What a life,EXO-SC,1,8136995,n/a,https://www.youtube.com/watch?v=AtNBhPxVwh0,2019-07-25
62,n/a,LOLO,Ezhel,1,8127580,n/a,https://www.youtube.com/watch?v=5dJ5ykLNDGY,2019-07-25
63,48,ให้เคอรี่มาส่งได้บ่,Bell Nipada,6,8066720,-0.13%,https://www.youtube.com/watch?v=EitoSHCDmPM,2019-07-25
64,68,"Bekhayali (From ""Kabir Singh"")",Sachet Tandon,4,8016972,0.02%,https://www.youtube.com/watch?v=VOLKJJvfAbg,2019-07-25
65,51,Ve Maahi (Kesari),Asees Kaur,18,7818905,-0.13%,https://www.youtube.com/watch?v=j6muwUGdvXw,2019-07-25
66,n/a,HD VIDEO आ गया खेसारी लाल यादव का हित गाना 2017 | सेल्फी खिचल जाई  | Khesari Lal Yada,SBR MUSIC - Bhojpuri,1,7778724,n/a,https://www.youtube.com/watch?v=QLklXPoCqWM,2019-07-25
67,67,La Respuesta (Official Video),Maluma & Becky G,14,7753041,-0.04%,https://www.youtube.com/watch?v=sWK6eBYGZBM,2019-07-25
68,63,Cobaia (Ao Vivo),Lauana Prado,19,7682399,-0.07%,https://www.youtube.com/watch?v=-ZByWa9hH5s,2019-07-25
69,53,Te robaré,Nicky Jam & Ozuna,16,7592416,-0.15%,https://www.youtube.com/watch?v=aA_kuFTV-P8,2019-07-25
70,n/a,Lehanga,Jass Manak,1,7367533,n/a,https://www.youtube.com/watch?v=F2Q5FC7Xouc,2019-07-25
71,71,You Need To Calm Down,Taylor Swift,6,7315080,-0.02%,https://www.youtube.com/watch?v=Dkk9gvTmCXY,2019-07-25
72,72,Clout ft. Cardi B (Official Video),Offset,15,7293093,-0.02%,https://www.youtube.com/watch?v=mt2zvsvkKKo,2019-07-25
73,74,Beautiful People,Ed Sheeran,4,7149456,-0.03%,https://www.youtube.com/watch?v=mj0XInqZMHY,2019-07-25
74,38,Talk (Official Video),Khalid,14,7054542,-0.34%,https://www.youtube.com/watch?v=hE2Ira-Cwxo,2019-07-25
75,73,The Hook Up Song,Shekhar Ravjiani & Kumaar & Vishal - Shekhar & Neha Kakkar,13,7037602,-0.06%,https://www.youtube.com/watch?v=zuaLWHiRXkg,2019-07-25
76,64,Por eso vine,Paulo Londra,4,6986906,-0.15%,https://www.youtube.com/watch?v=Bd9R1pFlOhQ,2019-07-25
77,n/a,El Amor de Mi Vida,La Adictiva,6,6899568,n/a,https://www.youtube.com/watch?v=jOx0JEC_3P4,2019-07-25
78,n/a,Unity,Alan Walker & The Walkers,1,6863799,n/a,https://www.youtube.com/watch?v=E3x_dLVTEuA,2019-07-25
79,n/a,The Archer (Lyric Video),Taylor Swift,1,6801036,n/a,https://www.youtube.com/watch?v=8KpKc3C9V3w,2019-07-25
80,77,Yaari (Official Video) : Nikk Ft Avneet Kaur,Nikk,6,6797133,-0.06%,https://www.youtube.com/watch?v=jJ5F8-hIRdg,2019-07-25
81,69,Guaynaa - “ReBoTa” 🍑,Guaynaa,20,6769807,-0.12%,https://www.youtube.com/watch?v=mmKAn1MeB04,2019-07-25
82,n/a,The Wakhra Song,Navv Inder & Lisa Mishra & Raja Kumari,2,6682060,n/a,https://www.youtube.com/watch?v=QOUvmBggw_Y,2019-07-25
83,n/a,Wish Wish (Official Video),DJ Khaled,3,6535555,n/a,https://www.youtube.com/watch?v=Oq8z-U3bPgo,2019-07-25
84,16,Antisocial,Ed Sheeran & Travis Scott,2,6470459,-0.62%,https://www.youtube.com/watch?v=CfkxLRuSteI,2019-07-25
85,78,DaniLeigh - Easy ft. Chris Brown (Remix),DaniLeigh,5,6464521,-0.06%,https://www.youtube.com/watch?v=7Nbv3reNErw,2019-07-25
86,62,Olabilir,MERO,6,6416643,-0.22%,https://www.youtube.com/watch?v=W1obTj5uso8,2019-07-25
87,n/a,Old Town Road (Official Video),Lil Nas X,1,6379016,n/a,https://www.youtube.com/watch?v=r7qovpFAGrQ,2019-07-25
88,82,Tijolão,Jorge & Mateus,2,6320129,-0.03%,https://www.youtube.com/watch?v=8eOrHFape5I,2019-07-25
89,59,"Dzień jak ze snu (z filmu ""Gorączka Lodu”)",Magdalena Wasylik & Kasia Laska & Obsada - Goraczka lodu,3,6221886,-0.26%,https://www.youtube.com/watch?v=nITt0seZzGg,2019-07-25
90,n/a,Mamacita,Jason Derulo,1,6113041,n/a,https://www.youtube.com/watch?v=IIlcwlw9XVk,2019-07-25
91,55,Cambio,Anuel AA & Ozuna,5,6051401,-0.31%,https://www.youtube.com/watch?v=3cE7pYWCZpw,2019-07-25
92,n/a,"Sheher Ki Ladki (From ""Khandaani Shafakhana"")",Badshah & Tulsi Kumar & Anand-Milind & Abhijeet & Chandra Dixit & Tanishk Bagchi,2,5993074,n/a,https://www.youtube.com/watch?v=V-aWMKcuJSo,2019-07-25
93,n/a,MattyBRaps - Story of Our Lives (Music Video),MattyB,1,5976106,n/a,https://www.youtube.com/watch?v=v9ZIXmop_-4,2019-07-25
94,n/a,Panini (Official Audio),Lil Nas X,2,5763971,n/a,https://www.youtube.com/watch?v=1PrWA4C8eLw,2019-07-25
95,92,Jambo,Takagi & Ketra,3,5738702,-0.07%,https://www.youtube.com/watch?v=8OgCPfZXvnc,2019-07-25
96,n/a,Cuaderno,Nicky Jam & Dalex & Justin Quiles,3,5704990,n/a,https://www.youtube.com/watch?v=_WmvVJ43RoM,2019-07-25
97,n/a,Bigil - Singappenney Music Video (Tamil) | Thalapathy Vijay Nayanthara | A.R Rahman | Atlee | AGS,Sony Music South,1,5702849,n/a,https://www.youtube.com/watch?v=MnbWE8ZKeBg,2019-07-25
98,n/a,Apaixonadinha (Ao Vivo),Marília Mendonça,1,5691344,n/a,https://www.youtube.com/watch?v=1eZXuqrq910,2019-07-25
99,n/a,Lady Gaga Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars),Bradley Cooper & Lady Gaga,10,5688561,n/a,https://www.youtube.com/watch?v=JPJjwHAIny4,2019-07-25
100,87,Dynoro & Gigi D’Agostino - In My Mind,Chill Nation,3,5674824,-0.11%,https://www.youtube.com/watch?v=W9P_qUnMaFg,2019-07-25
