Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,Closer (Lyric),The Chainsmokers,18,43095101,-0.07%,https://www.youtube.com/watch?v=PT2_F-1esPk,2016-12-01
2,13,Chantaje (Official Video),Shakira,2,39571532,0.73%,https://www.youtube.com/watch?v=6Mgqbai3fKo,2016-12-01
3,2,Side To Side,Ariana Grande ft. Nicki Minaj,14,36366531,-0.04%,https://www.youtube.com/watch?v=SXiSVQZLje8,2016-12-01
4,3,Black Beatles,Rae Sremmurd,5,34793443,-0.03%,https://www.youtube.com/watch?v=b8m9zhNAgKs,2016-12-01
5,4,Starboy,The Weeknd,10,33208177,-0.03%,https://www.youtube.com/watch?v=34Na4j8AVgA,2016-12-01
6,5,Shaky Shaky,Daddy Yankee,19,32888842,0%,https://www.youtube.com/watch?v=aKuivabiOns,2016-12-01
7,8,We Don't Talk Anymore,Charlie Puth,18,28343742,-0.02%,https://www.youtube.com/watch?v=3AtDnEC4zak,2016-12-01
8,9,Cuatro Babys (Official Video),Maluma,7,27730218,0%,https://www.youtube.com/watch?v=OXq-JP8w5H4,2016-12-01
9,7,La Bicicleta,Shakira & Carlos Vives,21,27692183,-0.05%,https://www.youtube.com/watch?v=-UV0QGLmYys,2016-12-01
10,6,This Is What You Came For (Official Video),Calvin Harris,24,27585207,-0.06%,https://www.youtube.com/watch?v=kOkQ4T5WO9E,2016-12-01
11,10,Treat You Better,Shawn Mendes,20,27072015,0%,https://www.youtube.com/watch?v=lY2yjAdbvdQ,2016-12-01
12,11,Vente Pa' Ca (Official Video),Ricky Martin,10,27010184,0.13%,https://www.youtube.com/watch?v=iOe6dI2JhgU,2016-12-01
13,12,24K Magic,Bruno Mars,8,23217059,-0.01%,https://www.youtube.com/watch?v=UqyT8IEBkvY,2016-12-01
14,15,Otra Vez,Zion & Lennox,15,21596754,-0.02%,https://www.youtube.com/watch?v=6R5i6wQCOCQ,2016-12-01
15,19,Safari,J Balvin,13,21525030,0.07%,https://www.youtube.com/watch?v=JWESLtAKKlU,2016-12-01
16,17,Sorry,Justin Bieber,41,20707252,-0.03%,https://www.youtube.com/watch?v=fRh_vgS2dFE,2016-12-01
17,14,Heathens,twenty one pilots,24,20379707,-0.08%,https://www.youtube.com/watch?v=UprcpdwuwCg,2016-12-01
18,18,Cold Water,Major Lazer,19,20299240,-0.05%,https://www.youtube.com/watch?v=a59gmGkq_pw,2016-12-01
19,21,Andas En Mi Cabeza,Chino & Nacho,32,19031598,-0.01%,https://www.youtube.com/watch?v=AMTAQ-AJS4Y,2016-12-01
20,20,Work from Home (Official Video),Fifth Harmony,40,18883813,-0.02%,https://www.youtube.com/watch?v=5GL9JoH4Sws,2016-12-01
21,22,Chillax (Official Video),Farruko,18,18307956,-0.04%,https://www.youtube.com/watch?v=7fEQmJ98x_Y,2016-12-01
22,23,See You Again,Wiz Khalifa,41,18045324,-0.03%,https://www.youtube.com/watch?v=RgKAFK5djSk,2016-12-01
23,24,Uptown Funk (Official Video),Mark Ronson,41,17969307,0.02%,https://www.youtube.com/watch?v=OPf0YbXqDm0,2016-12-01
24,27,Sin Contrato (Official Video),Maluma,14,17854041,0.1%,https://www.youtube.com/watch?v=9xByMBYDRmY,2016-12-01
25,25,DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video],Proximity,17,16529171,-0.06%,https://www.youtube.com/watch?v=SMs0GnYze34,2016-12-01
26,26,The Greatest (Official Video),Sia,13,15863283,-0.08%,https://www.youtube.com/watch?v=GKSRyLdjsPA,2016-12-01
27,28,Sugar,Maroon 5,41,15455175,0.01%,https://www.youtube.com/watch?v=09R8_2nJtjg,2016-12-01
28,30,Bailando,Enrique Iglesias,41,14963930,0.01%,https://www.youtube.com/watch?v=NUsoVlDFqZg,2016-12-01
29,29,Don't Let Me Down,The Chainsmokers,31,14418949,-0.03%,https://www.youtube.com/watch?v=Io0fBr1XBUA,2016-12-01
30,31,Picky,Joey Montana,41,14183987,0.02%,https://www.youtube.com/watch?v=RqpKDkVzlqU,2016-12-01
31,45,Rockabye,Clean Bandit,3,13845570,0.19%,https://www.youtube.com/watch?v=papuvlVeZg8,2016-12-01
32,36,El Perdedor (Official Video),Maluma,32,13761402,0.09%,https://www.youtube.com/watch?v=PJniSb91tvo,2016-12-01
33,35,What Do You Mean?,Justin Bieber,41,12858007,-0.03%,https://www.youtube.com/watch?v=DK_0jXPuIr0,2016-12-01
34,33,คู่คอง (เพลงประกอบละคร นาคี),Ch3Thailand Music,10,12850851,-0.05%,https://www.youtube.com/watch?v=wsHNUOgJJZU,2016-12-01
35,34,Alone,Marshmello,15,12777950,-0.05%,https://www.youtube.com/watch?v=ALZHF5UqnU4,2016-12-01
36,37,Shake It Off,Taylor Swift,41,12431778,-0.01%,https://www.youtube.com/watch?v=nfWlot6h_JM,2016-12-01
37,32,My Way (Official Video),Calvin Harris,5,12326396,-0.1%,https://www.youtube.com/watch?v=b4Bj7Zb-YD4,2016-12-01
38,38,Lean On,Major Lazer & DJ Snake,41,12174802,-0.03%,https://www.youtube.com/watch?v=YqeW9_5kURI,2016-12-01
39,40,Alan Walker - Faded,Alan Walker,41,12169150,0%,https://www.youtube.com/watch?v=60ItHLz5WEA,2016-12-01
40,46,Roar,Katy Perry,41,11884022,0.03%,https://www.youtube.com/watch?v=CevxZvSJLk8,2016-12-01
41,52,Nashe Si Chadh Gayi (Remix),Vishal - Shekhar,6,11578708,0.07%,https://www.youtube.com/watch?v=Wd2B8OAotU8,2016-12-01
42,44,Juju on that Beat,Zayion McCall,3,11361687,-0.03%,https://www.youtube.com/watch?v=a2v_zGWawP0,2016-12-01
