Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,14,Srivalli,Javed Ali,15,17531398,0.7%,https://www.youtube.com/watch?v=hcMzwMrr1tE,2022-04-21
2,1,Envolver,Anitta,8,16434965,-0.07%,https://www.youtube.com/watch?v=hFCjGiawJi4,2022-04-21
3,3,Naacho Naacho,Rahul Sipligunj & Yazin Nizar & Vishal Mishra,2,15425052,0.08%,https://www.youtube.com/watch?v=sAzlWScHTc4,2022-04-21
4,4,As It Was,Harry Styles,3,14355246,0.02%,https://www.youtube.com/watch?v=H5v3kku4y6Q,2022-04-21
5,n/a,GINÉ,6ix9ine,1,13208284,n/a,https://www.youtube.com/watch?v=DmKpePzn5-c,2022-04-21
6,6,Halli Naatu,Kaala Bhairava & Rahul Sipligunj,2,11916181,-0.03%,https://www.youtube.com/watch?v=OsU0CGZoV8E,2022-04-21
7,9,Pushpa: Saami Saami,Allu Arjun & Rashmika Mandanna,15,11666511,0%,https://www.youtube.com/watch?v=vdY5SFZBgnk,2022-04-21
8,n/a,Komma Uyyala,Prakruthi Reddy,1,11664312,n/a,https://www.youtube.com/watch?v=eWdEqcIH-Xw,2022-04-21
9,13,Jordan,Ryan Castro,10,11396960,0.07%,https://www.youtube.com/watch?v=oFKu8wm7RcA,2022-04-21
10,8,Una Noche en Medellín,Cris Mj,9,11066838,-0.08%,https://www.youtube.com/watch?v=EaIh7tRqdqM,2022-04-21
11,n/a,#Video | ले ले आई कोका कोला | #Khesari Lal Yadav #Shilpi Raj | Le Le Aayi Coca Cola | Chaita Geet,Pawan Singh & Khesari Lal Yadav,1,10933665,n/a,https://www.youtube.com/watch?v=ffaqVXuWO9o,2022-04-21
12,11,"No se habla de Bruno (De ""Encanto"")",Isabel Garcés & Mauro Castillo & Olga Lucía Vives & Juanse Diez & Carolina Gaitán - La Gaita & Daniela Sierra,9,10128081,-0.11%,https://www.youtube.com/watch?v=wTi8yLyHeb8,2022-04-21
13,12,"We Don't Talk About Bruno (From ""Encanto"")",Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,17,9889278,-0.11%,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-04-21
14,10,"Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixar’s Turning Red),3,9571865,-0.16%,https://www.youtube.com/watch?v=DQQRjFzB8gY,2022-04-21
15,26,Kalaavathi - Music Video | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S | Parasuram,Saregama Telugu,10,9337873,0.17%,https://www.youtube.com/watch?v=Vbu44JdN12s,2022-04-21
16,n/a,MAMIII,Becky G & KAROL G,1,9291358,n/a,https://www.youtube.com/watch?v=flL8ZMqIWGA,2022-04-21
17,35,Full Video: Naatu Naatu Song (Telugu) | RRR Songs | NTRRam Charan | MM Keeravaani | SS Rajamouli,Rahul Sipligunj & Yazin Nizar,2,9101114,0.33%,https://www.youtube.com/watch?v=4_eEgJhsBMo,2022-04-21
18,n/a,Darl+ing,SEVENTEEN,1,8755944,n/a,https://www.youtube.com/watch?v=bTtNV6hgDno,2022-04-21
19,7,Plan A,Paulo Londra,5,8455216,-0.31%,https://www.youtube.com/watch?v=dmW68lzaaqs,2022-04-21
20,17,Chale,Edén Muñoz,8,8287393,-0.15%,https://www.youtube.com/watch?v=OLmGL_SvP_M,2022-04-21
21,n/a,Shake It (Official Video),Kay Flock,1,7806914,n/a,https://www.youtube.com/watch?v=L7P68k8jWbI,2022-04-21
