Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,3,Godzilla,Eminem,2,30798282,0.16%,https://www.youtube.com/watch?v=r_0JjYUe5jo,2020-03-19
2,1,Tusa (Official Video),KAROL G & Nicki Minaj,19,30103451,0.02%,https://www.youtube.com/watch?v=tbneQDc2H3I,2020-03-19
3,6,Dance Monkey,Tones And I,27,25807698,0.04%,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2020-03-19
4,7,Life Is Good (Official Music Video),Future,10,25644488,0.08%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-03-19
5,5,Safaera,Bad Bunny & Jowell & Randy & Ñengo Flow,3,22106676,-0.12%,https://www.youtube.com/watch?v=jCQ_6XbATPc,2020-03-19
6,12,Goa Beach,Tony Kakkar & Neha Kakkar,6,19784798,0.06%,https://www.youtube.com/watch?v=n5WnMJ0J6qA,2020-03-19
7,11,Sigues Con El,Dimelo Flow & Arcángel,14,18765791,-0.03%,https://www.youtube.com/watch?v=VRUjdlCynU0,2020-03-19
8,9,Moto | Diler Kharkiya | Ajay Hooda | | Anjali Raghav | Latest Haryanvi Song 2020,DIL Music,4,18517960,-0.12%,https://www.youtube.com/watch?v=tJGBVigwPlU,2020-03-19
9,18,#AlaVaikunthapurramuloo - ButtaBomma Full Video Song (4K) | Allu Arjun | Thaman S | Armaan Malik,Aditya Music,4,17940765,0.07%,https://www.youtube.com/watch?v=2mDCVzruYzQ,2020-03-19
10,19,Diosa,Myke Towers,6,17359573,0.04%,https://www.youtube.com/watch?v=2_f5Os7mKqM,2020-03-19
11,20,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,35,17101507,0.02%,https://www.youtube.com/watch?v=0VR3dfZf9Yg,2020-03-19
12,17,Lehanga,Jass Manak,32,16763316,0%,https://www.youtube.com/watch?v=RKioDWlajvo,2020-03-19
