Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,Señorita,Shawn Mendes & Camila Cabello,1,106493517,n/a,https://www.youtube.com/watch?v=Pkh8UtuejGw,2019-06-27
2,2,Con Calma (Remix),Daddy Yankee,22,44643361,-0.02%,https://www.youtube.com/watch?v=DiItGE3eAyQ,2019-06-27
3,1,Con Altura (Official Video),ROSALÍA,13,43034213,-0.14%,https://www.youtube.com/watch?v=p7bfOZek9t4,2019-06-27
4,n/a,Runaway ft. Jonas Brothers (Official Video),Sebastián Yatra,1,42989083,n/a,https://www.youtube.com/watch?v=FjIfxEXOcxo,2019-06-27
5,4,No Me Conoce (Remix),Bad Bunny & J Balvin & Jhay Cortez,6,40873373,0.08%,https://www.youtube.com/watch?v=w2C6RhQBYlg,2019-06-27
6,13,Cúrame (Official Video),Prince Royce,2,28397853,0.45%,https://www.youtube.com/watch?v=8DdKe4bPELU,2019-06-27
7,8,Callaita,Bad Bunny & Tainy,4,27661404,0.08%,https://www.youtube.com/watch?v=acEOASYioGY,2019-06-27
8,18,I Don't Care,Ed Sheeran & Justin Bieber,6,27333939,0.7%,https://www.youtube.com/watch?v=y83x7MgzWOA,2019-06-27
9,5,Calma (Remix - Official Video),Pedro Capó & Farruko,36,27241191,-0.11%,https://www.youtube.com/watch?v=1_zgKRBrT0Y,2019-06-27
10,n/a,MEGATRON,Nicki Minaj,1,24648405,n/a,https://www.youtube.com/watch?v=C3a1sz2Bp_E,2019-06-27
11,11,bad guy (Official Music Video),Billie Eilish,13,22516341,0%,https://www.youtube.com/watch?v=DyDfgMOUjCI,2019-06-27
12,12,Boy With Luv,BTS,11,21312406,0.03%,https://www.youtube.com/watch?v=XsX3ATc3FbA,2019-06-27
13,7,Otro trago,Sech,9,21251358,-0.18%,https://www.youtube.com/watch?v=t_qn-f7XfJo,2019-06-27
14,9,Olabilir,MERO,2,19392269,-0.23%,https://www.youtube.com/watch?v=W1obTj5uso8,2019-06-27
15,30,Soltera (remix),Lunay & Bad Bunny & Daddy Yankee,7,19314134,0.42%,https://www.youtube.com/watch?v=8zQTfGbyY5I,2019-06-27
