Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,Plan A,Paulo Londra,1,24469075,n/a,https://www.youtube.com/watch?v=dmW68lzaaqs,2022-03-24
2,n/a,MANIAC,Stray Kids,1,24467991,n/a,https://www.youtube.com/watch?v=OvioeS1ZZ7o,2022-03-24
3,1,"We Don't Talk About Bruno (From ""Encanto"")",Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,13,17351648,-0.16%,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-03-24
4,8,Envolver,Anitta,4,17056148,0.3%,https://www.youtube.com/watch?v=hFCjGiawJi4,2022-03-24
5,3,Pushpa: Saami Saami,Allu Arjun & Rashmika Mandanna,11,17035062,-0.01%,https://www.youtube.com/watch?v=vdY5SFZBgnk,2022-03-24
6,5,Srivalli,Javed Ali,11,14974005,-0.04%,https://www.youtube.com/watch?v=hcMzwMrr1tE,2022-03-24
7,4,"No se habla de Bruno (De ""Encanto"")",Isabel Garcés & Mauro Castillo & Olga Lucía Vives & Juanse Diez & Carolina Gaitán - La Gaita & Daniela Sierra,5,14956473,-0.08%,https://www.youtube.com/watch?v=wTi8yLyHeb8,2022-03-24
8,n/a,Feel My Rhythm,Red Velvet,1,14657314,n/a,https://www.youtube.com/watch?v=R9At2ICm4LQ,2022-03-24
9,2,Raataan Lambiyan,Jubin Nautiyal & Asees Kaur & Tanishk Bagchi,27,13836596,-0.21%,https://www.youtube.com/watch?v=gvyUuxdRdR4,2022-03-24
10,7,Hori Khele Raghuveera,Sukhwinder Singh & Amitabh Bachchan & Udit Narayan & Alka Yagnik,6,13683431,0.02%,https://www.youtube.com/watch?v=87FYp3YLEBM,2022-03-24
11,78,Saare Bolo Bewafa Song: Bachchhan Paandey | Akshay Kriti B Praak Jaani | Sajid N Farhad S Bhushan K,T-Series,3,13284007,1.3%,https://www.youtube.com/watch?v=ZbCLNAIIOlg,2022-03-24
12,16,Chale,Edén Muñoz,4,12692766,0.11%,https://www.youtube.com/watch?v=OLmGL_SvP_M,2022-03-24
13,14,Oo Bolega ya Oo Oo Bolega,Kanika Kapoor,11,12670270,0.08%,https://www.youtube.com/watch?v=sqmNziU3OxQ,2022-03-24
14,6,Kalaavathi - Music Video | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S | Parasuram,Saregama Telugu,6,12129057,-0.2%,https://www.youtube.com/watch?v=Vbu44JdN12s,2022-03-24
15,18,Desesperados,Rauw Alejandro & Chencho Corleone,13,11480590,0.05%,https://www.youtube.com/watch?v=K9mTSekTktw,2022-03-24
16,15,Heat Waves (Official Video),Glass Animals,15,11023475,-0.05%,https://www.youtube.com/watch?v=mRD0-GxqHVo,2022-03-24
17,10,Hati‐Hati di Jalan,Tulus,3,10806675,-0.14%,https://www.youtube.com/watch?v=_N6vSc_mT6I,2022-03-24
18,69,Balam Pichkari,Vishal Dadlani & Shalmali Kholgade,4,10756775,0.79%,https://www.youtube.com/watch?v=0WtRNGubWGA,2022-03-24
19,12,TOMBOY,(G)I-DLE,2,10233555,-0.15%,https://www.youtube.com/watch?v=Jh4QFaPmdss,2022-03-24
20,22,Jordan,Ryan Castro,6,9895688,0.02%,https://www.youtube.com/watch?v=oFKu8wm7RcA,2022-03-24
