Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,Kalaastar,Yo Yo Honey Singh,1,65021271,n/a,https://www.youtube.com/watch?v=5oExKMYIE9U,2023-10-19
2,4,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,11,16932535,0.15%,https://www.youtube.com/watch?v=Vr1M_l-1wjc,2023-10-19
3,n/a,MONACO,Bad Bunny,1,16154171,n/a,https://www.youtube.com/watch?v=_PJvpq8uOZM,2023-10-19
4,3,Según Quién,Maluma & Carin Leon,5,15976765,0.06%,https://www.youtube.com/watch?v=69lO08ar-mI,2023-10-19
5,6,MI EX TENÍA RAZÓN (Official Video),KAROL G,10,14072787,0.01%,https://www.youtube.com/watch?v=VBcs8DZxBGc,2023-10-19
6,5,Chaleya,Arijit Singh & Shilpa Rao,10,13921350,-0.04%,https://www.youtube.com/watch?v=VAdGW7QDJiU,2023-10-19
7,2,Milo J: Bzrp Music Sessions Vol. 57,Milo j & Bizarrap,3,12003454,-0.35%,https://www.youtube.com/watch?v=_6XzJPyAJDI,2023-10-19
8,7,La Bebe (Remix),Yng Lvcas & Peso Pluma,30,11831705,-0.05%,https://www.youtube.com/watch?v=3mchJ-EW9rM,2023-10-19
9,1,You & Me,JENNIE,2,11540193,-0.57%,https://www.youtube.com/watch?v=eQNHDV7lKgE,2023-10-19
10,11,Si No Estás,iñigo quintero,3,11405081,-0.01%,https://www.youtube.com/watch?v=vldYYjCQ7jc,2023-10-19
11,8,LALA,Myke Towers,12,11246084,-0.09%,https://www.youtube.com/watch?v=BVdngsy95mY,2023-10-19
12,n/a,NADIE SABE,Bad Bunny,1,11163972,n/a,https://www.youtube.com/watch?v=qWL7Iy7jhKc,2023-10-19
13,13,un x100to,Grupo Frontera & Bad Bunny,27,10981026,0.01%,https://www.youtube.com/watch?v=3inw26U-os4,2023-10-19
14,n/a,PERRO NEGRO,Bad Bunny,1,10577420,n/a,https://www.youtube.com/watch?v=O2lC_oBI7DU,2023-10-19
15,10,Heeriye (Official Video) Jasleen Royal ft Arijit Singh| Dulquer Salmaan| Aditya Sharma |Taani Tanvir,Jasleen Royal,10,10514289,-0.09%,https://www.youtube.com/watch?v=RLzC55ai0eo,2023-10-19
