Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,4,Kusu Kusu,Zahrah S Khan & Dev Negi,4,40615701,1.23%,https://www.youtube.com/watch?v=RgzLnmTaCAU,2021-12-02
2,2,MONEY (PERFORMANCE VIDEO),BLACKPINK,11,20295400,-0.1%,https://www.youtube.com/watch?v=dNCWe_6HAM8,2021-12-02
3,8,Bijlee Bijlee,Harrdy Sandhu,5,19344936,0.36%,https://www.youtube.com/watch?v=NwdQx2P_ytk,2021-12-02
4,3,Dil Galti Kar Baitha Hai,Shardul Rathod & Jubin Nautiyal & Meet Bros.,10,18206614,-0.08%,https://www.youtube.com/watch?v=1--qqQrimMA,2021-12-02
5,87,Easy On Me (Live at the NRJ Awards 2021),Adele,2,15383019,1.61%,https://www.youtube.com/watch?v=ffcitRgiNDs,2021-12-02
6,1,Jugnu,Badshah,5,13783311,-0.55%,https://www.youtube.com/watch?v=ksY3wb4vtlA,2021-12-02
7,14,Ameaça,Marcynho Sensação & MC Danny & Paulo Pires,5,13780387,0.21%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2021-12-02
8,7,Pepas (Official Video),Farruko,17,13571701,-0.05%,https://www.youtube.com/watch?v=y8trd3gjJt0,2021-12-02
9,n/a,Aashiqui Aa Gayi,Arijit Singh,1,13261122,n/a,https://www.youtube.com/watch?v=c-NaCU2n8jg,2021-12-02
10,11,VIDEO | Bullet Pa Jija | Vinay Pandey Sanu Shilpi Raj | Devigeet,Shilpi Raj & Samar Singh,5,12976203,0.03%,https://www.youtube.com/watch?v=ClWH9LfCeks,2021-12-02
11,6,Todo Mundo Menos Você,Maiara & Maraisa & Marília Mendonça,4,12406894,-0.13%,https://www.youtube.com/watch?v=UDVr3ab3NVM,2021-12-02
12,72,ຕື່ນຈາກຝັນ (ตื่นจากฝัน),Bay6ix,2,12238512,0.84%,https://www.youtube.com/watch?v=L0YF-qzCyJc,2021-12-02
13,9,STAY (Official Video),Justin Bieber & The Kid Laroi,21,12080123,-0.13%,https://www.youtube.com/watch?v=kTJczUoc26U,2021-12-02
14,15,Etnaset,MUSliM,4,11916595,0.05%,https://www.youtube.com/watch?v=BGkL2Pq-g3A,2021-12-02
15,n/a,Die For You (Official Music Video),The Weeknd,1,11542107,n/a,https://www.youtube.com/watch?v=uPD0QOGTmMI,2021-12-02
