Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,FEFE,6ix9ine,1,53224489,n/a,https://www.youtube.com/watch?v=V_MXGdSBbAI,2018-08-02
2,3,Girls Like You ft. Cardi B (Official Music Video),Maroon 5,9,53204561,0.36%,https://www.youtube.com/watch?v=aJOTlE1K90k,2018-08-02
3,4,I Like It,Bad Bunny & Cardi B & J Balvin,10,43239425,0.31%,https://www.youtube.com/watch?v=xTlNMmZKwpA,2018-08-02
4,2,Sin Pijama (Official Video),Natti Natasha & Becky G,14,42196060,-0.05%,https://www.youtube.com/watch?v=zEf423kYfqk,2018-08-02
5,1,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,17,40873345,-0.08%,https://www.youtube.com/watch?v=9jI-z9QN6g8,2018-08-02
6,n/a,No Brainer (Official Video),DJ Khaled,1,35861648,n/a,https://www.youtube.com/watch?v=kxloC1MKTpg,2018-08-02
7,9,Vaina loca,Manuel Turizo & Ozuna,5,33576193,0.19%,https://www.youtube.com/watch?v=bx-fuY7LpSU,2018-08-02
8,8,Dilbar,Ikka & Dhvani Bhanushali & Neha Kakkar,4,30779398,0.04%,https://www.youtube.com/watch?v=JFcgOboQZ08,2018-08-02
9,5,No Es Justo (Official Video),J Balvin & Zion & Lennox,5,30602454,-0.07%,https://www.youtube.com/watch?v=2zn4dAuZ2RU,2018-08-02
10,10,No Me Acuerdo (Official Video),Natti Natasha & Thalía,9,28235118,0.04%,https://www.youtube.com/watch?v=iQEVguV71sI,2018-08-02
11,11,Dame Tu Cosita,El Chombo,17,24370184,-0.08%,https://www.youtube.com/watch?v=FzG4uDgje3M,2018-08-02
12,n/a,Jaha Tum Rahoge (Maheruh),Zee Music Company,1,24249600,n/a,https://www.youtube.com/watch?v=Mi3GdCyzHCY,2018-08-02
13,n/a,Clandestino (Official Video),Maluma & Shakira,1,24135440,n/a,https://www.youtube.com/watch?v=1DhA69K3fZ4,2018-08-02
14,13,Taste (Official Video),Tyga,8,22861369,-0.07%,https://www.youtube.com/watch?v=LjxulQ1bEWg,2018-08-02
15,6,X,Nicky Jam & J Balvin,22,22551509,-0.3%,https://www.youtube.com/watch?v=_I_D_8Z4sJE,2018-08-02
16,19,Estamos bien,Bad Bunny,5,21939418,0.03%,https://www.youtube.com/watch?v=bcHTl9h7TWI,2018-08-02
17,24,Déjala Que Vuelva,Piso 21,41,21396967,0.08%,https://www.youtube.com/watch?v=y7d9VLRO3vc,2018-08-02
18,36,"Ishare Tere (From ""Ishare Tere"")",Guru Randhawa & Dhvani Bhanushali,2,20968821,0.3%,https://www.youtube.com/watch?v=8nGFWWJLHio,2018-08-02
19,15,Laung Laachi Title Track,Mannat Noor,14,20933913,-0.08%,https://www.youtube.com/watch?v=YpkJO_GrCo0,2018-08-02
20,20,Perfect,Ed Sheeran,37,20884528,0.02%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,2018-08-02
21,21,El Farsante (Remix),Ozuna & Romeo Santos,27,20342324,0.01%,https://www.youtube.com/watch?v=wfWkmURBNv8,2018-08-02
22,16,DDU‐DU DDU‐DU,BLACKPINK,6,20140416,-0.11%,https://www.youtube.com/watch?v=IHNzOHi8sJs,2018-08-02
23,17,Mi Cama (Official Video),KAROL G,12,19638587,-0.1%,https://www.youtube.com/watch?v=8-mloCL49vs,2018-08-02
24,22,Solo,Clean Bandit,8,19500705,-0.02%,https://www.youtube.com/watch?v=8JnfIa84TnU,2018-08-02
25,25,no tears left to cry (Official Video),Ariana Grande,15,18484600,-0.06%,https://www.youtube.com/watch?v=ffxKSjUwKdU,2018-08-02
26,33,Te Amo,Piso 21,20,17541027,0.03%,https://www.youtube.com/watch?v=nP8ZVJxiJlU,2018-08-02
27,7,Centavito (Official Video),Romeo Santos,2,17362838,-0.44%,https://www.youtube.com/watch?v=RjMWh1vve6E,2018-08-02
28,29,Échame La Culpa,Luis Fonsi & Demi Lovato,37,17171749,-0.02%,https://www.youtube.com/watch?v=TyHvyGVs42U,2018-08-02
29,31,God is a woman (Official Video),Ariana Grande,3,16924263,-0.02%,https://www.youtube.com/watch?v=kHLHSlExFis,2018-08-02
30,59,Brindemos,Anuel AA,2,16581574,0.36%,https://www.youtube.com/watch?v=NHTbrrf6W8c,2018-08-02
31,48,Não Fala Não pra Mim,Humberto & Ronaldo,3,16535108,0.15%,https://www.youtube.com/watch?v=kpEQ3ReRQfg,2018-08-02
32,35,Notificação preferida,Zé Neto & Cristiano,4,16275498,-0.01%,https://www.youtube.com/watch?v=rYKOuKaWEjg,2018-08-02
33,34,One Kiss (Official Video),Calvin Harris & Dua Lipa,13,15852985,-0.07%,https://www.youtube.com/watch?v=DkeiKbqa02g,2018-08-02
34,27,Largado Às Traças,Zé Neto & Cristiano,26,15814033,-0.17%,https://www.youtube.com/watch?v=WcTRQXtXJPs,2018-08-02
35,28,Lagi Syantik,Siti Badriah,12,15588965,-0.11%,https://www.youtube.com/watch?v=Tet6_BlStEM,2018-08-02
36,30,Amor Falso,Wesley Safadão,9,15535153,-0.11%,https://www.youtube.com/watch?v=fOrPSLkuI54,2018-08-02
37,45,Bella Remix,Wolfine,10,15360848,0.05%,https://www.youtube.com/watch?v=3TrkEh_Af7I,2018-08-02
38,37,God's Plan,Drake,24,15011847,-0.06%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,2018-08-02
39,23,Dilbar,Ikka & Dhvani Bhanushali & Neha Kakkar,5,14624648,-0.26%,https://www.youtube.com/watch?v=n2u81Ujc93g,2018-08-02
40,53,I'm a Mess,Bebe Rexha,2,14182966,0.06%,https://www.youtube.com/watch?v=LdH7aFjDzjI,2018-08-02
41,38,Amor de Verdade,Mc Rita & MC Kekel & MC Rita,18,14140013,-0.08%,https://www.youtube.com/watch?v=8_oE-iQeFeE,2018-08-02
42,46,Dura,Daddy Yankee,28,14054522,-0.04%,https://www.youtube.com/watch?v=sGIm0-dQd8M,2018-08-02
43,51,Mulher maravilha,Zé Neto & Cristiano,2,13946012,0.02%,https://www.youtube.com/watch?v=Fzmvv8fSyQs,2018-08-02
44,50,Asesina,Brytiago & Darell,11,13836318,0.01%,https://www.youtube.com/watch?v=AhQcNVyndSM,2018-08-02
45,18,Quien Sabe,Natti Natasha,6,13627355,-0.36%,https://www.youtube.com/watch?v=mG0b8IAJvts,2018-08-02
46,n/a,Pariyaan Toh Sohni,Amrit Maan,1,13600176,n/a,https://www.youtube.com/watch?v=MT4tGQWKasQ,2018-08-02
47,47,1 2 3,Sofia Reyes,20,13550112,-0.06%,https://www.youtube.com/watch?v=p03TIGqEc8o,2018-08-02
48,n/a,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,44,13241427,n/a,https://www.youtube.com/watch?v=VqEbCxg2bNI,2018-08-02
49,42,Made In India,Guru Randhawa,6,13065747,-0.13%,https://www.youtube.com/watch?v=pnMQLrS5sTE,2018-08-02
50,56,Status que eu não queria,Zé Neto & Cristiano,3,12869131,0%,https://www.youtube.com/watch?v=VfjFppJSvD4,2018-08-02
51,60,Casualidad,Nacho & Ozuna,3,12810248,0.06%,https://www.youtube.com/watch?v=COinr65X6DI,2018-08-02
52,n/a,Culpables,Manuel Turizo,1,12762391,n/a,https://www.youtube.com/watch?v=OYwdXMPu17E,2018-08-02
53,73,Robarte un Beso (Official Video),Sebastián Yatra & Carlos Vives,39,12591684,0.25%,https://www.youtube.com/watch?v=Mtau4v6foHA,2018-08-02
54,32,Ocean,Martin Garrix,6,12471109,-0.27%,https://www.youtube.com/watch?v=BDocp-VpCwY,2018-08-02
55,61,Psycho,Post Malone,19,12320247,0.03%,https://www.youtube.com/watch?v=au2n7VVGv_c,2018-08-02
56,n/a,Mira (Official Video),Yandel & Jerry Rivera,1,12315662,n/a,https://www.youtube.com/watch?v=RkOJCMcAlkY,2018-08-02
57,62,Alex Rose  ft. Cazzu Lenny Tavarez Lyanno & Rauw Alejandro - Toda (Remix) [Video Oficial],Rauw Alejandro & Alex Rose,7,12206539,0.02%,https://www.youtube.com/watch?v=lKDGxAHZt0E,2018-08-02
58,52,High Rated Gabru,Guru Randhawa,5,12142370,-0.11%,https://www.youtube.com/watch?v=DxCfhmYe-Cw,2018-08-02
59,58,Rise ft. Jack & Jack (Official Video),Jonas Blue,5,11876118,-0.06%,https://www.youtube.com/watch?v=btrzs54s1Rc,2018-08-02
60,n/a,Buena Vida,Natti Natasha & Daddy Yankee,1,11858742,n/a,https://www.youtube.com/watch?v=7TvCHJ-wudo,2018-08-02
61,40,Zingaat,Ajay-Atul,5,11848800,-0.22%,https://www.youtube.com/watch?v=Rd9wF5fAnVw,2018-08-02
62,12,Medicina,Anitta,2,11634845,-0.55%,https://www.youtube.com/watch?v=UhurAzTl5gs,2018-08-02
63,54,ผู้บ่าวเก่า,Tae Trakooltor,7,11537301,-0.13%,https://www.youtube.com/watch?v=ZAjAYMV9494,2018-08-02
64,41,Me Solta,Nego do Borel & Rennan da Penha,4,11204114,-0.26%,https://www.youtube.com/watch?v=FY3m6hMyh3g,2018-08-02
65,63,Boo'd Up,Ella Mai,12,11079492,-0.04%,https://www.youtube.com/watch?v=6YNZlXfW6Ho,2018-08-02
66,n/a,Akhian,Happy Raikoti,1,11025160,n/a,https://www.youtube.com/watch?v=CNQ7g378j5g,2018-08-02
67,n/a,"Tere Jaisa (From ""Satyameva Jayate"")",Tulsi Kumar & Arko,1,10975403,n/a,https://www.youtube.com/watch?v=cI9Kr9xptqw,2018-08-02
68,n/a,Pecar Contigo,Aran One,1,10949473,n/a,https://www.youtube.com/watch?v=FDL02UEUc3E,2018-08-02
69,65,Propaganda (Ao Vivo),Jorge & Mateus,18,10853176,-0.05%,https://www.youtube.com/watch?v=mQr7XemLs8s,2018-08-02
70,98,Amar,Douzi,3,10809087,0.33%,https://www.youtube.com/watch?v=6sVxpn_6ReQ,2018-08-02
71,n/a,Darkside,Alan Walker,1,10770730,n/a,https://www.youtube.com/watch?v=M-P4QBt-FWw,2018-08-02
72,44,Drug Addicts,Lil Pump,4,10755362,-0.27%,https://www.youtube.com/watch?v=bnCT0GXgLJg,2018-08-02
73,57,Tere Naal Nachna,Badshah & Sunanda Sharma,4,10704430,-0.16%,https://www.youtube.com/watch?v=94vimg-so20,2018-08-02
74,n/a,See You Again,Wiz Khalifa,110,10540424,n/a,https://www.youtube.com/watch?v=RgKAFK5djSk,2018-08-02
75,81,Madura,Cosculluela,12,10069584,0.08%,https://www.youtube.com/watch?v=LOYAomlRbxI,2018-08-02
