Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,11,Residente: Bzrp Music Sessions Vol. 49,Bizarrap & Residente,2,43380345,2.46%,https://www.youtube.com/watch?v=HO73gUhiYe0,2022-03-10
2,1,"We Don't Talk About Bruno (From ""Encanto"")",Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,11,23018709,-0.08%,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-03-10
3,2,"No se habla de Bruno (De ""Encanto"")",Isabel Garcés & Mauro Castillo & Olga Lucía Vives & Juanse Diez & Carolina Gaitán - La Gaita & Daniela Sierra,3,18908747,-0.15%,https://www.youtube.com/watch?v=wTi8yLyHeb8,2022-03-10
4,4,Pushpa: Saami Saami,Allu Arjun & Rashmika Mandanna,9,17722990,-0.08%,https://www.youtube.com/watch?v=vdY5SFZBgnk,2022-03-10
5,5,Raataan Lambiyan,Jubin Nautiyal & Asees Kaur & Tanishk Bagchi,25,17249304,-0.06%,https://www.youtube.com/watch?v=gvyUuxdRdR4,2022-03-10
6,3,Srivalli,Javed Ali,9,17005414,-0.14%,https://www.youtube.com/watch?v=hcMzwMrr1tE,2022-03-10
7,n/a,Bam Bam (Official Music Video),Camila Cabello,1,16853238,n/a,https://www.youtube.com/watch?v=-8VfKZCOo_I,2022-03-10
8,8,Kalaavathi - Music Video | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S | Parasuram,Saregama Telugu,4,16433680,0.14%,https://www.youtube.com/watch?v=Vbu44JdN12s,2022-03-10
9,6,Karim Mahmoud Abdelaziz Ft Mohamed Osama |  الغزالة رايقة -  كريم محمود عبد العزيز ومحمد أسامة,Karim Mahmoud Abdelaziz,10,13252359,-0.18%,https://www.youtube.com/watch?v=-kC9ZRTR6D4,2022-03-10
10,7,Oo Bolega ya Oo Oo Bolega,Kanika Kapoor,9,12136558,-0.17%,https://www.youtube.com/watch?v=sqmNziU3OxQ,2022-03-10
11,62,Aleky Eyoun,Ahmed Saad,2,11230940,0.64%,https://www.youtube.com/watch?v=cTXLxXj88kw,2022-03-10
12,9,Malvada,Zé Felipe,6,11091275,-0.2%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-03-10
13,13,Desesperados,Rauw Alejandro & Chencho Corleone,11,10900477,-0.03%,https://www.youtube.com/watch?v=K9mTSekTktw,2022-03-10
14,n/a,Pardesi Pardesi | Udit Narayan | Alka Yagnik | Sapna Awasthi | Raja Hindustani | 1996,Evergreen Bollywood Hits,1,10845436,n/a,https://www.youtube.com/watch?v=_DCtJSlK-uk,2022-03-10
15,18,Heat Waves (Official Video),Glass Animals,13,10807733,0.09%,https://www.youtube.com/watch?v=mRD0-GxqHVo,2022-03-10
16,16,Raja Ji Khoon Kaida,Shilpi Raj,8,9565222,-0.08%,https://www.youtube.com/watch?v=nbU9fQFi5fY,2022-03-10
17,19,Dil Galti Kar Baitha Hai,Shardul Rathod & Jubin Nautiyal & Meet Bros.,24,9456562,-0.04%,https://www.youtube.com/watch?v=1--qqQrimMA,2022-03-10
18,64,Chale,Edén Muñoz,2,9352779,0.38%,https://www.youtube.com/watch?v=OLmGL_SvP_M,2022-03-10
19,17,"The Family Madrigal (From ""Encanto"")",Olga Merediz & Stephanie Beatriz & Encanto - Cast,13,9320462,-0.08%,https://www.youtube.com/watch?v=Yp5nPGWWMh4,2022-03-10
