Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,TROLLZ,Nicki Minaj & 6ix9ine,2,30811070,-0.68%,https://www.youtube.com/watch?v=oNg3M9IJJlY,2020-06-25
2,2,GOOBA,6ix9ine,7,30273324,-0.2%,https://www.youtube.com/watch?v=pPw_izFr5PA,2020-06-25
3,5,Life Is Good (Official Music Video),Future,24,29827576,0.02%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-06-25
4,11,Khairiyat (Bonus Track),Arijit Singh,2,28002691,1%,https://www.youtube.com/watch?v=hoNb6HuNmU0,2020-06-25
5,8,Dance Monkey,Tones And I,41,18210548,-0.03%,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2020-06-25
6,6,Maugi Khele PUBG,Khesari Lal Yadav,2,17355077,-0.18%,https://www.youtube.com/watch?v=D1Hkp_DbkVs,2020-06-25
7,9,Genda Phool,Badshah,14,16498952,-0.04%,https://www.youtube.com/watch?v=SD4Z8dlZPd8,2020-06-25
8,n/a,"Lambiyaan Si Judaiyaan (From ""Raabta"")",Shadab Faridi & Altamash Faridi & Arijit Singh,1,16364246,n/a,https://www.youtube.com/watch?v=u2A6znC7LIg,2020-06-25
9,4,Bambiha Bole,Amrit Maan & Sidhu Moose Wala,2,15625321,-0.55%,https://www.youtube.com/watch?v=hpVNMjpjiJc,2020-06-25
10,17,Relación,Sech,4,14421907,0.17%,https://www.youtube.com/watch?v=c6D8v6DhKc4,2020-06-25
11,21,La Jeepeta Remix (Lyric Video),Nio Garcia & Brray & Juanka & Anuel AA & Myke Towers,9,14349860,0.23%,https://www.youtube.com/watch?v=yErttA9tEro,2020-06-25
12,10,Meri Aashiqui,Jubin Nautiyal & Rochak Kohli,4,14004834,-0.18%,https://www.youtube.com/watch?v=SVjkxdjivts,2020-06-25
13,50,"Lambiyaan Si Judaiyaan (From ""Raabta"")",Shadab Faridi & Altamash Faridi & Arijit Singh,2,13474252,0.71%,https://www.youtube.com/watch?v=vc-KxBjIbgI,2020-06-25
14,13,Yo Perreo Sola,Bad Bunny,13,13201288,-0.04%,https://www.youtube.com/watch?v=GtSRKwDCaZM,2020-06-25
15,n/a,Lyrical: Khairiyat | Chhichhore | Nitesh Tiwari | Arijit Singh | Sushant Shraddha | Pritam,T-Series,1,13052312,n/a,https://www.youtube.com/watch?v=9-AKLAfpjrI,2020-06-25
16,19,Lehanga,Jass Manak,46,12963688,0.07%,https://www.youtube.com/watch?v=RKioDWlajvo,2020-06-25
17,32,KAUN TUJHE,Palak Muchhal & Amaal Mallik,2,12801384,0.38%,https://www.youtube.com/watch?v=atVof3pjT-I,2020-06-25
