Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,INDUSTRY BABY (Official Video),Jack Harlow & Lil Nas X,1,43060609,n/a,https://www.youtube.com/watch?v=UTHLKHL_whs,2021-07-29
2,2,Paani Paani - Lofi,Badshah & Aastha Gill,7,41643298,0.09%,https://www.youtube.com/watch?v=nFjVlf2r9_Q,2021-07-29
3,3,Permission to Dance,BTS,3,28032991,-0.2%,https://www.youtube.com/watch?v=CuklIb9d3fI,2021-07-29
4,6,Barsaat Ki Dhun,Anu Malik & Jubin Nautiyal & Rochak Kohli,2,23065388,0.1%,https://www.youtube.com/watch?v=YIucrdfR6rI,2021-07-29
5,1,Filhaal2 Mohabbat | Akshay Kumar Ft Nupur Sanon | Ammy Virk | BPraak | Jaani | Arvindr Khaira,DM - Desi Melodies,4,20967450,-0.47%,https://www.youtube.com/watch?v=DUwlGduupRI,2021-07-29
6,4,Qué Más Pues? (Official Video),J Balvin & Maria Becerra,9,20268603,-0.16%,https://www.youtube.com/watch?v=zisuhZqTeH4,2021-07-29
7,5,Yonaguni,Bad Bunny,8,18276395,-0.13%,https://www.youtube.com/watch?v=doLMt10ytHY,2021-07-29
8,9,Baarish Ban Jaana,Payal Dev & Stebin Ben,8,18185632,-0.08%,https://www.youtube.com/watch?v=KVh4KtUSW3A,2021-07-29
9,n/a,Nabız,Kurtuluş Kuş & Burak Bulut,1,17341334,n/a,https://www.youtube.com/watch?v=9BJjEjV2J4M,2021-07-29
10,n/a,Don't Go Yet (Official Video - Extended Version),Camila Cabello,1,16943902,n/a,https://www.youtube.com/watch?v=iFPkd-7AcDM,2021-07-29
11,7,Le Lo Pudina,Pawan Singh,8,16538994,-0.18%,https://www.youtube.com/watch?v=ua-bwaciKAM,2021-07-29
12,n/a,Zaalima Coca Cola,Shreya Ghoshal & Taafu & Tanishk Bagchi,1,15398560,n/a,https://www.youtube.com/watch?v=t6n-BVCelnU,2021-07-29
13,12,Ram pam pam,Natti Natasha & Becky G,14,14188174,-0.15%,https://www.youtube.com/watch?v=_wE3hDN06Qg,2021-07-29
