Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,TQG,Shakira & KAROL G,3,49546499,-0.15%,https://www.youtube.com/watch?v=jZGpkLElSu8,2023-03-16
2,4,Jhoome Jo Pathaan,Vishal - Shekhar & Arijit Singh & Sukriti Kakkar & Vishal Dadlani & Sheykhar Ravjiani,12,23164293,-0.09%,https://www.youtube.com/watch?v=YxWlaYCA8MU,2023-03-16
3,2,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,10,23143990,-0.17%,https://www.youtube.com/watch?v=CocEMWdc7Ck,2023-03-16
4,3,Shorty Party,Cartel De Santa & La Kelly,2,20129971,-0.27%,https://www.youtube.com/watch?v=1ooy2CyFLH4,2023-03-16
5,5,Flowers,Miley Cyrus,9,19505426,-0.06%,https://www.youtube.com/watch?v=G7KNmW9a75Y,2023-03-16
6,n/a,SET ME FREE,TWICE,1,19327785,n/a,https://www.youtube.com/watch?v=w4cTYnOPdNk,2023-03-16
7,15,Mientras Me Curo Del Cora,KAROL G,2,16038946,0.39%,https://www.youtube.com/watch?v=37wmW9kYAlQ,2023-03-16
8,9,En La Intimidad,Emilia & Callejero Fino & BIG ONE,5,13369959,0%,https://www.youtube.com/watch?v=YgrwMV6DT5Y,2023-03-16
9,10,Maan Meri Jaan,King,18,12734436,-0.03%,https://www.youtube.com/watch?v=VuG7ge_8I2Y,2023-03-16
10,13,Qué Agonía,Ángela Aguilar & Yuridia,21,12274659,-0.01%,https://www.youtube.com/watch?v=Q8xIa7KcI1A,2023-03-16
11,11,Calm Down,Rema & Selena Gomez,28,12118074,-0.07%,https://www.youtube.com/watch?v=WcIcVapfqXw,2023-03-16
12,17,Yandel 150,Yandel & Feid,10,12010823,0.05%,https://www.youtube.com/watch?v=WHejvUhX6rk,2023-03-16
13,75,Naacho Naacho,Rahul Sipligunj & Yazin Nizar & Vishal Mishra,25,11999192,1.21%,https://www.youtube.com/watch?v=sAzlWScHTc4,2023-03-16
