Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,BICHOTA (Official Video),KAROL G,10,44329315,-0.08%,https://www.youtube.com/watch?v=QaXhVryxVBk,2020-12-31
2,2,Dákiti,Bad Bunny & Jhay Cortez,9,36095301,-0.1%,https://www.youtube.com/watch?v=TmKh7lAwnBI,2020-12-31
3,3,Titliaan,Afsana Khan,7,35492605,-0.12%,https://www.youtube.com/watch?v=YPohR_9v6HA,2020-12-31
4,9,Naach Meri Rani,Guru Randhawa & Nikhita Gandhi,11,28488711,0.37%,https://www.youtube.com/watch?v=TCx1yMegJ4A,2020-12-31
5,4,Life Is Good (Official Music Video),Future,51,28468651,0.01%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-12-31
6,6,GIRL LIKE ME (Official Music Video),Shakira & Black Eyed Peas,4,21783414,-0.11%,https://www.youtube.com/watch?v=vMLk_T0PPbk,2020-12-31
7,10,COCO COLA (Full Song) | Ruchika Jangid Kay D | New Haryanvi Songs Haryanavi 2020 | Nav Haryanvi,Nav Haryanvi,7,20086085,0%,https://www.youtube.com/watch?v=9UaG7UL5yS4,2020-12-31
8,14,Dynamite,BTS,19,19195726,-0.02%,https://www.youtube.com/watch?v=gdZLi9oWNZg,2020-12-31
9,15,Vida de Rico,Camilo,15,18347424,-0.03%,https://www.youtube.com/watch?v=qKp1f7Vn9dM,2020-12-31
10,22,VIDEO | Rakesh Mishra | ए राजा जाई ना बहरिया | Ye Raja Jai Na Bahriya |Trishakar Madhu Bhojpuri Song,Music Wide,7,17954960,0.1%,https://www.youtube.com/watch?v=1R8PvN-Uw90,2020-12-31
11,7,Khyaal Rakhya Kar,Neha Kakkar,2,16749782,-0.31%,https://www.youtube.com/watch?v=pEO2a7QzXqQ,2020-12-31
12,19,Bewafa Tera Masoom Chehra (Lofi Mix),Jubin Nautiyal & Rochak Kohli & Dj Sunny Singh,7,16592299,-0.04%,https://www.youtube.com/watch?v=sMoM0fYO-Qg,2020-12-31
13,21,Hawái (Official Video),Maluma,22,16220552,-0.03%,https://www.youtube.com/watch?v=pK060iUFWXg,2020-12-31
14,17,"Mila Menor Nico e Petter Ferraz - ""Amor ou o Litrão"" Brega Funk (KondZilla)",Menor Nico & Petter Ferraz & Mila,4,16046406,-0.09%,https://www.youtube.com/watch?v=VpJKsoMWnZM,2020-12-31
