Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,5,Arjan Vailly,Bhupinder Babbal,3,28388661,1.05%,https://www.youtube.com/watch?v=zqGW6x_5N0k,2023-12-07
2,4,All I Want for Christmas Is You (Make My Wish Come True Edition),Mariah Carey,27,19311900,0.37%,https://www.youtube.com/watch?v=aAkMkVFwAoo,2023-12-07
3,2,Según Quién,Maluma & Carin Leon,12,17032803,-0.02%,https://www.youtube.com/watch?v=69lO08ar-mI,2023-12-07
4,3,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,18,14969196,-0.01%,https://www.youtube.com/watch?v=Vr1M_l-1wjc,2023-12-07
5,6,Daqui pra Sempre,Manu & Simone Mendes,10,13511985,0.05%,https://www.youtube.com/watch?v=2FNiAPNK4Ig,2023-12-07
6,12,Saari Duniya Jalaa Denge,Jaani & B Praak,2,13161910,0.26%,https://www.youtube.com/watch?v=y5XoL2aTgVY,2023-12-07
7,n/a,Abrar’S Entry Jamal Kudu,Harshavardhan Rameshwar,1,13141811,n/a,https://www.youtube.com/watch?v=wv7XUzlVi3Y,2023-12-07
8,24,Last Christmas,Wham!,34,12125795,0.47%,https://www.youtube.com/watch?v=E8gmARGvPlI,2023-12-07
9,1,BATTER UP,BABYMONSTER,2,12083296,-0.51%,https://www.youtube.com/watch?v=olDWm2veCrM,2023-12-07
10,54,SATRANGA,Arijit Singh,3,11949531,1.17%,https://www.youtube.com/watch?v=HrnrqYxYrbk,2023-12-07
11,7,Pagli Dekhave Agarbatti,Neelkamal Singh,9,11593567,-0.05%,https://www.youtube.com/watch?v=W3y-tkuLhvY,2023-12-07
12,9,Let's Go 4,DJ GBR & Mc IG & MC Ryan SP & MC PH & Mc Davi & Mc Luki & MC Don Juan & Mc Kadu & TrapLaudo & MC GP,12,11558039,0.04%,https://www.youtube.com/watch?v=zG5gWncAhls,2023-12-07
13,15,Reggaeton Champagne,Bellakath & Dani Flow,6,11503971,0.15%,https://www.youtube.com/watch?v=h6qbOjac8qo,2023-12-07
14,10,La Bebe (Remix),Yng Lvcas & Peso Pluma,37,11039298,0.03%,https://www.youtube.com/watch?v=3mchJ-EW9rM,2023-12-07
15,8,Chaleya,Arijit Singh & Shilpa Rao,17,10735074,-0.09%,https://www.youtube.com/watch?v=VAdGW7QDJiU,2023-12-07
