Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,2,Lut Gaye,Nusrat Fateh Ali Khan & Jubin Nautiyal & Tanishk Bagchi,3,44569321,0.15%,https://www.youtube.com/watch?v=sCbbMZ-q4-I,2021-03-04
2,14,Chhor Denge,Sachet Parampara & Parampara Thakur,5,38246953,1.02%,https://www.youtube.com/watch?v=hGf8rOwFzvo,2021-03-04
3,3,52 Gaj Ka Daman,Renuka Panwar & MJ,9,33745742,-0.1%,https://www.youtube.com/watch?v=CZt-rVn2BJs,2021-03-04
4,4,LA NOCHE DE ANOCHE,Bad Bunny & ROSALÍA,3,32790616,0.07%,https://www.youtube.com/watch?v=f5omY8jVrSM,2021-03-04
5,1,Saiyaan Ji,Yo Yo Honey Singh,6,29843108,-0.32%,https://www.youtube.com/watch?v=VEkj2sanAeU,2021-03-04
6,n/a,Shor Machega,Hommie Dilliwala & Yo Yo Honey Singh,1,24621249,n/a,https://www.youtube.com/watch?v=FKYBHMVrh8Q,2021-03-04
7,6,Chatak Matak,Renuka Panwar & Sapna Choudhary,10,24491635,0%,https://www.youtube.com/watch?v=s9AICwTKgOg,2021-03-04
8,7,Bandido,Myke Towers & Juhn,11,23817458,0.02%,https://www.youtube.com/watch?v=W6fme7tcweQ,2021-03-04
9,8,HD VIDEO | कुँवारे में गंगा नहईले बानी | Ankush Raja  Shilpi Raj | Bhojpuri Song 2021,Ankush Raja Official,5,22258659,-0.04%,https://www.youtube.com/watch?v=YyVI46K8q9E,2021-03-04
10,5,Libaas (Slowed - Reverb - Lofi),Kaka,8,22000567,-0.14%,https://www.youtube.com/watch?v=V5En3Ks3OjE,2021-03-04
11,n/a,#SarangaDariya​ | Love story Songs | Naga Chaitanya | Sai Pallavi | Sekhar Kammula | Pawan Ch,Mangli,1,19741070,n/a,https://www.youtube.com/watch?v=h9Am4CYaLng,2021-03-04
12,9,BICHOTA (Official Video),KAROL G,19,19107817,-0.07%,https://www.youtube.com/watch?v=QaXhVryxVBk,2021-03-04
13,13,Save Your Tears (Official Music Video),The Weeknd,9,18774611,-0.02%,https://www.youtube.com/watch?v=XXYlFuWEuKI,2021-03-04
14,11,Dákiti,Bad Bunny & Jhay Cortez,18,18591211,-0.05%,https://www.youtube.com/watch?v=TmKh7lAwnBI,2021-03-04
15,12,COCO COLA (Full Song) | Ruchika Jangid Kay D | New Haryanvi Songs Haryanavi 2020 | Nav Haryanvi,Nav Haryanvi,16,18126654,-0.07%,https://www.youtube.com/watch?v=9UaG7UL5yS4,2021-03-04
16,23,Tapão Na Raba,Raí Saia Rodada,2,17524002,0.22%,https://www.youtube.com/watch?v=FnjexNf7Pdo,2021-03-04
17,10,LOCATION (Official Video),KAROL G & Anuel AA & J Balvin,3,16692776,-0.16%,https://www.youtube.com/watch?v=aw_cmzF_uZY,2021-03-04
18,18,Esquema Preferido (Ao Vivo),Os Barões da Pisadinha,5,15283927,0%,https://www.youtube.com/watch?v=TCLGN6m6AMI,2021-03-04
19,16,Dui Rupya,Khesari Lal Yadav,5,15199136,-0.07%,https://www.youtube.com/watch?v=VPoIawaKmyw,2021-03-04
20,15,Titliaan,Afsana Khan,16,14764183,-0.13%,https://www.youtube.com/watch?v=YPohR_9v6HA,2021-03-04
21,22,Dynamite,BTS,28,14372269,-0.01%,https://www.youtube.com/watch?v=gdZLi9oWNZg,2021-03-04
22,n/a,PROBLEMA,Daddy Yankee,1,14200077,n/a,https://www.youtube.com/watch?v=7qrlCLbGigc,2021-03-04
23,92,Jatt Te Jawani,Dilpreet Dhillon,2,14116727,1.16%,https://www.youtube.com/watch?v=jBK_VpGdPWs,2021-03-04
24,21,GIRL LIKE ME (Official Music Video),Shakira & Black Eyed Peas,13,13858096,-0.07%,https://www.youtube.com/watch?v=vMLk_T0PPbk,2021-03-04
25,31,Brown Munde,Gurinder Gill & Shinda Kahlon & AP Dhillon,4,13571112,0.12%,https://www.youtube.com/watch?v=VNs_cCtdbPc,2021-03-04
26,n/a,Nadiyon Paar (Let The Music Play Again) (Tech House Remix),Deepanshu Ruhela & Rashmeet Kaur & Shamur & Sachin-Jigar & Priyank & IP Singh,1,12922378,n/a,https://www.youtube.com/watch?v=DKj5m9cSMZs,2021-03-04
27,24,Teeji Seat,Kaka,4,12859687,-0.07%,https://www.youtube.com/watch?v=terrX5lNBkU,2021-03-04
28,30,Ella No Es Tuya (Remix),Rochy RD & Myke Towers & Nicki Nicole,4,12757167,0.06%,https://www.youtube.com/watch?v=37tmRDUK0FM,2021-03-04
29,20,Ropa Cara,Camilo,7,12666094,-0.15%,https://www.youtube.com/watch?v=YrtMpe0WOpc,2021-03-04
30,26,Facas (Ao Vivo),Bruno & Marrone & Diego & Victor Hugo,6,12310153,0%,https://www.youtube.com/watch?v=VntVkQRaAS8,2021-03-04
31,n/a,Machu Picchu (Official Video),Evaluna Montaner & Camilo,1,11934469,n/a,https://www.youtube.com/watch?v=iuTtlb2COtc,2021-03-04
32,35,La Curiosidad,Myke Towers & DJ Nelson & Jay Wheeler,33,11494999,-0.01%,https://www.youtube.com/watch?v=Q_gIYp078so,2021-03-04
33,27,Bewafa Tera Masoom Chehra (Lofi Mix),Jubin Nautiyal & Rochak Kohli & Dj Sunny Singh,16,11322459,-0.07%,https://www.youtube.com/watch?v=sMoM0fYO-Qg,2021-03-04
34,28,VIDEO | Rakesh Mishra | ए राजा जाई ना बहरिया | Ye Raja Jai Na Bahriya |Trishakar Madhu Bhojpuri Song,Music Wide,16,11302391,-0.07%,https://www.youtube.com/watch?v=1R8PvN-Uw90,2021-03-04
35,n/a,Aur Pyaar Karna Hai,Guru Randhawa & Neha Kakkar,1,11062716,n/a,https://www.youtube.com/watch?v=ZeidLgtzPdM,2021-03-04
36,29,Whoopty,CJ,14,10914250,-0.1%,https://www.youtube.com/watch?v=2xWkATdMQms,2021-03-04
37,33,Lala Lori,Fazilpuria & Afsana Khan,14,10874341,-0.09%,https://www.youtube.com/watch?v=GI30zqFk0sU,2021-03-04
38,32,Vaathi Coming,Gana Balachander & Anirudh Ravichander,6,10869369,-0.1%,https://www.youtube.com/watch?v=fRD_3vJagxk,2021-03-04
39,34,Naach Meri Rani,Guru Randhawa & Nikhita Gandhi,20,10262323,-0.13%,https://www.youtube.com/watch?v=TCx1yMegJ4A,2021-03-04
40,25,Bandido,Myke Towers & Juhn,8,10251315,-0.23%,https://www.youtube.com/watch?v=h5eBmlJ6Stc,2021-03-04
41,38,Mehendi Wale Haath,Sachet Parampara & Guru Randhawa,8,10235111,-0.03%,https://www.youtube.com/watch?v=uJ6WU-u4i3w,2021-03-04
42,36,บ้านพี่สกลหนาวเเล้ว -  MAN'R x BEARING ft ท้าวคำสิงห์ x ขยะหน้าต้นไม้ (​ Official MV ),Kong Huayrai,5,10116253,-0.12%,https://www.youtube.com/watch?v=jVMpdSv8IDM,2021-03-04
43,59,Main Jis Din Bhulaa Du,Jubin Nautiyal & Tulsi Kumar,4,9839773,0.21%,https://www.youtube.com/watch?v=yxXxt7P4jes,2021-03-04
44,47,Holi Me Kajal Badal Gaili,Khesari Lal Yadav,3,9666689,0.04%,https://www.youtube.com/watch?v=yi5eWNosCsc,2021-03-04
45,n/a,Hot N*gga (Official Music Video),Bobby Shmurda,1,9569302,n/a,https://www.youtube.com/watch?v=vJwKKKd2ZYE,2021-03-04
46,41,HASTA ABAJO,Lyanno & Kevin Roldan & Bryant Myers,12,9511029,-0.06%,https://www.youtube.com/watch?v=oCoKTTel8KE,2021-03-04
47,44,Tere Naal Pyar Ho Gya -Zaheer Lohar ft Samina Parizaad -Rutan Nashe Diyan Ayia- Punjabi Song 2019,Zaheer Lohar Records,4,9361793,-0.02%,https://www.youtube.com/watch?v=pbQBOkqhX0Y,2021-03-04
48,19,Sira E Hou,Amrit Maan & Nimrat Khaira,2,9355084,-0.38%,https://www.youtube.com/watch?v=zgq07Mj-OYw,2021-03-04
