Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,2,Hawái (Official Video),Maluma,7,39383990,-0.16%,https://www.youtube.com/watch?v=pK060iUFWXg,2020-09-17
2,3,Dynamite,BTS,4,33788304,-0.24%,https://www.youtube.com/watch?v=gdZLi9oWNZg,2020-09-17
3,1,Ice Cream,Selena Gomez & BLACKPINK,3,33222233,-0.34%,https://www.youtube.com/watch?v=vRXZj0DzXIA,2020-09-17
4,7,Life Is Good (Official Music Video),Future,36,31174076,0.01%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-09-17
5,6,حسين الجسمي -  بالبنط العريض (حصرياً) | 2020,Hussain Al Jassmi,4,28349094,-0.09%,https://www.youtube.com/watch?v=M3sxUE4eIac,2020-09-17
6,8,Feelings,Sumit Goswami,9,23699384,-0.1%,https://www.youtube.com/watch?v=AZmAgoir1Tc,2020-09-17
7,10,"Agua (Music From ""Sponge On The Run"" Movie)",Tainy & J Balvin,10,21852980,-0.09%,https://www.youtube.com/watch?v=QLz9VaksClg,2020-09-17
8,11,Caramelo Remix (Video Oficial),Ozuna & Karol G & Myke Towers,4,21751388,0.01%,https://www.youtube.com/watch?v=KilybZma5vY,2020-09-17
9,9,Relación (Remix),Sech & Daddy Yankee & ROSALÍA,2,19209471,-0.23%,https://www.youtube.com/watch?v=XseIJg8Vyj0,2020-09-17
10,14,Tattoo (Remix with Camilo),Rauw Alejandro & Camilo,10,19022076,-0.08%,https://www.youtube.com/watch?v=wJT-YKmlWJc,2020-09-17
11,13,Ay DiOs Mío! (Official Video),KAROL G,10,18650356,-0.11%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw,2020-09-17
12,38,Chocolate,Tony Kakkar,2,18002714,0.83%,https://www.youtube.com/watch?v=HARdHQb1Li4,2020-09-17
13,n/a,Back Door,Stray Kids,1,17622048,n/a,https://www.youtube.com/watch?v=X-uJtV8ScYk,2020-09-17
14,16,How You Like That,BLACKPINK,12,17137793,-0.06%,https://www.youtube.com/watch?v=ioNng23DkIM,2020-09-17
15,21,Bande organisée,SCH & Kofs & JUL & Naps & Soso Maness & Elams & Solda & Houari,4,16441257,0.1%,https://www.youtube.com/watch?v=-CVn3-3g_BI,2020-09-17
16,15,WAP,Cardi B,6,16353125,-0.19%,https://www.youtube.com/watch?v=hsm4poTWjMs,2020-09-17
