Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,Sorry,Justin Bieber,5,46834356,-0.09%,https://www.youtube.com/watch?v=fRh_vgS2dFE,2016-03-24
2,3,Work,Rihanna,5,31574052,-0.02%,https://www.youtube.com/watch?v=HL1UzIK-flA,2016-03-24
3,2,Hello (Official Music Video),Adele,5,29231897,-0.1%,https://www.youtube.com/watch?v=YQHsXMglC9A,2016-03-24
4,5,Love Yourself PURPOSE : The Movement,Justin Bieber,5,27983907,0%,https://www.youtube.com/watch?v=oyEuk8j8imI,2016-03-24
5,6,Hasta el Amanecer,Nicky Jam,5,26882522,0.05%,https://www.youtube.com/watch?v=kkx-7fsiWgg,2016-03-24
6,4,PILLOWTALK,ZAYN,5,26759744,-0.16%,https://www.youtube.com/watch?v=C_3d6GntKbk,2016-03-24
7,7,See You Again,Wiz Khalifa,5,22975901,-0.04%,https://www.youtube.com/watch?v=RgKAFK5djSk,2016-03-24
8,8,What Do You Mean?,Justin Bieber,5,21780685,-0.08%,https://www.youtube.com/watch?v=DK_0jXPuIr0,2016-03-24
9,14,Alan Walker - Faded,Alan Walker,5,21371758,0.17%,https://www.youtube.com/watch?v=60ItHLz5WEA,2016-03-24
10,9,Hotline Bling,Drake,5,20946192,-0.08%,https://www.youtube.com/watch?v=uxpDa-c-4Mc,2016-03-24
11,15,Stressed Out,twenty one pilots,5,20642757,0.14%,https://www.youtube.com/watch?v=pXRviuL6vMY,2016-03-24
12,10,Hymn for the Weekend,Coldplay,5,20524095,0.05%,https://www.youtube.com/watch?v=YykjpeuMNEk,2016-03-24
13,12,Work from Home (Official Video),Fifth Harmony,4,19867256,0.03%,https://www.youtube.com/watch?v=5GL9JoH4Sws,2016-03-24
14,11,Stitches (Official Music Video),Shawn Mendes,5,17995850,-0.07%,https://www.youtube.com/watch?v=VbfpW0pbvaU,2016-03-24
15,13,Lean On,Major Lazer & DJ Snake,5,17839823,-0.05%,https://www.youtube.com/watch?v=YqeW9_5kURI,2016-03-24
16,16,Uptown Funk (Official Video),Mark Ronson,5,17439788,-0.02%,https://www.youtube.com/watch?v=OPf0YbXqDm0,2016-03-24
17,17,The Hills,The Weeknd,5,15617983,-0.05%,https://www.youtube.com/watch?v=yzTuBuRdAyA,2016-03-24
18,18,Sugar,Maroon 5,5,14801915,-0.06%,https://www.youtube.com/watch?v=09R8_2nJtjg,2016-03-24
19,20,Worth It (Official Video),Fifth Harmony,5,14420422,-0.05%,https://www.youtube.com/watch?v=YBHQbu5rbdQ,2016-03-24
20,19,Watch Me (Whip / Nae Nae),Silentó,5,14400271,-0.07%,https://www.youtube.com/watch?v=vjW8wmF5VWc,2016-03-24
