Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,"Agua (Music From ""Sponge On The Run"" Movie)",Tainy & J Balvin,4,41698254,-0.08%,https://www.youtube.com/watch?v=QLz9VaksClg,2020-08-06
2,n/a,PUNANI,6ix9ine,1,34527304,n/a,https://www.youtube.com/watch?v=AY1bA23hGMU,2020-08-06
3,2,Life Is Good (Official Music Video),Future,30,34226153,0%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-08-06
4,5,Feelings,Sumit Goswami,3,30485466,0.03%,https://www.youtube.com/watch?v=AZmAgoir1Tc,2020-08-06
5,4,Tattoo (Remix with Camilo),Rauw Alejandro & Camilo,4,30332374,-0.01%,https://www.youtube.com/watch?v=wJT-YKmlWJc,2020-08-06
6,n/a,my future (Official Music Video),Billie Eilish,1,28200112,n/a,https://www.youtube.com/watch?v=Dm9Zf1WYQ_A,2020-08-06
7,3,How You Like That,BLACKPINK,6,27694081,-0.14%,https://www.youtube.com/watch?v=ioNng23DkIM,2020-08-06
8,9,La Jeepeta Remix (Lyric Video),Nio Garcia & Brray & Juanka & Anuel AA & Myke Towers,15,20585487,0.06%,https://www.youtube.com/watch?v=yErttA9tEro,2020-08-06
9,7,Mamichula,Trueno & Nicki Nicole & Bizarrap,2,19018812,-0.26%,https://www.youtube.com/watch?v=NUteQQCMa_k,2020-08-06
10,n/a,Doctor,Sidhu Moose Wala,1,16956250,n/a,https://www.youtube.com/watch?v=-2RJTVPSOPc,2020-08-06
11,13,GOOBA,6ix9ine,13,15335965,0.03%,https://www.youtube.com/watch?v=pPw_izFr5PA,2020-08-06
12,12,Dance Monkey,Tones And I,47,14941062,0%,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2020-08-06
13,14,Khairiyat (Bonus Track),Arijit Singh,8,14657964,0.02%,https://www.youtube.com/watch?v=hoNb6HuNmU0,2020-08-06
14,11,Genda Phool,Badshah,20,14178370,-0.07%,https://www.youtube.com/watch?v=SD4Z8dlZPd8,2020-08-06
15,15,Relación,Sech,10,14169408,-0.01%,https://www.youtube.com/watch?v=c6D8v6DhKc4,2020-08-06
16,16,"Kurta Pajama (From ""Sangeetkaar"")",Tony Kakkar,3,13461497,0.02%,https://www.youtube.com/watch?v=B_hbJRNInkA,2020-08-06
17,20,Caramelo,Ozuna,8,13423425,0.07%,https://www.youtube.com/watch?v=BFlG5sD540k,2020-08-06
18,35,Ay DiOs Mío! (Official Video),KAROL G,4,13292539,0.32%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw,2020-08-06
19,26,La Curiosidad,Myke Towers & DJ Nelson & Jay Wheeler,3,13277120,0.15%,https://www.youtube.com/watch?v=Q_gIYp078so,2020-08-06
20,38,Tum Hi Aana,Jubin Nautiyal & Payal Dev,32,13061457,0.37%,https://www.youtube.com/watch?v=tLqtnGLfm4Q,2020-08-06
21,61,G.O.A.T.,Diljit Dosanjh,2,12710590,0.61%,https://www.youtube.com/watch?v=cl0a3i2wFcc,2020-08-06
22,33,#AlaVaikunthapurramuloo - ButtaBomma Full Video Song (4K) | Allu Arjun | Thaman S | Armaan Malik,Aditya Music,24,12693218,0.21%,https://www.youtube.com/watch?v=2mDCVzruYzQ,2020-08-06
23,24,Lehanga,Jass Manak,52,12676409,0.08%,https://www.youtube.com/watch?v=RKioDWlajvo,2020-08-06
24,31,Meri Aashiqui,Jubin Nautiyal & Rochak Kohli,10,12416932,0.14%,https://www.youtube.com/watch?v=SVjkxdjivts,2020-08-06
25,n/a,"Dil Ko Karaar Aaya (From ""Sukoon"")",Yasser Desai & Neha Kakkar,1,12284054,n/a,https://www.youtube.com/watch?v=lX3vT_Gm_HE,2020-08-06
26,19,Cennetten Çiçek,Zehra,5,12034073,-0.05%,https://www.youtube.com/watch?v=4OkiH2yD-eQ,2020-08-06
27,n/a,Kaise Muhkde Se,Asha Bhosle,1,11962138,n/a,https://www.youtube.com/watch?v=JMrGAL13EsE,2020-08-06
28,21,Dil Tod Ke,B Praak & Rochak Kohli,4,11936288,-0.05%,https://www.youtube.com/watch?v=ZTBwxy4wsBQ,2020-08-06
29,n/a,Hawái (Official Video),Maluma,1,11913708,n/a,https://www.youtube.com/watch?v=pK060iUFWXg,2020-08-06
30,23,Singapur,Chael Produciendo & El Alfa,6,11624418,-0.04%,https://www.youtube.com/watch?v=RCufThTuB3M,2020-08-06
31,27,YAYA,6ix9ine,5,11421823,-0.01%,https://www.youtube.com/watch?v=yxgJclR4dUU,2020-08-06
32,n/a,ALREADY,Shatta Wale & Major Lazer & Beyoncé,1,11414053,n/a,https://www.youtube.com/watch?v=agCgvFTJeRs,2020-08-06
33,29,Djadja [Remix],Aya Nakamura,7,11399591,0.01%,https://www.youtube.com/watch?v=8H8L2yPgI68,2020-08-06
34,n/a,Illegal Weapon 2.0,Garry Sandhu & Jasmine Sandlas,21,10579939,n/a,https://www.youtube.com/watch?v=GOkJguI8kYc,2020-08-06
35,n/a,"Muqabla (From ""Street Dancer 3D"")",Parampara Thakur & A.R. Rahman & Yash Narvekar & Tanishk Bagchi,21,10390848,n/a,https://www.youtube.com/watch?v=l75z7FrYRXI,2020-08-06
36,40,TROLLZ,Nicki Minaj & 6ix9ine,8,9879514,0.05%,https://www.youtube.com/watch?v=oNg3M9IJJlY,2020-08-06
37,45,Jerusalema (Version Youtube),Master KG,3,9789781,0.11%,https://www.youtube.com/watch?v=fCZVL_8D048,2020-08-06
38,32,Gangnam Style,PSY,26,9663170,-0.09%,https://www.youtube.com/watch?v=9bZkp7q19f0,2020-08-06
39,44,TKN,Travis Scott & ROSALÍA,8,8775052,-0.02%,https://www.youtube.com/watch?v=q5xIoeG4uVI,2020-08-06
40,8,UN DIA (ONE DAY),Bad Bunny & Dua Lipa & Tainy & J Balvin,2,8669748,-0.58%,https://www.youtube.com/watch?v=BjhW3vBA1QU,2020-08-06
41,54,Ana Lamma Bheb,Amjad Jomaa,6,8454191,0.03%,https://www.youtube.com/watch?v=XSBkvdx3dKc,2020-08-06
42,43,Yo Perreo Sola,Bad Bunny,19,8328882,-0.08%,https://www.youtube.com/watch?v=GtSRKwDCaZM,2020-08-06
43,n/a,Moto | Diler Kharkiya | Ajay Hooda | | Anjali Raghav | Latest Haryanvi Song 2020,DIL Music,14,8269744,n/a,https://www.youtube.com/watch?v=tJGBVigwPlU,2020-08-06
44,n/a,덤디덤디 (DUMDi DUMDi),(G)I-DLE,1,8268897,n/a,https://www.youtube.com/watch?v=HPQ5mqovXHo,2020-08-06
45,56,Make you happy,NiziU,6,8194299,0.01%,https://www.youtube.com/watch?v=QW28YKqdxe0,2020-08-06
46,30,Bhai Log,Korala Maan,3,8178756,-0.27%,https://www.youtube.com/watch?v=lAgaornl_VA,2020-08-06
