Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,TQG,Shakira & KAROL G,2,58001280,-0.54%,https://www.youtube.com/watch?v=jZGpkLElSu8,2023-03-09
2,2,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,9,27811368,-0.07%,https://www.youtube.com/watch?v=CocEMWdc7Ck,2023-03-09
3,n/a,Shorty Party,Cartel De Santa & La Kelly,1,27701303,n/a,https://www.youtube.com/watch?v=1ooy2CyFLH4,2023-03-09
4,3,Jhoome Jo Pathaan,Vishal - Shekhar & Arijit Singh & Sukriti Kakkar & Vishal Dadlani & Sheykhar Ravjiani,11,25490059,-0.05%,https://www.youtube.com/watch?v=YxWlaYCA8MU,2023-03-09
5,4,Flowers,Miley Cyrus,8,20834343,-0.08%,https://www.youtube.com/watch?v=G7KNmW9a75Y,2023-03-09
6,n/a,on the street,j-hope & J. Cole,1,18195409,n/a,https://www.youtube.com/watch?v=r6WbbU_lLCA,2023-03-09
7,n/a,Mas Rica Que Ayer,Anuel AA & Mambo Kingz & DJ Luian,1,16756130,n/a,https://www.youtube.com/watch?v=5sLzyEzUbPo,2023-03-09
8,n/a,Balam Pichkari,Vishal Dadlani & Shalmali Kholgade,5,13678142,n/a,https://www.youtube.com/watch?v=0WtRNGubWGA,2023-03-09
9,10,En La Intimidad,Emilia & Callejero Fino & BIG ONE,4,13371331,-0.02%,https://www.youtube.com/watch?v=YgrwMV6DT5Y,2023-03-09
10,7,Maan Meri Jaan,King,17,13143986,-0.07%,https://www.youtube.com/watch?v=VuG7ge_8I2Y,2023-03-09
11,6,Calm Down,Rema & Selena Gomez,27,13015221,-0.1%,https://www.youtube.com/watch?v=WcIcVapfqXw,2023-03-09
12,9,Besharam Rang,Shilpa Rao & Caralisa Monteiro & Vishal Dadlani & Sheykhar Ravjiani,12,12442838,-0.09%,https://www.youtube.com/watch?v=huxhqphtDrM,2023-03-09
13,8,Qué Agonía,Ángela Aguilar & Yuridia,20,12345542,-0.12%,https://www.youtube.com/watch?v=Q8xIa7KcI1A,2023-03-09
14,12,Kahani Suno,Kaifi Khalil,11,12022858,-0.02%,https://www.youtube.com/watch?v=_XBVWlI8TsQ,2023-03-09
15,n/a,Mientras Me Curo Del Cora,KAROL G,1,11566702,n/a,https://www.youtube.com/watch?v=37wmW9kYAlQ,2023-03-09
16,11,QUE VUELVAS,Grupo Frontera & Carin Leon,12,11556647,-0.09%,https://www.youtube.com/watch?v=gG3516BF5_w,2023-03-09
