Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,This Is What You Came For (Official Video),Calvin Harris,4,62981475,0.1%,https://www.youtube.com/watch?v=kOkQ4T5WO9E,2016-07-14
2,2,Work from Home (Official Video),Fifth Harmony,20,38112984,0.01%,https://www.youtube.com/watch?v=5GL9JoH4Sws,2016-07-14
3,4,Sorry,Justin Bieber,21,24914614,-0.05%,https://www.youtube.com/watch?v=fRh_vgS2dFE,2016-07-14
4,5,Work,Rihanna,21,23935506,-0.01%,https://www.youtube.com/watch?v=HL1UzIK-flA,2016-07-14
5,7,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,19,21471819,-0.03%,https://www.youtube.com/watch?v=foE1mO2yM04,2016-07-14
6,10,Bobo,J Balvin,9,21077613,0.08%,https://www.youtube.com/watch?v=0GvLP2C2w9U,2016-07-14
7,6,Cheap Thrills (Official Lyric Video),Sia,18,20905092,-0.06%,https://www.youtube.com/watch?v=nYh-n7EOtMA,2016-07-14
8,12,Andas En Mi Cabeza,Chino & Nacho,12,20868049,0.12%,https://www.youtube.com/watch?v=AMTAQ-AJS4Y,2016-07-14
9,8,Alan Walker - Faded,Alan Walker,21,20610289,0.01%,https://www.youtube.com/watch?v=60ItHLz5WEA,2016-07-14
10,11,Hasta el Amanecer,Nicky Jam,21,20277566,0.04%,https://www.youtube.com/watch?v=kkx-7fsiWgg,2016-07-14
11,9,Picky,Joey Montana,21,20103388,-0.01%,https://www.youtube.com/watch?v=RqpKDkVzlqU,2016-07-14
12,n/a,La Bicicleta,Shakira & Carlos Vives,1,19693787,n/a,https://www.youtube.com/watch?v=-UV0QGLmYys,2016-07-14
13,24,คนมีเสน่ห์,Nakharin Kingsak,3,18946166,0.27%,https://www.youtube.com/watch?v=R10mrTJpqPw,2016-07-14
14,17,El Perdedor (Official Video),Maluma,12,18731799,0.08%,https://www.youtube.com/watch?v=PJniSb91tvo,2016-07-14
15,21,Ain't Your Mama (Official Video),Jennifer Lopez,10,18728287,0.23%,https://www.youtube.com/watch?v=Pgmx7z49OEk,2016-07-14
16,15,DUELE EL CORAZON,Enrique Iglesias,9,18633937,0.03%,https://www.youtube.com/watch?v=xFutjZEBTXs,2016-07-14
17,16,See You Again,Wiz Khalifa,21,16714942,-0.06%,https://www.youtube.com/watch?v=RgKAFK5djSk,2016-07-14
18,34,Don't Let Me Down,The Chainsmokers,11,16235369,0.27%,https://www.youtube.com/watch?v=Io0fBr1XBUA,2016-07-14
19,13,Company,Justin Bieber,6,15667680,-0.15%,https://www.youtube.com/watch?v=gdx7gN1UyX0,2016-07-14
20,23,Lean On,Major Lazer & DJ Snake,21,15636308,0.04%,https://www.youtube.com/watch?v=YqeW9_5kURI,2016-07-14
21,22,Worth It (Official Video),Fifth Harmony,21,14990662,-0.01%,https://www.youtube.com/watch?v=YBHQbu5rbdQ,2016-07-14
22,19,Stressed Out,twenty one pilots,21,14824325,-0.05%,https://www.youtube.com/watch?v=pXRviuL6vMY,2016-07-14
23,14,Kill Em With Kindness,Selena Gomez,6,14722697,-0.2%,https://www.youtube.com/watch?v=HHP5MKgK0o8,2016-07-14
24,26,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS""...",Justin Timberlake,9,14659827,0.04%,https://www.youtube.com/watch?v=ru0K8uYEZWw,2016-07-14
25,3,M.I.L.F. $ (Polow da Don remix),Fergie,2,14524755,-0.46%,https://www.youtube.com/watch?v=bsUWK-fixiA,2016-07-14
26,20,Uptown Funk (Official Video),Mark Ronson,21,14407127,-0.07%,https://www.youtube.com/watch?v=OPf0YbXqDm0,2016-07-14
