Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,"Agua (Music From ""Sponge On The Run"" Movie)",Tainy & J Balvin,3,45188445,0.14%,https://www.youtube.com/watch?v=QLz9VaksClg,2020-07-30
2,4,Life Is Good (Official Music Video),Future,29,34193212,0.04%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-07-30
3,2,How You Like That,BLACKPINK,5,32106703,-0.09%,https://www.youtube.com/watch?v=ioNng23DkIM,2020-07-30
4,3,Tattoo (Remix with Camilo),Rauw Alejandro & Camilo,3,30520161,-0.08%,https://www.youtube.com/watch?v=wJT-YKmlWJc,2020-07-30
5,8,Feelings,Sumit Goswami,2,29716540,0.73%,https://www.youtube.com/watch?v=AZmAgoir1Tc,2020-07-30
6,n/a,cardigan,Taylor Swift,1,26416913,n/a,https://www.youtube.com/watch?v=K-a8s8OLBSE,2020-07-30
7,n/a,Mamichula,Trueno & Nicki Nicole & Bizarrap,1,25635295,n/a,https://www.youtube.com/watch?v=NUteQQCMa_k,2020-07-30
8,n/a,UN DIA (ONE DAY),Bad Bunny & Dua Lipa & Tainy & J Balvin,1,20788262,n/a,https://www.youtube.com/watch?v=BjhW3vBA1QU,2020-07-30
9,5,La Jeepeta Remix (Lyric Video),Nio Garcia & Brray & Juanka & Anuel AA & Myke Towers,14,19354589,-0.13%,https://www.youtube.com/watch?v=yErttA9tEro,2020-07-30
10,n/a,Distance Age,Gurlez Akhtar & R Nait,1,15259750,n/a,https://www.youtube.com/watch?v=pO2witxHuj0,2020-07-30
11,15,Genda Phool,Badshah,19,15240161,0%,https://www.youtube.com/watch?v=SD4Z8dlZPd8,2020-07-30
12,11,Dance Monkey,Tones And I,46,14882773,-0.1%,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2020-07-30
13,10,GOOBA,6ix9ine,12,14863315,-0.11%,https://www.youtube.com/watch?v=pPw_izFr5PA,2020-07-30
14,13,Khairiyat (Bonus Track),Arijit Singh,7,14379342,-0.06%,https://www.youtube.com/watch?v=hoNb6HuNmU0,2020-07-30
15,12,Relación,Sech,9,14292089,-0.1%,https://www.youtube.com/watch?v=c6D8v6DhKc4,2020-07-30
16,6,"Kurta Pajama (From ""Sangeetkaar"")",Tony Kakkar,2,13138719,-0.38%,https://www.youtube.com/watch?v=B_hbJRNInkA,2020-07-30
17,n/a,Dilpreet Dhillon Is Back,Dilpreet Dhillon,1,12928867,n/a,https://www.youtube.com/watch?v=lkcwMSyxR1c,2020-07-30
18,n/a,Haan Haige Aa,Karan Aujla,1,12718698,n/a,https://www.youtube.com/watch?v=pQysG_I0i0k,2020-07-30
19,22,Cennetten Çiçek,Zehra,4,12710785,0.1%,https://www.youtube.com/watch?v=4OkiH2yD-eQ,2020-07-30
20,20,Caramelo,Ozuna,7,12585556,0.05%,https://www.youtube.com/watch?v=BFlG5sD540k,2020-07-30
21,16,Dil Tod Ke,B Praak & Rochak Kohli,3,12578880,-0.12%,https://www.youtube.com/watch?v=ZTBwxy4wsBQ,2020-07-30
22,n/a,Night Diver,Haruma Miura,1,12334146,n/a,https://www.youtube.com/watch?v=J6-IaSJLNOA,2020-07-30
23,18,Singapur,Chael Produciendo & El Alfa,5,12159760,-0.06%,https://www.youtube.com/watch?v=RCufThTuB3M,2020-07-30
