Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,Dame Tu Cosita,El Chombo,3,76391921,0.04%,https://www.youtube.com/watch?v=FzG4uDgje3M,2018-04-26
2,2,X,Nicky Jam & J Balvin,8,57731961,-0.1%,https://www.youtube.com/watch?v=_I_D_8Z4sJE,2018-04-26
3,3,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,3,57538949,0.18%,https://www.youtube.com/watch?v=9jI-z9QN6g8,2018-04-26
4,n/a,no tears left to cry (Official Video),Ariana Grande,1,55571359,n/a,https://www.youtube.com/watch?v=ffxKSjUwKdU,2018-04-26
5,n/a,Wake Me Up (Official Video),Avicii,31,55450168,n/a,https://www.youtube.com/watch?v=IcrbM1l_BoI,2018-04-26
6,n/a,LOVE,Sebastián Yatra & Gianluca Vacchi,1,43597495,n/a,https://www.youtube.com/watch?v=uVQlZR-NNqM,2018-04-26
7,8,Bella (Remix),Maluma & Wolfine,13,40276628,0.1%,https://www.youtube.com/watch?v=jjuSfhYiup8,2018-04-26
8,5,Dura,Daddy Yankee,14,38961014,-0.05%,https://www.youtube.com/watch?v=sGIm0-dQd8M,2018-04-26
9,6,God's Plan,Drake,10,36959397,-0.08%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,2018-04-26
10,4,Esskeetit,Lil Pump,2,36237618,-0.21%,https://www.youtube.com/watch?v=DPxL7dO5XPc,2018-04-26
11,n/a,Sin Pijama (Official Video),Natti Natasha & Becky G,1,36195618,n/a,https://www.youtube.com/watch?v=zEf423kYfqk,2018-04-26
12,18,Call Out My Name (Official Video),The Weeknd,2,29506019,0.32%,https://www.youtube.com/watch?v=M4ZoCHID9GI,2018-04-26
13,9,Ambiente (Official Video),J Balvin,2,28182835,-0.09%,https://www.youtube.com/watch?v=rzgw0XldTC0,2018-04-26
14,12,Freaky Friday,Lil Dicky & Chris Brown,6,25110660,-0.09%,https://www.youtube.com/watch?v=aZla1ttZHaw,2018-04-26
15,13,Amor de Verdade,Mc Rita & MC Kekel & MC Rita,4,23896363,-0.12%,https://www.youtube.com/watch?v=8_oE-iQeFeE,2018-04-26
16,20,Corazón (Official Video),Maluma,20,23462603,0.09%,https://www.youtube.com/watch?v=GmHrjFIWl6U,2018-04-26
17,15,Perfect,Ed Sheeran,25,23359939,-0.02%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,2018-04-26
18,n/a,Levels,Avicii,1,23161701,n/a,https://www.youtube.com/watch?v=_ovdm2yX4MA,2018-04-26
19,17,Me Niego,Reik,10,21386324,-0.05%,https://www.youtube.com/watch?v=JyqD_zfXfi8,2018-04-26
20,25,Nice For What,Drake,2,20878069,0.09%,https://www.youtube.com/watch?v=U9BwWKXjVaI,2018-04-26
21,71,Sexo (Official Video),Residente,2,20573644,1.18%,https://www.youtube.com/watch?v=UjqXKgk5b18,2018-04-26
22,30,Loca Remix,KHEA & Bad Bunny & Cazzu & Duki,6,20149179,0.22%,https://www.youtube.com/watch?v=oSDbm37N-l0,2018-04-26
23,26,Largado Às Traças,Zé Neto & Cristiano,9,20130055,0.06%,https://www.youtube.com/watch?v=WcTRQXtXJPs,2018-04-26
24,n/a,Hey Brother,Avicii,1,19456320,n/a,https://www.youtube.com/watch?v=YxIiPLVR6NA,2018-04-26
25,7,El Farsante (Remix),Ozuna & Romeo Santos,13,19371100,-0.51%,https://www.youtube.com/watch?v=wfWkmURBNv8,2018-04-26
26,21,Madura,Cosculluela,3,18882447,-0.1%,https://www.youtube.com/watch?v=LOYAomlRbxI,2018-04-26
27,23,Psycho,Post Malone,5,18497434,-0.11%,https://www.youtube.com/watch?v=au2n7VVGv_c,2018-04-26
28,10,Échame La Culpa,Luis Fonsi & Demi Lovato,23,17321445,-0.41%,https://www.youtube.com/watch?v=TyHvyGVs42U,2018-04-26
29,46,Mi Gente (Official Video),J Balvin Willy William,40,17223908,0.42%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,2018-04-26
30,38,Te Amo,Piso 21,6,16478560,0.24%,https://www.youtube.com/watch?v=nP8ZVJxiJlU,2018-04-26
31,29,Por Perro ft. Luis Figueroa Lary Over (Official Video),Sebastián Yatra,4,16278950,-0.04%,https://www.youtube.com/watch?v=WtE011iVx1Q,2018-04-26
32,27,El Préstamo (Official Video),Maluma,7,16218989,-0.13%,https://www.youtube.com/watch?v=-BQJo3vK8O8,2018-04-26
33,n/a,ATM,J. Cole,1,15634161,n/a,https://www.youtube.com/watch?v=vUTI4bPdlgE,2018-04-26
34,n/a,Waiting For Love [blank],Avicii,1,15612592,n/a,https://www.youtube.com/watch?v=cHHLHGNpCSA,2018-04-26
35,19,What is Love?,TWICE,3,14882721,-0.33%,https://www.youtube.com/watch?v=i0p1bmr0EmE,2018-04-26
36,11,Déjala Que Vuelva,Piso 21,27,14563898,-0.48%,https://www.youtube.com/watch?v=y7d9VLRO3vc,2018-04-26
37,n/a,The Nights,Avicii,1,14563741,n/a,https://www.youtube.com/watch?v=UtF6Jej8yb4,2018-04-26
38,32,Meant to Be,Bebe Rexha,25,14523876,-0.03%,https://www.youtube.com/watch?v=zDo0H8Fm7d0,2018-04-26
39,44,Romance Com Safadeza,Wesley Safadão,2,14373597,0.16%,https://www.youtube.com/watch?v=J2Ra63wi5gE,2018-04-26
40,35,"Lahore (From ""Lahore"")",Guru Randhawa,19,14252997,0.02%,https://www.youtube.com/watch?v=dZ0fwJojhrs,2018-04-26
41,33,No Hay Nadie Más (Official Video),Sebastián Yatra,13,14212422,-0.05%,https://www.youtube.com/watch?v=sD9_l3oDOag,2018-04-26
42,16,Let Me (Official Video),ZAYN,2,13353571,-0.42%,https://www.youtube.com/watch?v=J-dv_DcDD_A,2018-04-26
43,34,New Rules,Dua Lipa,42,13347254,-0.06%,https://www.youtube.com/watch?v=k2qgadSvNyU,2018-04-26
44,41,Fuleragem,MC WM,7,13232636,0.02%,https://www.youtube.com/watch?v=4N2iMmHcHys,2018-04-26
45,74,Never Be the Same,Camila Cabello,6,13167347,0.42%,https://www.youtube.com/watch?v=Ph54wQG8ynk,2018-04-26
46,39,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,36,13114318,0%,https://www.youtube.com/watch?v=VqEbCxg2bNI,2018-04-26
47,42,Thunder,Imagine Dragons,42,13069555,0.02%,https://www.youtube.com/watch?v=fKopy74weus,2018-04-26
48,40,IDGAF,Dua Lipa,15,12690112,-0.03%,https://www.youtube.com/watch?v=Mgfe5tIwOj0,2018-04-26
49,52,One Kiss (Lyric Video),Calvin Harris & Dua Lipa,3,12666865,0.11%,https://www.youtube.com/watch?v=Bm8rz-llMhE,2018-04-26
50,56,Lartiste – Mafiosa feat. Caroliina (Clip Officiel),Lartiste,4,12527546,0.18%,https://www.youtube.com/watch?v=S6baf8BqKDI,2018-04-26
51,31,Walk It Talk It,Migos,6,11971566,-0.27%,https://www.youtube.com/watch?v=fGqdIPer-ms,2018-04-26
52,36,Solita,DJ Luian & Almighty & Mambo Kingz,14,11843247,-0.14%,https://www.youtube.com/watch?v=j-sz8M8gc6U,2018-04-26
