Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,2,PESO PLUMA: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,2,38692151,0.53%,https://www.youtube.com/watch?v=v5_SYkFpFiY,2023-06-08
2,3,un x100to,Grupo Frontera & Bad Bunny,8,28313211,0.14%,https://www.youtube.com/watch?v=3inw26U-os4,2023-06-08
3,1,La Bebe (Remix),Yng Lvcas & Peso Pluma,11,26082225,-0.07%,https://www.youtube.com/watch?v=3mchJ-EW9rM,2023-06-08
4,11,Phir Aur Kya Chahiye,Arijit Singh & Sachin–Jigar,3,24252967,0.51%,https://www.youtube.com/watch?v=8sLS2knUa6Y,2023-06-08
5,n/a,S-Class,Stray Kids,1,22412923,n/a,https://www.youtube.com/watch?v=JsOOis4bBFg,2023-06-08
6,9,Zihaal e Miskin,Javed - Mohsin & Vishal Mishra & Shreya Ghoshal,2,20942651,0.26%,https://www.youtube.com/watch?v=11OWuPcElJw,2023-06-08
7,4,Acróstico (Official Video),Shakira,4,20538202,-0.14%,https://www.youtube.com/watch?v=PWmJhh_qTSY,2023-06-08
8,6,Ella Baila Sola,Eslabón Armado & Peso Pluma,9,20245220,0.01%,https://www.youtube.com/watch?v=lZiaYpD9ZrI,2023-06-08
9,5,TQG,Shakira & KAROL G,15,19060676,-0.07%,https://www.youtube.com/watch?v=jZGpkLElSu8,2023-06-08
10,76,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain & Shadab Faridi & Altamash Faridi & Sachin–Jigar & Amitabh Bhattacharya,2,18387460,2.18%,https://www.youtube.com/watch?v=X7WXHhokylc,2023-06-08
11,n/a,Los del Espacio,LIT killah & Tiago PZK & Maria Becerra & Duki & Emilia & Rusherking & Big One & FMK,1,17915901,n/a,https://www.youtube.com/watch?v=eBSQug_xtwc,2023-06-08
12,10,Kya Loge Tum,B Praak & Jaani,4,16766256,0.02%,https://www.youtube.com/watch?v=cAMHx-m9oh8,2023-06-08
13,8,Idol,YOASOBI,7,16579113,-0.05%,https://www.youtube.com/watch?v=ZRtdQ81jPUQ,2023-06-08
14,12,Flower,JISOO & BLACKPINK,10,14643920,0.01%,https://www.youtube.com/watch?v=YudHcBIxlYw,2023-06-08
15,15,Jhoome Jo Pathaan,Vishal - Shekhar & Arijit Singh & Sukriti Kakkar & Vishal Dadlani & Sheykhar Ravjiani,24,13431513,0.04%,https://www.youtube.com/watch?v=YxWlaYCA8MU,2023-06-08
16,24,Un Finde | CROSSOVER #2,Ke personajes & FMK & BIG ONE,9,13163339,0.36%,https://www.youtube.com/watch?v=d2HmiKVoTNA,2023-06-08
17,13,Asheq Majnoon,Mahmoud Al Turky,5,12160149,-0.11%,https://www.youtube.com/watch?v=mbrjP5UDL64,2023-06-08
18,n/a,Sprinter [Music Video],Central Cee & Dave,1,12037949,n/a,https://www.youtube.com/watch?v=pSY3i5XHHXo,2023-06-08
19,33,Qué Agonía,Ángela Aguilar & Yuridia,33,11538033,0.37%,https://www.youtube.com/watch?v=Q8xIa7KcI1A,2023-06-08
20,14,Calm Down,Rema & Selena Gomez,40,11505554,-0.13%,https://www.youtube.com/watch?v=WcIcVapfqXw,2023-06-08
21,30,Nosso Quadro,Ana Castela,14,11335433,0.24%,https://www.youtube.com/watch?v=r9GrcxTGNWg,2023-06-08
22,20,Classy 101,Feid & Young Miko,10,11321381,0.13%,https://www.youtube.com/watch?v=cD5T1Y4b7wA,2023-06-08
23,21,Pobre Corazón (Ao Vivo),Ke Personajes,14,10691153,0.08%,https://www.youtube.com/watch?v=Dcow-Jp3Ak4,2023-06-08
24,18,Queencard,(G)I-DLE,4,10672290,-0.03%,https://www.youtube.com/watch?v=7HDeem-JaSY,2023-06-08
25,28,PRC,Peso Pluma & Natanael Cano,4,10233075,0.11%,https://www.youtube.com/watch?v=kJflWOiAc6I,2023-06-08
26,22,Flowers,Miley Cyrus,21,10138807,0.03%,https://www.youtube.com/watch?v=G7KNmW9a75Y,2023-06-08
27,n/a,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,53,10116544,n/a,https://www.youtube.com/watch?v=ApXoWvfEYVU,2023-06-08
28,29,WHERE SHE GOES,Bad Bunny,3,10022322,0.09%,https://www.youtube.com/watch?v=bef8QLNHubw,2023-06-08
29,19,Piyar Farak Wali,Pawan Singh & Anupma Yadav,5,9824186,-0.07%,https://www.youtube.com/watch?v=28sBcgnd8kg,2023-06-08
30,7,Ram Siya Ram,Sachet Tandon & Parampara Tandon,2,9725662,-0.46%,https://www.youtube.com/watch?v=GXWfue9VhTY,2023-06-08
31,16,Bye,Peso Pluma,2,9149916,-0.28%,https://www.youtube.com/watch?v=8ttz1wdViys,2023-06-08
32,36,Chanel,Becky G & Peso Pluma,8,8935094,0.08%,https://www.youtube.com/watch?v=b2wQtu9YnWk,2023-06-08
33,39,QUE VUELVAS,Grupo Frontera & Carin Leon,25,8831044,0.11%,https://www.youtube.com/watch?v=gG3516BF5_w,2023-06-08
34,n/a,Obsessed,Riar Saab & Abhijay Sharma,1,8743971,n/a,https://www.youtube.com/watch?v=ZAp3xJ7GsY8,2023-06-08
35,41,Frágil,Yahritza Y Su Esencia & Grupo Frontera,4,8579588,0.09%,https://www.youtube.com/watch?v=MtPgcgcZZEc,2023-06-08
36,48,En La Intimidad,Emilia & Callejero Fino & BIG ONE,17,8565819,0.22%,https://www.youtube.com/watch?v=YgrwMV6DT5Y,2023-06-08
37,n/a,Put It On Da Floor Again,Latto,1,8509927,n/a,https://www.youtube.com/watch?v=-WtNCR3EDS4,2023-06-08
38,35,Frágil (Official Video),Yahritza Y Su Esencia & Grupo Frontera,9,8235864,-0.01%,https://www.youtube.com/watch?v=FJ0CRDzsuCs,2023-06-08
39,n/a,Tá OK,MC Kevin o Chris & DENNIS,1,8181851,n/a,https://www.youtube.com/watch?v=aHBW_Nd_z8k,2023-06-08
40,56,Seu Brilho Sumiu (Ao Vivo),Israel & Rodolffo & Mari Fernandez,8,8096772,0.23%,https://www.youtube.com/watch?v=bHT5GvYi6io,2023-06-08
41,34,People (Official Video),Libianca,14,7927863,-0.06%,https://www.youtube.com/watch?v=rJWdfDPZ9Ck,2023-06-08
42,72,ERRO GOSTOSO (Ao Vivo),Simone Mendes,11,7866584,0.34%,https://www.youtube.com/watch?v=mr09lDl_Tfk,2023-06-08
43,79,Oi Balde (Ao Vivo),Zé Neto & Cristiano,11,7856957,0.4%,https://www.youtube.com/watch?v=HK7bSTeQw6U,2023-06-08
44,31,Qué Onda Perdida,Grupo Firme & Gerardo Coronel,10,7760816,-0.15%,https://www.youtube.com/watch?v=1WPWhghNipM,2023-06-08
45,n/a,Apna Bana Le,Arijit Singh & Sachin-Jigar,22,7671239,n/a,https://www.youtube.com/watch?v=ElZfdU54Cp8,2023-06-08
46,32,Yandel 150,Yandel & Feid,22,7569182,-0.15%,https://www.youtube.com/watch?v=WHejvUhX6rk,2023-06-08
47,38,Kahani Suno,Kaifi Khalil,24,7508462,-0.07%,https://www.youtube.com/watch?v=_XBVWlI8TsQ,2023-06-08
48,65,Amargura,KAROL G,6,7220463,0.19%,https://www.youtube.com/watch?v=fEWhm_TVvUw,2023-06-08
49,45,Chulhi Me Jhok Di,Shivani Singh,6,7213652,0.01%,https://www.youtube.com/watch?v=T726GDVpA0Q,2023-06-08
50,n/a,La Bachata,Manuel Turizo,42,7176123,n/a,https://www.youtube.com/watch?v=TiM_TFpT_DE,2023-06-08
51,51,Raja Ji Ke Dilwa,Pawan Singh & Shivani Singh,6,7138617,0.05%,https://www.youtube.com/watch?v=cQM55aOrZCg,2023-06-08
52,27,M.A (Remix),La Joaqui & Callejero Fino & BM,9,7018872,-0.24%,https://www.youtube.com/watch?v=PTfntSlhnwY,2023-06-08
53,44,Shorty Party,Cartel De Santa & La Kelly,14,6975378,-0.04%,https://www.youtube.com/watch?v=1ooy2CyFLH4,2023-06-08
54,n/a,No Se Va (En Vivo),Grupo Frontera,35,6923866,n/a,https://www.youtube.com/watch?v=VtKcDwz6hiM,2023-06-08
55,37,All My Life,Lil Durk,4,6883101,-0.16%,https://www.youtube.com/watch?v=Z4N8lzKNfy4,2023-06-08
56,66,TQM,Fuerza Regida,3,6733248,0.11%,https://www.youtube.com/watch?v=DzTNN5Zzpok,2023-06-08
57,50,Cupid (Twin Version),FIFTY FIFTY,10,6501428,-0.08%,https://www.youtube.com/watch?v=Qc7_zRjH808,2023-06-08
58,n/a,Semicenk feat. Doğu Swag - Pişman Değilim (prod. by Büken),Eva Records,1,6412828,n/a,https://www.youtube.com/watch?v=gVfkzZSpmNc,2023-06-08
59,42,Por Las Noches,Peso Pluma,16,6412033,-0.17%,https://www.youtube.com/watch?v=acr5b7ZanDA,2023-06-08
60,n/a,TE CURA,Fast & Furious: The Fast Saga & Maria Becerra,2,6325764,n/a,https://www.youtube.com/watch?v=4cXhWNHOC9w,2023-06-08
61,59,I AM,IVE,9,6299012,-0.02%,https://www.youtube.com/watch?v=6ZUIwj3FgUY,2023-06-08
62,53,Tabibim,Muhammad Ziyo,7,6243116,-0.08%,https://www.youtube.com/watch?v=uCIzcoVJkfU,2023-06-08
63,52,El Sabr Gamel - الصبر جميل,Maha Ftouni,4,6028994,-0.11%,https://www.youtube.com/watch?v=4sUh2nxnXv0,2023-06-08
64,70,Shoong!,TAEYANG,7,5955837,0.01%,https://www.youtube.com/watch?v=NFnAuiklEug,2023-06-08
65,n/a,"Tu Meri Roja (From ""Kushi"")",Hesham Abdul Wahab & Javed Ali,1,5952549,n/a,https://www.youtube.com/watch?v=0n7AWxYCj9I,2023-06-08
66,64,Mas Rica Que Ayer,Anuel AA & Mambo Kingz & DJ Luian,14,5922538,-0.02%,https://www.youtube.com/watch?v=5sLzyEzUbPo,2023-06-08
67,92,Las morras,Peso Pluma,6,5908910,0.11%,https://www.youtube.com/watch?v=4jvO-GCO_Tk,2023-06-08
68,n/a,絆ノ奇跡,MAN WITH A MISSION & milet,1,5878070,n/a,https://www.youtube.com/watch?v=wFj7d_fnYTU,2023-06-08
69,25,Typa Girl,BLACKPINK,2,5854264,-0.39%,https://www.youtube.com/watch?v=z9tifvQSu-g,2023-06-08
70,n/a,El Cielo (Official Video),Sky Rompiendo & Feid & Myke Towers,1,5806404,n/a,https://www.youtube.com/watch?v=xCZuaSSL7Ws,2023-06-08
71,n/a,A Culpa É Nossa (Live),Maiara & Maraisa,14,5780992,n/a,https://www.youtube.com/watch?v=sOgYk0iXNls,2023-06-08
72,84,Take On Me,A-ha,14,5734410,0.03%,https://www.youtube.com/watch?v=djV11Xbc914,2023-06-08
73,96,Cupido,TINI,14,5723313,0.11%,https://www.youtube.com/watch?v=4k1fm6YNsg8,2023-06-08
