Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,"We Don't Talk About Bruno (From ""Encanto"")",Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,10,24931446,-0.14%,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-03-03
2,4,"No se habla de Bruno (De ""Encanto"")",Isabel Garcés & Mauro Castillo & Olga Lucía Vives & Juanse Diez & Carolina Gaitán - La Gaita & Daniela Sierra,2,22165666,-0.04%,https://www.youtube.com/watch?v=wTi8yLyHeb8,2022-03-03
3,2,Srivalli,Javed Ali,8,19781358,-0.28%,https://www.youtube.com/watch?v=hcMzwMrr1tE,2022-03-03
4,6,Pushpa: Saami Saami,Allu Arjun & Rashmika Mandanna,8,19202057,-0.13%,https://www.youtube.com/watch?v=vdY5SFZBgnk,2022-03-03
5,n/a,Raataan Lambiyan,Jubin Nautiyal & Asees Kaur & Tanishk Bagchi,24,18387836,n/a,https://www.youtube.com/watch?v=gvyUuxdRdR4,2022-03-03
6,11,Karim Mahmoud Abdelaziz Ft Mohamed Osama |  الغزالة رايقة -  كريم محمود عبد العزيز ومحمد أسامة,Karim Mahmoud Abdelaziz,9,16123864,0.01%,https://www.youtube.com/watch?v=-kC9ZRTR6D4,2022-03-03
7,8,Oo Bolega ya Oo Oo Bolega,Kanika Kapoor,8,14602560,-0.23%,https://www.youtube.com/watch?v=sqmNziU3OxQ,2022-03-03
8,9,Kalaavathi - Music Video | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S | Parasuram,Saregama Telugu,3,14424707,-0.19%,https://www.youtube.com/watch?v=Vbu44JdN12s,2022-03-03
9,12,Malvada,Zé Felipe,5,13873441,-0.06%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-03-03
10,52,Gangubai Kathiawadi | Dholida | Sanjay Leela Bhansali | Alia Bhatt | Official Video | Ajay Devgn,Saketh & Sanjay Leela Bhansali & Aswhini Chepuri & Sahithi Komanduri & P Sathya Yamini & V Pavani & Uma Neha & Harini Ivaturi,3,13605485,0.87%,https://www.youtube.com/watch?v=Jh_VKJAEnUY,2022-03-03
11,n/a,Residente: Bzrp Music Sessions Vol. 49,Bizarrap & Residente,1,12531166,n/a,https://www.youtube.com/watch?v=HO73gUhiYe0,2022-03-03
12,n/a,Jaan Hai Meri Song: Radhe Shyam | Prabhas Pooja Hegde | Armaan M Amaal M Rashmi Virag Bhushan K,Armaan Malik,1,11785349,n/a,https://www.youtube.com/watch?v=nyKqttrmMS0,2022-03-03
13,18,Desesperados,Rauw Alejandro & Chencho Corleone,10,11270842,0.02%,https://www.youtube.com/watch?v=K9mTSekTktw,2022-03-03
14,17,Malvadão 3,Xamã,10,11093740,-0.01%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-03-03
15,n/a,Yeh Dil Aashiqana | Kumar Sanu | Alka Yagnik | Yeh Dil Aashiqana | 2002 | Romantic Song,Evergreen Bollywood Hits,1,10744391,n/a,https://www.youtube.com/watch?v=JBW7lN6YA-I,2022-03-03
16,16,Raja Ji Khoon Kaida,Shilpi Raj,7,10343424,-0.08%,https://www.youtube.com/watch?v=nbU9fQFi5fY,2022-03-03
