Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,1,LALISA,LISA,2,43045974,-0.73%,https://www.youtube.com/watch?v=awkkyBH2zEo,2021-09-23
2,2,Raataan Lambiyan,Jubin Nautiyal & Asees Kaur & Tanishk Bagchi,8,28683472,-0.05%,https://www.youtube.com/watch?v=gvyUuxdRdR4,2021-09-23
3,4,STAY (Official Video),Justin Bieber & The Kid Laroi,11,22442240,-0.05%,https://www.youtube.com/watch?v=kTJczUoc26U,2021-09-23
4,n/a,Sticker,NCT 127,1,17732462,n/a,https://www.youtube.com/watch?v=1oYWnbTSang,2021-09-23
5,8,Lyric Video |Shershaah|Sidharth Kiara|Tanishk B.|Jubin|Asees,Jubin Nautiyal & Asees Kaur & Tanishk Bagchi,4,17688485,-0.02%,https://www.youtube.com/watch?v=orYf6VDtj_k,2021-09-23
6,7,Bachpan Ka Pyaar,Badshah & Aastha Gill & Sahdev Dirdo & Rico,7,16130570,-0.16%,https://www.youtube.com/watch?v=k7QniTYNsmQ,2021-09-23
7,n/a,Bad Boy x Bad Girl,Badshah,1,14742065,n/a,https://www.youtube.com/watch?v=9v5-9ovoTGE,2021-09-23
8,10,Param Sundari,Shreya Ghoshal & A.R. Rahman,10,14711428,-0.09%,https://www.youtube.com/watch?v=w4ClQO0FFQg,2021-09-23
9,12,Life Goes On,Oliver Tree,4,13825195,-0.01%,https://www.youtube.com/watch?v=8F2s8ivKXNY,2021-09-23
10,3,Kanta Laga,Tony Kakkar & Yo Yo Honey Singh & Neha Kakkar,3,13049108,-0.53%,https://www.youtube.com/watch?v=vMwjT26baE0,2021-09-23
11,16,Sakhiyan2.0,Maninder Buttar Zara Khan,6,12976950,0.07%,https://www.youtube.com/watch?v=PO6nynliE0Q,2021-09-23
12,94,Love Nwantiti (Acoustic Version),CKay,2,12297971,1.15%,https://www.youtube.com/watch?v=QEbBuW8u1bA,2021-09-23
13,28,INDUSTRY BABY (Official Video),Jack Harlow & Lil Nas X,9,12130895,0.35%,https://www.youtube.com/watch?v=UTHLKHL_whs,2021-09-23
14,15,Paani Paani - Lofi,Badshah & Aastha Gill,15,11860124,-0.03%,https://www.youtube.com/watch?v=nFjVlf2r9_Q,2021-09-23
15,17,Pepas (Audio),Farruko,10,11583039,-0.01%,https://www.youtube.com/watch?v=kcYS_cUwr-8,2021-09-23
16,13,Manike Mage Hithe,Chamath Sangeeth & Yohani & Satheeshan,7,11382657,-0.13%,https://www.youtube.com/watch?v=PgCliOxl41o,2021-09-23
17,18,Ranjha (From “Shershaah”),B Praak & Jasleen Royal,7,10601155,-0.07%,https://www.youtube.com/watch?v=V7LwfY5U5WI,2021-09-23
18,21,Barsaat Ki Dhun,Anu Malik & Jubin Nautiyal & Rochak Kohli,10,10499847,-0.05%,https://www.youtube.com/watch?v=YIucrdfR6rI,2021-09-23
19,22,Filhaal2 Mohabbat | Akshay Kumar Ft Nupur Sanon | Ammy Virk | BPraak | Jaani | Arvindr Khaira,DM - Desi Melodies,12,10198770,-0.05%,https://www.youtube.com/watch?v=DUwlGduupRI,2021-09-23
20,20,Qué Más Pues? (Official Video),J Balvin & Maria Becerra,17,9893639,-0.11%,https://www.youtube.com/watch?v=zisuhZqTeH4,2021-09-23
21,23,Yonaguni,Bad Bunny,16,9783960,-0.07%,https://www.youtube.com/watch?v=doLMt10ytHY,2021-09-23
22,27,You're Welcome,Dwayne Johnson,23,9572216,0.06%,https://www.youtube.com/watch?v=79DijItQXMM,2021-09-23
23,24,Permission to Dance,BTS,11,9127273,-0.08%,https://www.youtube.com/watch?v=CuklIb9d3fI,2021-09-23
24,34,Lyric Video |Mimi |KritiPankaj T .|A.R. Rahman |Shreya Amitabh,Shreya Ghoshal & A.R. Rahman,4,9061501,0.04%,https://www.youtube.com/watch?v=DJelsGw2bS8,2021-09-23
25,n/a,"Per Vachaalum Vaikkaama (From ""Dikkiloona"")",S. Janaki & Yuvan Shankar Raja & Ilaiyaraaja & Malaysia Vasudevan,1,9039761,n/a,https://www.youtube.com/watch?v=-BUDo3mow00,2021-09-23
26,79,Love Nwantiti Remix [Ah Ah Ah],CKay,2,8938548,0.51%,https://www.youtube.com/watch?v=D-YDEyuDxWU,2021-09-23
27,26,EL MAKINON (Official Video),KAROL G & Mariah Angeliq,26,8638102,-0.05%,https://www.youtube.com/watch?v=2jYEz66J_J4,2021-09-23
28,n/a,Mere Warga (LoFi),Kaka,1,8526688,n/a,https://www.youtube.com/watch?v=e-TuBq5QTO0,2021-09-23
29,30,52 Gaj Ka Daman,Renuka Panwar & MJ,38,8515418,-0.04%,https://www.youtube.com/watch?v=CZt-rVn2BJs,2021-09-23
30,33,Todo De Ti,Rauw Alejandro,18,8453190,-0.03%,https://www.youtube.com/watch?v=CFPLIaMpGrY,2021-09-23
31,54,Terre Pyaar Mein,Himesh Reshammiya,5,8425887,0.18%,https://www.youtube.com/watch?v=ia5CdcuqSWk,2021-09-23
32,42,Le Lo Pudina,Pawan Singh,16,8384031,0.02%,https://www.youtube.com/watch?v=ua-bwaciKAM,2021-09-23
33,29,Aventura Bad Bunny - Volví (Video Oficial),Aventura & Bad Bunny & Romeo Santos,8,8312636,-0.07%,https://www.youtube.com/watch?v=ayd3yWr4tqU,2021-09-23
