Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,n/a,Oo Chollunno Oo Oo Chollunno,Remya Nambeesan,1,38029163,n/a,https://www.youtube.com/watch?v=u6BoyOceiPE,2021-12-16
2,4,Bijlee Bijlee,Harrdy Sandhu,7,23414397,0.24%,https://www.youtube.com/watch?v=NwdQx2P_ytk,2021-12-16
3,5,MONEY (PERFORMANCE VIDEO),BLACKPINK,13,17350218,-0.05%,https://www.youtube.com/watch?v=dNCWe_6HAM8,2021-12-16
4,n/a,पानी पानी भोजपुरी |  Paani Paani Bhojpuri Gana,Badshah & Khesari Lal Yadav & Rini Chandra,1,17107468,n/a,https://www.youtube.com/watch?v=Sdrl4wanYIQ,2021-12-16
5,8,Dil Galti Kar Baitha Hai,Shardul Rathod & Jubin Nautiyal & Meet Bros.,12,17070786,0.1%,https://www.youtube.com/watch?v=1--qqQrimMA,2021-12-16
6,7,Aashiqui Aa Gayi,Arijit Singh,3,15989246,0.02%,https://www.youtube.com/watch?v=c-NaCU2n8jg,2021-12-16
7,3,Kusu Kusu,Zahrah S Khan & Dev Negi,6,15699316,-0.26%,https://www.youtube.com/watch?v=RgzLnmTaCAU,2021-12-16
8,13,#Video | हमके दुल्हिन बनालS | #Ankush Raja #Shilpi Raj | #Pallavi Giri | Bhojpuri Hit Song,Ankush Raja Official,5,15190534,0.16%,https://www.youtube.com/watch?v=AICC6h2FxJo,2021-12-16
9,11,Tum Tum,Thaman S & Harini Ivaturi,5,14619015,0.08%,https://www.youtube.com/watch?v=tYSrY4iPX6w,2021-12-16
10,12,VIDEO | Bullet Pa Jija | Vinay Pandey Sanu Shilpi Raj | Devigeet,Shilpi Raj & Samar Singh,7,13587325,0.01%,https://www.youtube.com/watch?v=ClWH9LfCeks,2021-12-16
11,n/a,Tumsa Koi Pyaara,Pawan Singh & Priyanka Singh,1,13518125,n/a,https://www.youtube.com/watch?v=EGClflI6UE8,2021-12-16
12,10,All I Want for Christmas Is You (Make My Wish Come True Edition),Mariah Carey,12,13389835,-0.04%,https://www.youtube.com/watch?v=aAkMkVFwAoo,2021-12-16
