Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,4,Tusa (Official Video),KAROL G & Nicki Minaj,10,40736460,0.26%,https://www.youtube.com/watch?v=tbneQDc2H3I
2,1,Yummy (Official Video),Justin Bieber,2,38345029,0.03%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
3,3,Dance Monkey,Tones And I,18,35157776,0.03%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
4,n/a,Life Is Good (Official Music Video),Future,1,26447625,n/a,https://www.youtube.com/watch?v=l0U7SxXHkPY
5,n/a,Rare (Official Music Video),Selena Gomez,1,25808014,n/a,https://www.youtube.com/watch?v=ia1iuXbEaYQ
6,5,Illegal Weapon 2.0,Garry Sandhu & Jasmine Sandlas,2,25277502,-0.09%,https://www.youtube.com/watch?v=zjMtaw2mrrc
7,n/a,Dame Tu Cosita,El Chombo,48,22736119,n/a,https://www.youtube.com/watch?v=FzG4uDgje3M
8,6,Muqabla,T-Series,2,19381072,0.05%,https://www.youtube.com/watch?v=IVMquMDUQZY
9,8,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,26,19106511,0.08%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
10,25,#Video - लहंगा लखनऊआ - #Khesari Lal Yadav  #Antra Singh Priyanka - Bhojpuri Songs 2020,DJ SNB IND & Khesari Lal Yadav & Antra Singh Priyanka & Creative Academy,2,18956422,0.76%,https://www.youtube.com/watch?v=BcU2lA99UP0
11,7,Black Eyed Peas J Balvin - RITMO (Bad Boys For Life) (Official Music Video),J Balvin & Black Eyed Peas,14,18484622,0.01%,https://www.youtube.com/watch?v=EzKkl64rRbM
12,11,Lehanga,Jass Manak,23,17286189,0.08%,https://www.youtube.com/watch?v=RKioDWlajvo
13,14,Sigues Con El,Dimelo Flow & Arcángel,5,17207553,0.24%,https://www.youtube.com/watch?v=VRUjdlCynU0
14,9,Que Tire Pa Lante,Daddy Yankee,13,17206945,0.04%,https://www.youtube.com/watch?v=fAgvmh1jaCE
15,31,Superstar,Vibhor Parashar & Neha Kakkar,2,16325560,0.68%,https://www.youtube.com/watch?v=IuL-IN2mkbo
16,34,Ramuloo Ramulaa,Anurag Kulkarni Mangli,12,16282184,0.76%,https://www.youtube.com/watch?v=wFAj0pW6xX0
17,10,Con Altura (Official Video),ROSALÍA,42,15927494,-0.02%,https://www.youtube.com/watch?v=p7bfOZek9t4
18,29,Tala,Sarah Geronimo,2,14564999,0.43%,https://www.youtube.com/watch?v=ahpmuikko3U
19,n/a,Morado (Official Video),J Balvin,1,14184024,n/a,https://www.youtube.com/watch?v=d5ZVaWxkAaQ
20,13,Old Town Road (Official Video),Lil Nas X,24,14070171,0%,https://www.youtube.com/watch?v=r7qovpFAGrQ
21,15,Garmi,Badshah & Neha Kakkar,2,13939353,0.01%,https://www.youtube.com/watch?v=q_0uF80IZXM
22,n/a,Old Skool,Prem Dhillon & Sidhu Moose Wala,1,13656186,n/a,https://www.youtube.com/watch?v=hBlO1i_WTiY
23,16,Memories (Official Video),Maroon 5,15,13426752,0%,https://www.youtube.com/watch?v=SlPhMPnQ58k
