Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,La Bebe (Remix),Yng Lvcas & Peso Pluma,10,27905803,-0.12%,https://www.youtube.com/watch?v=3mchJ-EW9rM
2,n/a,PESO PLUMA: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,1,25233285,n/a,https://www.youtube.com/watch?v=v5_SYkFpFiY
3,3,un x100to,Grupo Frontera & Bad Bunny,7,24786843,-0.17%,https://www.youtube.com/watch?v=3inw26U-os4
4,1,Acróstico (Official Video),Shakira,3,23816878,-0.39%,https://www.youtube.com/watch?v=PWmJhh_qTSY
5,5,TQG,Shakira & KAROL G,14,20483181,0.01%,https://www.youtube.com/watch?v=jZGpkLElSu8
6,4,Ella Baila Sola,Eslabón Armado & Peso Pluma,8,19981061,-0.09%,https://www.youtube.com/watch?v=lZiaYpD9ZrI
7,n/a,Ram Siya Ram,Sachet Tandon & Parampara Tandon,1,18013063,n/a,https://www.youtube.com/watch?v=GXWfue9VhTY
8,7,Idol,YOASOBI,6,17385275,0.02%,https://www.youtube.com/watch?v=ZRtdQ81jPUQ
9,n/a,Zihaal e Miskin,Javed - Mohsin & Vishal Mishra & Shreya Ghoshal,1,16586160,n/a,https://www.youtube.com/watch?v=11OWuPcElJw
10,6,Kya Loge Tum,B Praak & Jaani,3,16459614,-0.1%,https://www.youtube.com/watch?v=cAMHx-m9oh8
11,47,Phir Aur Kya Chahiye,Arijit Singh & Sachin–Jigar,2,16113078,1.2%,https://www.youtube.com/watch?v=8sLS2knUa6Y
12,9,Flower,JISOO & BLACKPINK,9,14553452,-0.1%,https://www.youtube.com/watch?v=YudHcBIxlYw
13,10,Asheq Majnoon,Mahmoud Al Turky,4,13609210,-0.1%,https://www.youtube.com/watch?v=mbrjP5UDL64
14,21,Calm Down,Rema & Selena Gomez,39,13283702,0.19%,https://www.youtube.com/watch?v=WcIcVapfqXw
15,11,Jhoome Jo Pathaan,Vishal - Shekhar & Arijit Singh & Sukriti Kakkar & Vishal Dadlani & Sheykhar Ravjiani,23,12865924,-0.08%,https://www.youtube.com/watch?v=YxWlaYCA8MU
16,n/a,Bye,Peso Pluma,1,12771408,n/a,https://www.youtube.com/watch?v=8ttz1wdViys
17,n/a,Karma (Official Music Video),Taylor Swift ft. Ice Spice,1,12422231,n/a,https://www.youtube.com/watch?v=XzOvgu3GPwY
18,17,Queencard,(G)I-DLE,3,10992404,-0.05%,https://www.youtube.com/watch?v=7HDeem-JaSY
19,12,Piyar Farak Wali,Pawan Singh & Anupma Yadav,4,10585987,-0.21%,https://www.youtube.com/watch?v=28sBcgnd8kg
20,15,Classy 101,Feid & Young Miko,9,10027307,-0.17%,https://www.youtube.com/watch?v=cD5T1Y4b7wA
21,18,Pobre Corazón (Ao Vivo),Ke Personajes,13,9905569,-0.13%,https://www.youtube.com/watch?v=Dcow-Jp3Ak4
22,23,Flowers,Miley Cyrus,20,9842976,-0.05%,https://www.youtube.com/watch?v=G7KNmW9a75Y
23,n/a,Si Se Da (Remix),Myke Towers & Farruko & Arcangel & Sech & Zion,45,9673603,n/a,https://www.youtube.com/watch?v=CbEst0K063c
24,13,Un Finde | CROSSOVER #2,Ke personajes & FMK & BIG ONE,8,9666275,-0.27%,https://www.youtube.com/watch?v=d2HmiKVoTNA
25,n/a,Typa Girl,BLACKPINK,1,9612954,n/a,https://www.youtube.com/watch?v=z9tifvQSu-g
26,n/a,idol (English Ver. ),YOASOBI,1,9461582,n/a,https://www.youtube.com/watch?v=RkjSfZ30GM4
27,34,M.A (Remix),La Joaqui & Callejero Fino & BM,8,9206826,0.13%,https://www.youtube.com/watch?v=PTfntSlhnwY
28,26,PRC,Peso Pluma & Natanael Cano,3,9196359,-0.06%,https://www.youtube.com/watch?v=kJflWOiAc6I
29,8,WHERE SHE GOES,Bad Bunny,2,9173037,-0.44%,https://www.youtube.com/watch?v=bef8QLNHubw
30,19,Nosso Quadro,Ana Castela,13,9170027,-0.18%,https://www.youtube.com/watch?v=r9GrcxTGNWg
31,36,Qué Onda Perdida,Grupo Firme & Gerardo Coronel,9,9116540,0.14%,https://www.youtube.com/watch?v=1WPWhghNipM
32,32,Yandel 150,Yandel & Feid,21,8882935,0.04%,https://www.youtube.com/watch?v=WHejvUhX6rk
33,16,Qué Agonía,Ángela Aguilar & Yuridia,32,8425558,-0.27%,https://www.youtube.com/watch?v=Q8xIa7KcI1A
34,39,People (Official Video),Libianca,13,8410442,0.09%,https://www.youtube.com/watch?v=rJWdfDPZ9Ck
35,24,Frágil (Official Video),Yahritza Y Su Esencia & Grupo Frontera,8,8346173,-0.18%,https://www.youtube.com/watch?v=FJ0CRDzsuCs
36,28,Chanel,Becky G & Peso Pluma,7,8285642,-0.13%,https://www.youtube.com/watch?v=b2wQtu9YnWk
37,35,All My Life,Lil Durk,3,8184579,0.01%,https://www.youtube.com/watch?v=Z4N8lzKNfy4
38,29,Kahani Suno,Kaifi Khalil,23,8068052,-0.12%,https://www.youtube.com/watch?v=_XBVWlI8TsQ
39,27,QUE VUELVAS,Grupo Frontera & Carin Leon,24,7937959,-0.18%,https://www.youtube.com/watch?v=gG3516BF5_w
40,n/a,Ella y Yo,Aventura,3,7936360,n/a,https://www.youtube.com/watch?v=Lg_Pn45gyMs
41,22,Frágil,Yahritza Y Su Esencia & Grupo Frontera,3,7862808,-0.29%,https://www.youtube.com/watch?v=MtPgcgcZZEc
42,42,Por Las Noches,Peso Pluma,15,7738406,0.01%,https://www.youtube.com/watch?v=acr5b7ZanDA
43,87,Qué Onda Perdida,Gerardo Coronel,9,7302780,0.39%,https://www.youtube.com/watch?v=_ETK2KUSMTs
44,33,Shorty Party,Cartel De Santa & La Kelly,13,7282694,-0.13%,https://www.youtube.com/watch?v=1ooy2CyFLH4
45,44,Chulhi Me Jhok Di,Shivani Singh,5,7171140,-0.05%,https://www.youtube.com/watch?v=T726GDVpA0Q
46,n/a,Maan Meri Jaan,King,27,7082982,n/a,https://www.youtube.com/watch?v=VuG7ge_8I2Y
47,n/a,Hotel California (Live at Capital Centre Washington D.C. 3/21/1977),Eagles,3,7046569,n/a,https://www.youtube.com/watch?v=09839DpTctU
48,25,En La Intimidad,Emilia & Callejero Fino & BIG ONE,16,7046558,-0.29%,https://www.youtube.com/watch?v=YgrwMV6DT5Y
49,n/a,Dance The Night (From Barbie The Album),Dua Lipa,1,7043424,n/a,https://www.youtube.com/watch?v=OiC1rgCPmUQ
50,40,Cupid (Twin Version),FIFTY FIFTY,9,7041329,-0.09%,https://www.youtube.com/watch?v=Qc7_zRjH808
