Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,3,Amorfoda,Bad Bunny,3,86180160,0.23%,https://www.youtube.com/watch?v=kLpH1nSLJSs
2,1,El Farsante (Remix),Ozuna & Romeo Santos,5,66647774,-0.07%,https://www.youtube.com/watch?v=wfWkmURBNv8
3,2,Dura,Daddy Yankee,6,63143808,-0.11%,https://www.youtube.com/watch?v=sGIm0-dQd8M
4,4,Échame La Culpa,Luis Fonsi & Demi Lovato,15,54969078,-0.08%,https://www.youtube.com/watch?v=TyHvyGVs42U
5,7,God's Plan,Drake,2,53316419,0.34%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM
6,5,Corazón (Official Video),Maluma,12,49157713,-0.1%,https://www.youtube.com/watch?v=GmHrjFIWl6U
7,6,Havana (Audio),Camila Cabello,22,35355274,-0.13%,https://www.youtube.com/watch?v=HCjNJDNzw8Y
8,8,Shape of You,Ed Sheeran,57,35183909,-0.09%,https://www.youtube.com/watch?v=JGwWNGJdvx8
9,9,Déjala Que Vuelva,Piso 21,19,34895406,-0.04%,https://www.youtube.com/watch?v=y7d9VLRO3vc
10,10,Síguelo bailando,Ozuna,16,33536633,-0.02%,https://www.youtube.com/watch?v=Dvpd9_5vuks
11,13,Perfect,Ed Sheeran,17,32524003,0.16%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
12,n/a,Sobredosis (Official Video),Romeo Santos,1,30500657,n/a,https://www.youtube.com/watch?v=JNkTNAknE4I
13,14,Despacito,Luis Fonsi,59,25850087,-0.04%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
14,57,Bom Diggy,Jasmin Walia & Zack Knight,3,23708249,0.77%,https://www.youtube.com/watch?v=yIIGQB6EMAM
15,12,Envolvimento,MC Loma e as Gêmeas Lacração,3,22626757,-0.22%,https://www.youtube.com/watch?v=lgJOJAmXlBw
16,19,,,6,21514723,0%,n/a
17,n/a,Ahora,J Balvin,1,21344450,n/a,https://www.youtube.com/watch?v=BQ31l1gPGKM
18,23,Esperándote,Manuel Turizo,12,21189677,0.01%,https://www.youtube.com/watch?v=ooHII67__Sg
19,29,Todo Comienza en la Disco,Wisin,3,20570674,0.12%,https://www.youtube.com/watch?v=nI1YOQxJIHs
20,18,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,28,20260766,-0.08%,https://www.youtube.com/watch?v=VqEbCxg2bNI
21,20,No Hay Nadie Más (Official Video),Sebastián Yatra,5,20214615,-0.05%,https://www.youtube.com/watch?v=sD9_l3oDOag
22,26,Bella (Remix),Maluma & Wolfine,5,20131478,0.03%,https://www.youtube.com/watch?v=jjuSfhYiup8
23,22,Me Niego,Reik,2,20116536,-0.04%,https://www.youtube.com/watch?v=JyqD_zfXfi8
24,21,Lahore (From "Lahore"),Guru Randhawa,11,19590998,-0.07%,https://www.youtube.com/watch?v=dZ0fwJojhrs
25,11,Finesse (remix),Bruno Mars,9,18911506,-0.4%,https://www.youtube.com/watch?v=LsoLEjrDogU
26,25,New Rules,Dua Lipa,34,18813647,-0.07%,https://www.youtube.com/watch?v=k2qgadSvNyU
27,n/a,La player (Bandolera),Zion & Lennox,1,18528148,n/a,https://www.youtube.com/watch?v=0XElmYomloA
28,24,River,Eminem,2,17628593,-0.15%,https://www.youtube.com/watch?v=wfWIs2gFTAM
29,15,Solita,DJ Luian & Almighty & Mambo Kingz,6,17557139,-0.33%,https://www.youtube.com/watch?v=j-sz8M8gc6U
30,28,Amantes,Greeicy,11,17543054,-0.06%,https://www.youtube.com/watch?v=t_shSXXV91w
31,27,Joga O Bum Bum Tam Tam,MC Fioti,44,17498536,-0.09%,https://www.youtube.com/watch?v=_P7S2lKif-A
32,n/a,Hori Khele Raghuveera,Sukhwinder Singh & Amitabh Bachchan & Udit Narayan & Alka Yagnik,1,16060183,n/a,https://www.youtube.com/watch?v=87FYp3YLEBM
33,17,Tonta,R.K.M & Ken-Y,3,15741045,-0.3%,https://www.youtube.com/watch?v=VTzD0jNdrmo
34,n/a,Psycho,Post Malone,1,15729838,n/a,https://www.youtube.com/watch?v=MGYJuETPQEg
35,33,Una Lady Como Tú,Manuel Turizo,34,15349296,-0.09%,https://www.youtube.com/watch?v=VYtJAuoZxcc
36,46,Meant to Be,Bebe Rexha,17,15337244,0.04%,https://www.youtube.com/watch?v=zDo0H8Fm7d0
37,32,Gucci Gang,Lil Pump,19,15299330,-0.11%,https://www.youtube.com/watch?v=4LfJnj66HVQ
38,44,Say Something (Official Video),Justin Timberlake,5,15243670,0.01%,https://www.youtube.com/watch?v=8MPbR6Cbwi4
39,37,Mayores (Official Video),Becky G,33,15189169,-0.05%,https://www.youtube.com/watch?v=GMFewiplIbw
40,42,Apelido Carinhoso,Gusttavo Lima,8,15066368,-0.02%,https://www.youtube.com/watch?v=B9Mi1-qn_PQ
41,39,Thunder,Imagine Dragons,34,14981011,-0.06%,https://www.youtube.com/watch?v=fKopy74weus
42,34,Sensualidad,Bad Bunny & Prince Royce & J Balvin & Hear This Music,17,14771785,-0.11%,https://www.youtube.com/watch?v=ovX1HloCgdA
43,36,Look Alive,BlocBoy JB,3,14661522,-0.09%,https://www.youtube.com/watch?v=NV-3s2wwC8c
44,51,Stressed Out,twenty one pilots,57,14408159,0.03%,https://www.youtube.com/watch?v=pXRviuL6vMY
45,71,,,2,13853879,0.17%,n/a
46,n/a,Fiebre (Official Video),Ricky Martin,1,13760788,n/a,https://www.youtube.com/watch?v=5sU5y9aMzB0
47,58,See You Again,Wiz Khalifa,106,13593459,0.02%,https://www.youtube.com/watch?v=RgKAFK5djSk
48,56,Robarte un Beso (Official Video),Sebastián Yatra & Carlos Vives,31,13578383,0.01%,https://www.youtube.com/watch?v=Mtau4v6foHA
49,50,Mi Gente (Official Video),J Balvin Willy William,35,13558161,-0.04%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
50,38,เธอเปลี่ยนไป,Boy Peacemaker,4,13420205,-0.16%,https://www.youtube.com/watch?v=xjvRvSV8yEM
51,47,Too Good At Goodbyes,Sam Smith,24,13239614,-0.09%,https://www.youtube.com/watch?v=J_ub7Etch2U
52,43,All the Stars,Kendrick Lamar & SZA,3,13234985,-0.13%,https://www.youtube.com/watch?v=JQbjS0_ZfJ0
53,53,Thinking out Loud,Ed Sheeran,101,13228922,-0.04%,https://www.youtube.com/watch?v=lp-EO5I60KA
54,72,Dil Chori,Simar Kaur & Ishers & Yo Yo Honey Singh,10,13168080,0.11%,https://www.youtube.com/watch?v=xWi8nDUjHGA
55,n/a,Oh Quem Voltou,Dani Russo & POCAH,1,12756961,n/a,https://www.youtube.com/watch?v=jjdTRQ_CiFA
56,49,Swag Se Swagat,Julius Packiam & Neha Bhasin & Vishal - Shekhar,15,12686953,-0.11%,https://www.youtube.com/watch?v=xmU0s2QtaEY
57,70,Quiero repetir,Ozuna,10,12669689,0.05%,https://www.youtube.com/watch?v=zkOU-IBGsR0
58,35,Amantes de una Noche,Bad Bunny & Natti Natasha,7,12634775,-0.24%,https://www.youtube.com/watch?v=FVRPzwb1Vi4
59,55,Me Rehúso,Danny Ocean,45,12559234,-0.07%,https://www.youtube.com/watch?v=aDCcLQto5BM
60,76,IDGAF,Dua Lipa,7,12448157,0.09%,https://www.youtube.com/watch?v=Mgfe5tIwOj0
61,65,Ta Tum Tum,MC Kevinho & Simone & Simaria,5,12177754,-0.02%,https://www.youtube.com/watch?v=xzvZfUwy2LQ
62,61,Young Dumb & Broke (Official Video),Khalid,20,12124077,-0.05%,https://www.youtube.com/watch?v=IPfJnp1guPc
63,59,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,17,12093259,-0.07%,https://www.youtube.com/watch?v=7UO0O6ADu4Q
