Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,You & Me,JENNIE,1,26843376,n/a,https://www.youtube.com/watch?v=eQNHDV7lKgE
2,16,Milo J: Bzrp Music Sessions Vol. 57,Milo j & Bizarrap,2,18368173,0.76%,https://www.youtube.com/watch?v=_6XzJPyAJDI
3,3,Según Quién,Maluma & Carin Leon,4,15019723,0%,https://www.youtube.com/watch?v=69lO08ar-mI
4,4,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,10,14685006,0%,https://www.youtube.com/watch?v=Vr1M_l-1wjc
5,2,Chaleya,Arijit Singh & Shilpa Rao,9,14563843,-0.11%,https://www.youtube.com/watch?v=VAdGW7QDJiU
6,5,MI EX TENÍA RAZÓN (Official Video),KAROL G,9,13972944,-0.02%,https://www.youtube.com/watch?v=VBcs8DZxBGc
7,9,La Bebe (Remix),Yng Lvcas & Peso Pluma,29,12478182,-0.03%,https://www.youtube.com/watch?v=3mchJ-EW9rM
8,10,LALA,Myke Towers,11,12421880,-0.02%,https://www.youtube.com/watch?v=BVdngsy95mY
9,8,Primera Cita,Carin Leon,15,11657606,-0.1%,https://www.youtube.com/watch?v=jhMiIUb2GEA
10,6,Heeriye (Official Video) Jasleen Royal ft Arijit Singh| Dulquer Salmaan| Aditya Sharma |Taani Tanvir,Jasleen Royal,9,11526982,-0.17%,https://www.youtube.com/watch?v=RLzC55ai0eo
11,100,Si No Estás,iñigo quintero,2,11487492,1.56%,https://www.youtube.com/watch?v=vldYYjCQ7jc
12,1,3D,Jung Kook,2,11129765,-0.63%,https://www.youtube.com/watch?v=mHNCM-YALSA
13,14,un x100to,Grupo Frontera & Bad Bunny,26,10918537,-0.08%,https://www.youtube.com/watch?v=3inw26U-os4
14,12,Por Mi México (Remix),MC Davo & Dharius & C-Kan & Lefty Sm & Neto Peña & Santa Fe Klan,6,10511893,-0.13%,https://www.youtube.com/watch?v=HEi7DYfYIXg
15,7,Kuley Kuley,Yo Yo Honey Singh & Apache Indian,4,10481192,-0.22%,https://www.youtube.com/watch?v=z3LZbS6pM3M
16,24,DENTRO DA HILUX,Mc Daniel & Luan Pereira & MC Ryan SP,6,10462345,0.08%,https://www.youtube.com/watch?v=HZli8pArLSE
17,18,Let's Go 4,DJ GBR & Mc IG & MC Ryan SP & MC PH & Mc Davi & Mc Luki & MC Don Juan & Mc Kadu & TrapLaudo & MC GP,4,10389049,0.01%,https://www.youtube.com/watch?v=zG5gWncAhls
18,21,TQG,Shakira & KAROL G,33,9909021,0%,https://www.youtube.com/watch?v=jZGpkLElSu8
