Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,TQG,Shakira & KAROL G,5,39925594,-0.14%,https://www.youtube.com/watch?v=jZGpkLElSu8
2,n/a,Like Crazy,Jimin,1,23310038,n/a,https://www.youtube.com/watch?v=nOI67IDlNMQ
3,3,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,12,20050951,-0.12%,https://www.youtube.com/watch?v=CocEMWdc7Ck
4,6,Bzrp Music Sessions Vol. 54,Arcángel & Bizarrap,2,18539484,0.15%,https://www.youtube.com/watch?v=ntCZjb_AAWE
5,n/a,BESO,ROSALÍA & Rauw Alejandro,1,16801748,n/a,https://www.youtube.com/watch?v=QXQQAsIhHMw
6,5,Flowers,Miley Cyrus,11,16544842,-0.11%,https://www.youtube.com/watch?v=G7KNmW9a75Y
7,16,Ella Baila Sola,Eslabón Armado & Peso Pluma,2,16120166,0.41%,https://www.youtube.com/watch?v=lSrLb_rERdI
8,4,Jhoome Jo Pathaan,Vishal - Shekhar & Arijit Singh & Sukriti Kakkar & Vishal Dadlani & Sheykhar Ravjiani,14,15867744,-0.28%,https://www.youtube.com/watch?v=YxWlaYCA8MU
9,8,En La Intimidad,Emilia & Callejero Fino & BIG ONE,7,14402652,0.03%,https://www.youtube.com/watch?v=YgrwMV6DT5Y
10,2,Set Me Free Pt.2,Jimin,2,13847730,-0.62%,https://www.youtube.com/watch?v=UaywgAqcLxI
11,7,Shorty Party,Cartel De Santa & La Kelly,4,12955493,-0.18%,https://www.youtube.com/watch?v=1ooy2CyFLH4
12,13,Qué Agonía,Ángela Aguilar & Yuridia,23,12753986,0.02%,https://www.youtube.com/watch?v=Q8xIa7KcI1A
13,10,Yandel 150,Yandel & Feid,12,12444089,-0.05%,https://www.youtube.com/watch?v=WHejvUhX6rk
14,9,Calm Down,Rema & Selena Gomez,30,12008179,-0.13%,https://www.youtube.com/watch?v=WcIcVapfqXw
15,14,QUE VUELVAS,Grupo Frontera & Carin Leon,15,11715550,-0.04%,https://www.youtube.com/watch?v=gG3516BF5_w
16,12,Mientras Me Curo Del Cora,KAROL G,4,11152770,-0.12%,https://www.youtube.com/watch?v=37wmW9kYAlQ
17,27,Vacilão,Zé Felipe & Igow & Wesley Safadão,2,10255361,0.1%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q
18,17,Boy’s a liar Pt. 2,PinkPantheress & Ice Spice,8,9642943,-0.11%,https://www.youtube.com/watch?v=oftolPu9qp4
19,11,Maan Meri Jaan,King,20,9603251,-0.24%,https://www.youtube.com/watch?v=VuG7ge_8I2Y
20,23,Chamkeela Angeelesi - Rainy Lofi,Dhee & Ram Miriyala & Santhosh Narayanan,3,9454614,-0.06%,https://www.youtube.com/watch?v=9O-mBYAqM1c
21,19,Dhani Ho Sab Dhan,Pawan Singh & Shivani Singh,7,9429663,-0.1%,https://www.youtube.com/watch?v=fk_VS8Y6jOA
22,30,Pobre Corazón (Ao Vivo),Ke Personajes,4,9260156,0.07%,https://www.youtube.com/watch?v=Dcow-Jp3Ak4
