Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,12,Corazón (Official Video),Maluma,2,60527766,0.79%,https://www.youtube.com/watch?v=GmHrjFIWl6U
2,2,Perfect,Ed Sheeran,7,55904528,0.11%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
3,1,Échame La Culpa,Luis Fonsi & Demi Lovato,5,53549281,-0.13%,https://www.youtube.com/watch?v=TyHvyGVs42U
4,4,Havana (Audio),Camila Cabello,12,45752236,0.05%,https://www.youtube.com/watch?v=HCjNJDNzw8Y
5,3,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,18,44615599,-0.01%,https://www.youtube.com/watch?v=VqEbCxg2bNI
6,9,Dusk Till Dawn (Official Video),ZAYN,16,39669805,0.05%,https://www.youtube.com/watch?v=tt2k8PGm-TI
7,7,Despacito,Luis Fonsi,49,39082429,0.02%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
8,n/a,Vai malandra (Participação especial Tropkillaz e DJ Yuri Martins),Anitta & Maejor,1,37756125,n/a,https://www.youtube.com/watch?v=kDhptBT_-VI
9,5,Shape of You,Ed Sheeran,47,37205920,-0.1%,https://www.youtube.com/watch?v=JGwWNGJdvx8
10,10,Gucci Gang,Lil Pump,9,37182720,0.08%,https://www.youtube.com/watch?v=4LfJnj66HVQ
11,13,Bella y Sensual (Official Video),Nicky Jam & Romeo Santos,4,37097042,0.14%,https://www.youtube.com/watch?v=RSRzIrOqaN4
12,6,Perfect (with Beyoncé),Ed Sheeran,3,34515616,-0.15%,https://www.youtube.com/watch?v=817P8W8-mGE
13,21,Havana,Camila Cabello,9,34463866,0.39%,https://www.youtube.com/watch?v=BQ0mxQXmLsk
14,11,Sensualidad,Bad Bunny & Prince Royce & J Balvin & Hear This Music,7,33467046,-0.01%,https://www.youtube.com/watch?v=ovX1HloCgdA
15,14,Mayores (Official Video),Becky G,23,32586798,0%,https://www.youtube.com/watch?v=GMFewiplIbw
16,16,Too Good At Goodbyes,Sam Smith,14,28758344,-0.02%,https://www.youtube.com/watch?v=J_ub7Etch2U
17,8,Mi Gente (Official Video),J Balvin Willy William,25,28664879,-0.25%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
18,n/a,Perfect (with Andrea Bocelli),Ed Sheeran,1,27992191,n/a,https://www.youtube.com/watch?v=eiDiKwbGfIY
19,25,Déjala Que Vuelva,Piso 21,9,26763100,0.22%,https://www.youtube.com/watch?v=y7d9VLRO3vc
20,28,El farsante,Ozuna,24,25581029,0.24%,https://www.youtube.com/watch?v=6DRkf3kZMXw
21,19,New Rules,Dua Lipa,24,25200546,-0.05%,https://www.youtube.com/watch?v=k2qgadSvNyU
22,24,MotorSport,Nicki Minaj & Cardi B & Migos,2,24309416,0.06%,https://www.youtube.com/watch?v=9v_rtaye2yY
23,26,Robarte un Beso (Official Video),Sebastián Yatra & Carlos Vives,21,24301565,0.11%,https://www.youtube.com/watch?v=Mtau4v6foHA
24,20,Swag Se Swagat,Julius Packiam & Neha Bhasin & Vishal - Shekhar,5,24209605,-0.05%,https://www.youtube.com/watch?v=xmU0s2QtaEY
25,39,Alan Walker - Faded,Alan Walker,96,24002069,0.56%,https://www.youtube.com/watch?v=60ItHLz5WEA
26,23,Se preparó,Ozuna,19,23262370,0%,https://www.youtube.com/watch?v=KWGrPNqz4uc
27,18,Chambea,Bad Bunny,3,23053868,-0.2%,https://www.youtube.com/watch?v=gpIBmED4oss
28,60,Síguelo bailando,Ozuna,6,22321097,0.73%,https://www.youtube.com/watch?v=Dvpd9_5vuks
29,22,Me Rehúso,Danny Ocean,35,22192009,-0.08%,https://www.youtube.com/watch?v=aDCcLQto5BM
30,17,Heart Shaker (GALACTIKA * Holiday Remix),TWICE,2,22105065,-0.24%,https://www.youtube.com/watch?v=rRzxEiBLQCA
31,n/a,Lahore (From "Lahore"),Guru Randhawa,1,21982821,n/a,https://www.youtube.com/watch?v=dZ0fwJojhrs
32,34,Cásate Conmigo (Official Video),Silvestre Dangond & Nicky Jam,14,20609008,0.22%,https://www.youtube.com/watch?v=cpN78ZjnCZY
33,59,Esperándote,Manuel Turizo,2,20573893,0.59%,https://www.youtube.com/watch?v=ooHII67__Sg
34,n/a,River,Eminem,1,20335455,n/a,https://www.youtube.com/watch?v=3BXDsVD6O10
35,27,There's Nothing Holdin' Me Back (Official Music Video),Shawn Mendes,25,20277608,-0.04%,https://www.youtube.com/watch?v=dT2owtxkU8k
36,32,All I Want For Christmas Is You (Official Video),Mariah Carey,8,20242539,0.16%,https://www.youtube.com/watch?v=yXQViqx6GMY
37,30,Thinking out Loud,Ed Sheeran,91,19377276,-0.03%,https://www.youtube.com/watch?v=lp-EO5I60KA
38,15,rockstar (Official Music Video),Post Malone ft. 21 Savage,5,18541697,-0.37%,https://www.youtube.com/watch?v=UceaB4D0jpo
39,31,Hola,Flo Rida,3,18409412,-0.04%,https://www.youtube.com/watch?v=nQcUJdncTeg
40,36,Joga O Bum Bum Tam Tam,MC Fioti,34,18331415,0.12%,https://www.youtube.com/watch?v=_P7S2lKif-A
41,35,Thunder,Imagine Dragons,24,17757600,0.08%,https://www.youtube.com/watch?v=fKopy74weus
42,n/a,Đại Ca Lớp 12A ( Túy Âm + Save Me Parody ) - LEG,Vanh Leg,1,17225336,n/a,https://www.youtube.com/watch?v=WuUkaJ6hyc4
43,40,ถอย (a step back) - Gliss [Official Lyrics Video],BH BrickHouse,4,16530195,0.08%,https://www.youtube.com/watch?v=o8uRydqx06g
44,33,İki Aşık,Ersay Üner,3,16504334,-0.05%,https://www.youtube.com/watch?v=ibwSWfbaW0I
45,57,Perfect - Ed Sheeran (Lyrics),DopeLyrics,2,16402239,0.25%,https://www.youtube.com/watch?v=UDDMYw_IZnE
46,n/a,Anitta & J Balvin - Downtown (Official Lyric Video) ft. Lele Pons & Juanpa Zurita,Lele Pons,1,16334848,n/a,https://www.youtube.com/watch?v=wzKL-bQKcgA
47,43,Man's Not Hot,Michael Dapaah,8,15910959,0.1%,https://www.youtube.com/watch?v=3M_5oYU-IsU
48,58,A Thousand Years,Christina Perri,3,15607914,0.2%,https://www.youtube.com/watch?v=rtOvBOTyX00
49,47,Olha A Explosão,MC Kevinho,21,15570641,0.1%,https://www.youtube.com/watch?v=3yd_eoMOvqk
50,94,Downtown,Anitta & J Balvin,5,15226059,0.56%,https://www.youtube.com/watch?v=wlS6Ix7mA0w
51,41,Him & I (Official Video),G-Eazy,3,15167997,0%,https://www.youtube.com/watch?v=SA7AIQw-7Ms
52,50,Rabiola,MC Kevinho,3,14870024,0.06%,https://www.youtube.com/watch?v=tXFyeIjwQUw
53,44,See You Again,Wiz Khalifa,96,14728348,0.02%,https://www.youtube.com/watch?v=RgKAFK5djSk
54,38,Vuelve,Bad Bunny & Daddy Yankee,12,14606536,-0.08%,https://www.youtube.com/watch?v=YxZXLWIx6ik
55,64,Waka Waka (This Time for Africa) [The Official 2010 FIFA World World Cup Song],Shakira,2,14394570,0.16%,https://www.youtube.com/watch?v=pRpeEdMmmQ0
56,65,Desperte Sin Ti (Remix),Yandel & Nicky Jam & Noriel,2,14301688,0.17%,https://www.youtube.com/watch?v=f7iQ9UEbbIw
57,67,Si Tú la Ves,Wisin & Nicky Jam,6,14122255,0.19%,https://www.youtube.com/watch?v=mcGBVy3-W4s
58,76,Amantes,Greeicy,4,14087699,0.27%,https://www.youtube.com/watch?v=t_shSXXV91w
