Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,16,Tip Tip,Alka Yagnik & Udit Narayan,5,32713025,1.86%,https://www.youtube.com/watch?v=l9u8Zb4fY1c
2,n/a,Woman (Official Video),Doja Cat,1,22964484,n/a,https://www.youtube.com/watch?v=yxW5yuzVi8w
3,1,Kusu Kusu,Zahrah S Khan & Dev Negi,5,21316761,-0.48%,https://www.youtube.com/watch?v=RgzLnmTaCAU
4,3,Bijlee Bijlee,Harrdy Sandhu,6,18825782,-0.03%,https://www.youtube.com/watch?v=NwdQx2P_ytk
5,2,MONEY (PERFORMANCE VIDEO),BLACKPINK,12,18260691,-0.1%,https://www.youtube.com/watch?v=dNCWe_6HAM8
6,n/a,Merry Christmas,Ed Sheeran & Elton John,1,16618290,n/a,https://www.youtube.com/watch?v=Q_yuO8UNGmY
7,9,Aashiqui Aa Gayi,Arijit Singh,2,15708007,0.18%,https://www.youtube.com/watch?v=c-NaCU2n8jg
8,4,Dil Galti Kar Baitha Hai,Shardul Rathod & Jubin Nautiyal & Meet Bros.,11,15453119,-0.15%,https://www.youtube.com/watch?v=1--qqQrimMA
9,n/a,Pardesi Pardesi | Udit Narayan | Alka Yagnik | Sapna Awasthi | Aamir Khan | Evergreen Sad Love Song,90's Gaane,1,15166107,n/a,https://www.youtube.com/watch?v=Swlik5Hfu-A
10,19,All I Want for Christmas Is You (Make My Wish Come True Edition),Mariah Carey,11,13975056,0.24%,https://www.youtube.com/watch?v=aAkMkVFwAoo
11,21,Tum Tum,Thaman S & Harini Ivaturi,4,13555649,0.24%,https://www.youtube.com/watch?v=tYSrY4iPX6w
12,10,VIDEO | Bullet Pa Jija | Vinay Pandey Sanu Shilpi Raj | Devigeet,Shilpi Raj & Samar Singh,6,13489644,0.04%,https://www.youtube.com/watch?v=ClWH9LfCeks
13,25,#Video | हमके दुल्हिन बनालS | #Ankush Raja #Shilpi Raj | #Pallavi Giri | Bhojpuri Hit Song,Ankush Raja Official,4,13147762,0.31%,https://www.youtube.com/watch?v=AICC6h2FxJo
14,8,Pepas (Official Video),Farruko,18,12769218,-0.06%,https://www.youtube.com/watch?v=y8trd3gjJt0
15,23,Makeup Wala Mukhda,Dev Pagli,3,12560044,0.18%,https://www.youtube.com/watch?v=PoerGJlHUms
16,34,ท้องฟ้า - PAPER [Official Musicvideo ] 🌧🌻,WE ARE ZOOM ENTERTAINMENT,3,11798629,0.27%,https://www.youtube.com/watch?v=5OtqLbG6T04
17,6,Jugnu,Badshah,6,11793394,-0.14%,https://www.youtube.com/watch?v=ksY3wb4vtlA
18,28,Saami Saami,Mounika Yadav,7,11784867,0.19%,https://www.youtube.com/watch?v=C70GJYVoZ4Y
19,n/a,Heart & Soul / Alligator Walk,YoungBoy Never Broke Again & Birdman,1,11665222,n/a,https://www.youtube.com/watch?v=NvKjO-8DusE
