Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,Échame La Culpa,Luis Fonsi & Demi Lovato,9,72257041,0.07%,https://www.youtube.com/watch?v=TyHvyGVs42U
2,1,Corazón (Official Video),Maluma,6,69000294,0%,https://www.youtube.com/watch?v=GmHrjFIWl6U
3,4,Havana (Audio),Camila Cabello,16,61882640,0.29%,https://www.youtube.com/watch?v=HCjNJDNzw8Y
4,3,Perfect,Ed Sheeran,11,57786512,0.06%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
5,6,Shape of You,Ed Sheeran,51,43766830,0.03%,https://www.youtube.com/watch?v=JGwWNGJdvx8
6,n/a,End Game,Taylor Swift,1,43391518,n/a,https://www.youtube.com/watch?v=dfnCAmr569k
7,10,Dusk Till Dawn (Official Video),ZAYN,20,38885450,0.13%,https://www.youtube.com/watch?v=tt2k8PGm-TI
8,5,Finesse (remix),Bruno Mars,3,35748957,-0.23%,https://www.youtube.com/watch?v=LsoLEjrDogU
9,9,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,22,34916425,0%,https://www.youtube.com/watch?v=VqEbCxg2bNI
10,8,Despacito,Luis Fonsi,53,34833529,-0.01%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
11,12,Déjala Que Vuelva,Piso 21,13,33443180,0.12%,https://www.youtube.com/watch?v=y7d9VLRO3vc
12,11,Síguelo bailando,Ozuna,10,32591971,0.06%,https://www.youtube.com/watch?v=Dvpd9_5vuks
13,n/a,Amantes de una Noche,Bad Bunny & Natti Natasha,1,32161674,n/a,https://www.youtube.com/watch?v=FVRPzwb1Vi4
14,n/a,EL BAÑO,Enrique Iglesias,1,30937336,n/a,https://www.youtube.com/watch?v=gu9_m0vm7fM
15,16,New Rules,Dua Lipa,28,28159779,0.16%,https://www.youtube.com/watch?v=k2qgadSvNyU
16,21,Người Lạ Ơi (Hoaprox Remix),Châu Đăng Khoa,2,27941230,0.21%,https://www.youtube.com/watch?v=g20t_K9dlhU
17,13,Gucci Gang,Lil Pump,13,27809475,0.02%,https://www.youtube.com/watch?v=4LfJnj66HVQ
18,14,Sensualidad,Bad Bunny & Prince Royce & J Balvin & Hear This Music,11,27739882,0.06%,https://www.youtube.com/watch?v=ovX1HloCgdA
19,n/a,IDGAF,Dua Lipa,1,27456123,n/a,https://www.youtube.com/watch?v=Mgfe5tIwOj0
20,15,Swag Se Swagat,Julius Packiam & Neha Bhasin & Vishal - Shekhar,9,25072675,-0.04%,https://www.youtube.com/watch?v=xmU0s2QtaEY
21,18,Lahore (From "Lahore"),Guru Randhawa,5,24682383,0.04%,https://www.youtube.com/watch?v=dZ0fwJojhrs
22,24,Anitta & J Balvin - Downtown (Official Lyric Video) ft. Lele Pons & Juanpa Zurita,Lele Pons,5,24347691,0.14%,https://www.youtube.com/watch?v=wzKL-bQKcgA
23,17,Too Good At Goodbyes,Sam Smith,18,24330776,0.02%,https://www.youtube.com/watch?v=J_ub7Etch2U
24,20,Mayores (Official Video),Becky G,27,23516311,0%,https://www.youtube.com/watch?v=GMFewiplIbw
25,n/a,Que Tiro Foi Esse,Jojo Maronttinni,1,23362593,n/a,https://www.youtube.com/watch?v=Qw4uBk7DOa8
26,7,Bella y Sensual (Official Video),Nicky Jam & Romeo Santos,8,22493748,-0.45%,https://www.youtube.com/watch?v=RSRzIrOqaN4
27,25,El farsante,Ozuna,28,21795938,0.04%,https://www.youtube.com/watch?v=6DRkf3kZMXw
28,23,Mi Gente (Official Video),J Balvin Willy William,29,21277066,-0.01%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
29,22,Vai malandra (Participação especial Tropkillaz e DJ Yuri Martins),Anitta & Maejor,5,20907454,-0.09%,https://www.youtube.com/watch?v=kDhptBT_-VI
30,36,Havana,Camila Cabello,13,20056684,0.2%,https://www.youtube.com/watch?v=BQ0mxQXmLsk
31,n/a,Zombie,The Cranberries,1,20010285,n/a,https://www.youtube.com/watch?v=6Ejga4kJUts
32,28,Thunder,Imagine Dragons,28,19993795,0.04%,https://www.youtube.com/watch?v=fKopy74weus
33,32,Joga O Bum Bum Tam Tam,MC Fioti,38,19618701,0.09%,https://www.youtube.com/watch?v=_P7S2lKif-A
34,33,Me Rehúso,Danny Ocean,39,18051333,0.02%,https://www.youtube.com/watch?v=aDCcLQto5BM
35,40,Perfect - Ed Sheeran (Lyrics),DopeLyrics,6,17540673,0.09%,https://www.youtube.com/watch?v=UDDMYw_IZnE
36,26,ถอย (a step back) - Gliss [Official Lyrics Video],BH BrickHouse,8,17167438,-0.13%,https://www.youtube.com/watch?v=o8uRydqx06g
37,27,MotorSport,Nicki Minaj & Cardi B & Migos,6,16993001,-0.12%,https://www.youtube.com/watch?v=9v_rtaye2yY
38,34,Se preparó,Ozuna,23,16790058,-0.02%,https://www.youtube.com/watch?v=KWGrPNqz4uc
39,75,Dil Chori,Simar Kaur & Ishers & Yo Yo Honey Singh,4,15621495,0.48%,https://www.youtube.com/watch?v=xWi8nDUjHGA
40,37,รักควายควาย - มิน เฉาก๊วย Feat. มิ้ว ไม้ขีดไฟ [Official MV],เออน่าเรคคอร์ด,4,15458109,-0.08%,https://www.youtube.com/watch?v=PjSi-VyzG2A
41,47,See You Again,Wiz Khalifa,100,15248502,0.11%,https://www.youtube.com/watch?v=RgKAFK5djSk
42,42,Cásate Conmigo (Official Video),Silvestre Dangond & Nicky Jam,18,14984328,0.03%,https://www.youtube.com/watch?v=cpN78ZjnCZY
43,39,La modelo,Cardi B & Ozuna,5,14968438,-0.08%,https://www.youtube.com/watch?v=X8sSXU-J8fI
44,44,Olha A Explosão,MC Kevinho,25,14864664,0.05%,https://www.youtube.com/watch?v=3yd_eoMOvqk
45,46,How Long,Charlie Puth,13,14833513,0.07%,https://www.youtube.com/watch?v=CwfoyVa980U
46,56,Something Just Like This (Lyric),The Chainsmokers & Coldplay,48,14194484,0.15%,https://www.youtube.com/watch?v=FM7MFYoylVs
47,57,High Rated Gabru,Guru Randhawa,11,14006863,0.14%,https://www.youtube.com/watch?v=hjWf8A0YNSE
48,29,Robarte un Beso (Official Video),Sebastián Yatra & Carlos Vives,25,13900560,-0.27%,https://www.youtube.com/watch?v=Mtau4v6foHA
49,63,Quiero repetir,Ozuna,4,13686221,0.16%,https://www.youtube.com/watch?v=zkOU-IBGsR0
50,43,Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan Katrina Kaif | Atif Aslam | Vishal & Shekhar,YRF,7,13673661,-0.04%,https://www.youtube.com/watch?v=SAcpESN_Fk4
51,45,rockstar (Official Music Video),Post Malone ft. 21 Savage,9,13511339,-0.05%,https://www.youtube.com/watch?v=UceaB4D0jpo
52,81,Apelido Carinhoso,Gusttavo Lima,2,13413169,0.33%,https://www.youtube.com/watch?v=B9Mi1-qn_PQ
