Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,3,Jugnu,Badshah,4,30598416,0.16%,https://www.youtube.com/watch?v=ksY3wb4vtlA
2,5,MONEY (PERFORMANCE VIDEO),BLACKPINK,10,22558571,-0.09%,https://www.youtube.com/watch?v=dNCWe_6HAM8
3,7,Dil Galti Kar Baitha Hai,Shardul Rathod & Jubin Nautiyal & Meet Bros.,9,19779599,0.07%,https://www.youtube.com/watch?v=1--qqQrimMA
4,2,Kusu Kusu,Zahrah S Khan & Dev Negi,3,18178997,-0.32%,https://www.youtube.com/watch?v=RgzLnmTaCAU
5,6,Tip Tip,Alka Yagnik & Udit Narayan,3,14432247,-0.28%,https://www.youtube.com/watch?v=l9u8Zb4fY1c
6,9,Todo Mundo Menos Você,Maiara & Maraisa & Marília Mendonça,3,14341111,-0.04%,https://www.youtube.com/watch?v=UDVr3ab3NVM
7,10,Pepas (Official Video),Farruko,16,14310780,-0.02%,https://www.youtube.com/watch?v=y8trd3gjJt0
8,47,Bijlee Bijlee,Harrdy Sandhu,4,14193906,0.63%,https://www.youtube.com/watch?v=NwdQx2P_ytk
9,15,STAY (Official Video),Justin Bieber & The Kid Laroi,20,13856780,0%,https://www.youtube.com/watch?v=kTJczUoc26U
10,16,Toma Toma Vapo Vapo,Zé Felipe & MC Danny,2,13124560,0%,https://www.youtube.com/watch?v=ey6H_cBy-OQ
11,28,VIDEO | Bullet Pa Jija | Vinay Pandey Sanu Shilpi Raj | Devigeet,Shilpi Raj & Samar Singh,4,12546084,0.22%,https://www.youtube.com/watch?v=ClWH9LfCeks
12,14,Bar (Video Oficial),L-Gante & TINI,2,11748062,-0.16%,https://www.youtube.com/watch?v=0f3ZHuC-l0c
13,12,Najaa (From “Sooryavanshi”),Pav Dharia & Nikhita Gandhi & Tanishk Bagchi,4,11462126,-0.2%,https://www.youtube.com/watch?v=cX6g4cbVBwI
14,20,Ameaça,Marcynho Sensação & MC Danny & Paulo Pires,4,11361501,-0.05%,https://www.youtube.com/watch?v=TNIbXs_iNq8
15,18,Etnaset,MUSliM,3,11336197,-0.11%,https://www.youtube.com/watch?v=BGkL2Pq-g3A
16,22,Easy On Me (Official Video),Adele,6,11330943,-0.04%,https://www.youtube.com/watch?v=U3ASj1L6_sY
17,11,Esqueça-Me Se For Capaz,Maiara & Maraisa & Marília Mendonça,3,11308142,-0.22%,https://www.youtube.com/watch?v=I8va_ChEIAI
18,29,I JUST WANNA PEN FAN YOU DAI BOR ? (อ้ายจัสวอนน่าเป็นแฟนยูได้บ่ ?),Singto Numchoke,2,10711540,0.05%,https://www.youtube.com/watch?v=Xh89WD3CBEU
19,54,Presepada,Maiara & Maraisa & Marília Mendonça,2,10645708,0.31%,https://www.youtube.com/watch?v=MQv__TADEGM
20,30,Terre Pyaar Mein,Himesh Reshammiya,14,10186392,0.02%,https://www.youtube.com/watch?v=ia5CdcuqSWk
21,23,Naatu Naatu Lyrical (Telugu),Rahul Sipligunj & Kaala Bhairava,3,10155246,-0.12%,https://www.youtube.com/watch?v=Gt9WzC4WDEA
22,27,Saami Saami,Mounika Yadav,5,10026715,-0.02%,https://www.youtube.com/watch?v=C70GJYVoZ4Y
23,93,Tum Tum,Thaman S & Harini Ivaturi,2,10015242,0.73%,https://www.youtube.com/watch?v=tYSrY4iPX6w
24,n/a,Súbelo,Jhayco & Anuel AA & Myke Towers,1,9975997,n/a,https://www.youtube.com/watch?v=J4_W-R3iPJ8
25,24,LALISA,LISA,11,9830763,-0.13%,https://www.youtube.com/watch?v=awkkyBH2zEo
