Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Lovesick Girls,BLACKPINK,1,134535231,n/a,https://www.youtube.com/watch?v=dyRsYk0LyA8
2,n/a,BTS (방탄소년단) 'Savage Love' (Laxed – Siren Beat) [BTS Remix] Lyric Video,Jason Derulo & Jawsh 685 & BTS,1,36270245,n/a,https://www.youtube.com/watch?v=qvu4nPMyl3U
3,4,Vida de Rico,Camilo,3,30961535,0.11%,https://www.youtube.com/watch?v=qKp1f7Vn9dM
4,1,Hawái (Official Video),Maluma,10,29948342,-0.08%,https://www.youtube.com/watch?v=pK060iUFWXg
5,2,Dynamite,BTS,7,29823746,0.01%,https://www.youtube.com/watch?v=gdZLi9oWNZg
6,3,Life Is Good (Official Music Video),Future,39,29499121,0.01%,https://www.youtube.com/watch?v=l0U7SxXHkPY
7,n/a,Baby Girl,Guru Randhawa & Dhvani Bhanushali,1,27227501,n/a,https://www.youtube.com/watch?v=pLhNdJNwGC8
8,5,Ice Cream,Selena Gomez & BLACKPINK,6,21986525,-0.03%,https://www.youtube.com/watch?v=vRXZj0DzXIA
9,6,Caramelo Remix (Video Oficial),Ozuna & Karol G & Myke Towers,7,21433247,-0.02%,https://www.youtube.com/watch?v=KilybZma5vY
10,20,Taaron Ke Shehar Lofi Mix(Remix By Moodyboy),Jubin Nautiyal & Neha Kakkar,3,19734102,0.53%,https://www.youtube.com/watch?v=VAZxSoKb65o
11,7,حسين الجسمي -  بالبنط العريض (حصرياً) | 2020,Hussain Al Jassmi,7,19503792,-0.1%,https://www.youtube.com/watch?v=M3sxUE4eIac
12,8,Relación (Remix),Sech & Daddy Yankee & ROSALÍA,5,18973508,-0.03%,https://www.youtube.com/watch?v=XseIJg8Vyj0
13,12,How You Like That,BLACKPINK,15,17388959,0.07%,https://www.youtube.com/watch?v=ioNng23DkIM
14,9,Agua (Music From "Sponge On The Run" Movie),Tainy & J Balvin,13,16110084,-0.11%,https://www.youtube.com/watch?v=QLz9VaksClg
15,11,Feelings,Sumit Goswami,12,15699615,-0.06%,https://www.youtube.com/watch?v=AZmAgoir1Tc
16,n/a,Wonder,Shawn Mendes,1,14925869,n/a,https://www.youtube.com/watch?v=fHeQemJJQII
17,13,Tattoo (Remix with Camilo),Rauw Alejandro & Camilo,13,14860137,-0.07%,https://www.youtube.com/watch?v=wJT-YKmlWJc
18,15,Bande organisée,SCH & Kofs & JUL & Naps & Soso Maness & Elams & Solda & Houari,7,14594927,-0.03%,https://www.youtube.com/watch?v=-CVn3-3g_BI
19,14,Ay DiOs Mío! (Official Video),KAROL G,13,14580270,-0.09%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw
20,16,La Curiosidad,Myke Towers & DJ Nelson & Jay Wheeler,12,14165330,-0.01%,https://www.youtube.com/watch?v=Q_gIYp078so
21,17,Despeinada,Ozuna & Camilo,4,14123689,0.02%,https://www.youtube.com/watch?v=mLugzKRTf-0
22,19,Dil Tod Ke,B Praak & Rochak Kohli,13,13000412,-0.02%,https://www.youtube.com/watch?v=ZTBwxy4wsBQ
23,18,Oh Juliana,Niack & DJ Léo da 17 & Two Maloka,9,12987983,-0.06%,https://www.youtube.com/watch?v=Tun92VU2OkU
24,n/a,Don’t Stop,Megan Thee Stallion,1,12324498,n/a,https://www.youtube.com/watch?v=6iuwBio5EUA
25,22,Mi Cuarto,Jerry Di,9,12089563,-0.03%,https://www.youtube.com/watch?v=KuDP3cEbcTo
26,21,WAP,Cardi B,9,11888374,-0.05%,https://www.youtube.com/watch?v=hsm4poTWjMs
27,26,WAP,Cardi B,9,11685398,0.03%,https://www.youtube.com/watch?v=Wc5IbN4xw70
28,29,Butterfly,Jass Manak,4,11372507,0.02%,https://www.youtube.com/watch?v=b1c6i0VT7ak
29,n/a,Teri Aankhon Mein,Darshan Raval & Neha Kakkar,1,11245102,n/a,https://www.youtube.com/watch?v=mClF6mJV5xM
30,n/a,#AlaVaikunthapurramuloo - ButtaBomma Full Video Song (4K) | Allu Arjun | Thaman S | Armaan Malik,Aditya Music,29,11028983,n/a,https://www.youtube.com/watch?v=2mDCVzruYzQ
31,39,Mi Regalo Mas Bonito,La Ross Maria,2,10991143,0.19%,https://www.youtube.com/watch?v=1xNstpObA7s
32,28,Jerusalema (Version Youtube),Master KG,12,10847523,-0.04%,https://www.youtube.com/watch?v=fCZVL_8D048
33,30,Genda Phool,Badshah,29,10537403,-0.02%,https://www.youtube.com/watch?v=SD4Z8dlZPd8
34,32,Khairiyat (Bonus Track),Arijit Singh,17,10303160,-0.02%,https://www.youtube.com/watch?v=hoNb6HuNmU0
35,33,Tum Hi Aana,Jubin Nautiyal & Payal Dev,40,10068221,-0.02%,https://www.youtube.com/watch?v=tLqtnGLfm4Q
36,41,Maluma - Hawái (Letra/Lyrics) | Deja de mentirte La foto que subiste con el,Eternity Music,3,9931182,0.12%,https://www.youtube.com/watch?v=KDH2KwXHJIY
37,31,Romance Desapegado, Japinha Conde,6,9659365,-0.1%,https://www.youtube.com/watch?v=MsL7_oRXFOw
38,n/a,Đúng Cũng Thành Sai,MỸ TÂM,1,9237568,n/a,https://www.youtube.com/watch?v=5_ozB0ImkYA
39,34,Caramelo,Ozuna,17,9230754,-0.08%,https://www.youtube.com/watch?v=BFlG5sD540k
40,24,ขวัญเอยขวัญมา,Palmy,2,9191849,-0.22%,https://www.youtube.com/watch?v=T6F6hOKPCo4
41,35,Mamichula,Trueno & Nicki Nicole & Bizarrap,11,9128186,-0.06%,https://www.youtube.com/watch?v=NUteQQCMa_k
42,n/a,No Time To Die (Official Music Video),Billie Eilish,1,8929704,n/a,https://www.youtube.com/watch?v=BboMpayJomw
43,51,La Tóxica (Official Video),Farruko,5,8842050,0.11%,https://www.youtube.com/watch?v=puugRJxgdt4
44,n/a,KHEA: Bzrp Music Sessions Vol. 34,KHEA & Bizarrap,1,8841156,n/a,https://www.youtube.com/watch?v=QAf-SvxZIx0
45,38,De menina pra mulher,Gusttavo Lima,3,8769438,-0.07%,https://www.youtube.com/watch?v=ZujP5qjviLc
46,n/a,G.O.A.T.,Diljit Dosanjh,4,8509412,n/a,https://www.youtube.com/watch?v=dCmp56tSSmA
47,45,Gangnam Style,PSY,33,8486485,0%,https://www.youtube.com/watch?v=9bZkp7q19f0
48,n/a,Só Gratidão,MC Lipi ,1,8383304,n/a,https://www.youtube.com/watch?v=pWmYwePXoUo
49,n/a,BOOMBAYAH (KR Ver.),BLACKPINK,24,8116273,n/a,https://www.youtube.com/watch?v=bwmSjveL3Lc
50,47,Laugh Now Cry Later (Official Music Video),Drake,8,8099501,-0.03%,https://www.youtube.com/watch?v=JFm7YDVlqnI
51,52,For The Night (Audio),Pop Smoke,8,7997092,0.03%,https://www.youtube.com/watch?v=Q9pjm4cNsfc
52,64,Jeans,Justin Quiles,3,7866318,0.11%,https://www.youtube.com/watch?v=WCoI6jIk9w8
53,44,Lean,Super Yei,7,7821382,-0.1%,https://www.youtube.com/watch?v=Pu8LH6r-wOU
54,80,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Grupo Menos É Mais,2,7794612,0.25%,https://www.youtube.com/watch?v=zKAAFsovtM4
55,n/a,Levitating,Dua Lipa,1,7713264,n/a,https://www.youtube.com/watch?v=TUVcZfQe-Kw
56,54,Recairei,Os Barões Da Pisadinha,5,7602236,0%,https://www.youtube.com/watch?v=bKnB-0fSwDA
57,n/a,Amantes y amigos,Arcángel & Sech,1,7566987,n/a,https://www.youtube.com/watch?v=dBiMxJAxMgg
58,65,Yaari Tod Deni,Surjit Bhullar,7,7521293,0.07%,https://www.youtube.com/watch?v=SzxUhZK9TLA
59,46,POPSTAR (Official Music Video - Starring Justin Bieber),DJ Khaled ft. Drake,5,7488833,-0.11%,https://www.youtube.com/watch?v=3CxtK7-XtE0
60,60,LGHBTITA,Hassan Shakosh & Omar Kamal,6,7422062,0.02%,https://www.youtube.com/watch?v=lIpnH6z_gHI
61,69,La Jeepeta (Remix),Nio Garcia & Myke Towers & Anuel AA,5,7333765,0.08%,https://www.youtube.com/watch?v=Nguo5HVshY8
62,63,Idhar Aane Ka Nahi,Akshara Singh,14,7330371,0.02%,https://www.youtube.com/watch?v=y5npPVLP_rs
63,56,Basta Você Me Ligar (Ao Vivo),Os Barões Da Pisadinha,9,7284317,-0.02%,https://www.youtube.com/watch?v=k4xGU8xoA6w
64,40,Me Gusta (with Cardi B & Myke Towers),Anitta,3,7282491,-0.2%,https://www.youtube.com/watch?v=kIbjHtE4fd8
65,55,Galaksi,Ece Mumay,11,7241474,-0.03%,https://www.youtube.com/watch?v=BVzsT0Apa5I
66,43,#VIDEO | पति दूर था रजाई में कुकुर था | #Khesari Lal Yadav  #Antra Singh | Bhojpuri Song 2020,Aadishakti Films,3,7171745,-0.18%,https://www.youtube.com/watch?v=F-4xBvT2U4A
67,n/a,Runnin,21 Savage & Metro Boomin,1,7157846,n/a,https://www.youtube.com/watch?v=ZZ6VhTBcc-c
68,73,Amor e Fé (Ao Vivo),Hungria & Pixote,5,7079213,0.08%,https://www.youtube.com/watch?v=iZq0u3quAqo
69,57,Meri Aashiqui,Jubin Nautiyal & Rochak Kohli,19,7072491,-0.04%,https://www.youtube.com/watch?v=SVjkxdjivts
70,n/a,,,1,7052305,n/a,n/a
71,53,Ayer Me Llamó Mi Ex,KHEA,7,7002154,-0.08%,https://www.youtube.com/watch?v=svSqD1ZBZiY
72,48,Back Door,Stray Kids,4,6978931,-0.16%,https://www.youtube.com/watch?v=X-uJtV8ScYk
73,49,Kya Baat Aa,Karan Aujla,6,6752248,-0.18%,https://www.youtube.com/watch?v=x-KbnJ9fvJc
74,89,Parce (Official Video),Maluma,4,6749939,0.14%,https://www.youtube.com/watch?v=k_WvAH3AE1w
75,n/a,Nada,Danna & Cali y El Dandee,1,6668889,n/a,https://www.youtube.com/watch?v=GldH1rNEhok
76,72,Make you happy,NiziU,15,6587854,0%,https://www.youtube.com/watch?v=QW28YKqdxe0
77,59,Chocolate,Tony Kakkar,5,6545154,-0.1%,https://www.youtube.com/watch?v=HARdHQb1Li4
78,70,Investe Em Mim,Jonas Esticado,6,6534795,-0.02%,https://www.youtube.com/watch?v=Tupv5w2BPJw
79,83,วอนหลวงพ่อรวย - มนต์แคน แก่นคูน [บทเพลงพิเศษ],Monkaen Kaenkoon,6,6514602,0.07%,https://www.youtube.com/watch?v=w0GDEgCAsWk
80,42,Holy,Justin Bieber,3,6396917,-0.27%,https://www.youtube.com/watch?v=pvPsJFRGleA
81,78,Una locura,J Balvin & Ozuna & Chencho Corleone,5,6365242,0.01%,https://www.youtube.com/watch?v=ULrh7yTFTv4
82,n/a,BINZ x TOULIVER - ‘021’ (Official Music Video),Binz,1,6354995,n/a,https://www.youtube.com/watch?v=eLKLn5FN70I
83,81,ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก) (Acoustic Ver.),First Anuwat,2,6231517,0.02%,https://www.youtube.com/watch?v=_67mg_mOaJM
84,10,Dynamite,BTS,2,6228871,-0.63%,https://www.youtube.com/watch?v=BflFNMl_UWY
