Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Señorita,Shawn Mendes & Camila Cabello,1,106493517,n/a,https://www.youtube.com/watch?v=Pkh8UtuejGw
2,2,Con Calma (Remix),Daddy Yankee,22,44643361,-0.02%,https://www.youtube.com/watch?v=DiItGE3eAyQ
3,1,Con Altura (Official Video),ROSALÍA,13,43034213,-0.14%,https://www.youtube.com/watch?v=p7bfOZek9t4
4,n/a,Runaway ft. Jonas Brothers (Official Video),Sebastián Yatra,1,42989083,n/a,https://www.youtube.com/watch?v=FjIfxEXOcxo
5,4,No Me Conoce (Remix),Bad Bunny & J Balvin & Jhay Cortez,6,40873373,0.08%,https://www.youtube.com/watch?v=w2C6RhQBYlg
6,13,Cúrame (Official Video),Prince Royce,2,28397853,0.45%,https://www.youtube.com/watch?v=8DdKe4bPELU
7,8,Callaita,Bad Bunny & Tainy,4,27661404,0.08%,https://www.youtube.com/watch?v=acEOASYioGY
8,18,I Don't Care,Ed Sheeran & Justin Bieber,6,27333939,0.7%,https://www.youtube.com/watch?v=y83x7MgzWOA
9,5,Calma (Remix - Official Video),Pedro Capó & Farruko,36,27241191,-0.11%,https://www.youtube.com/watch?v=1_zgKRBrT0Y
10,n/a,MEGATRON,Nicki Minaj,1,24648405,n/a,https://www.youtube.com/watch?v=C3a1sz2Bp_E
11,11,bad guy (Official Music Video),Billie Eilish,13,22516341,0%,https://www.youtube.com/watch?v=DyDfgMOUjCI
12,12,Boy With Luv,BTS,11,21312406,0.03%,https://www.youtube.com/watch?v=XsX3ATc3FbA
13,7,Otro trago,Sech,9,21251358,-0.18%,https://www.youtube.com/watch?v=t_qn-f7XfJo
14,9,Olabilir,MERO,2,19392269,-0.23%,https://www.youtube.com/watch?v=W1obTj5uso8
15,30,Soltera (remix),Lunay & Bad Bunny & Daddy Yankee,7,19314134,0.42%,https://www.youtube.com/watch?v=8zQTfGbyY5I
16,22,أصيل هميم - سر الحياة | 2019 | Aseel Hameem - Ser Alhayah,Aseel Hameem,2,18870768,0.2%,https://www.youtube.com/watch?v=uVxij4NespQ
17,49,Tú no amas,KAROL G & DJ Luian & Anuel AA & Arcángel & Mambo Kingz,2,18377139,0.89%,https://www.youtube.com/watch?v=kxj3ft_o-vs
18,3,You Need To Calm Down,Taylor Swift,2,18057253,-0.57%,https://www.youtube.com/watch?v=Dkk9gvTmCXY
19,10,11 PM (Official Video),Maluma,6,17800264,-0.26%,https://www.youtube.com/watch?v=IBaSizQyC5g
20,15,Vaaste,Nikhil D'Souza & Dhvani Bhanushali,12,16790400,-0.11%,https://www.youtube.com/watch?v=BBAyRBTfsOU
21,33,Loco Contigo,DJ Snake & J Balvin,2,16754881,0.26%,https://www.youtube.com/watch?v=zNl00mOSnJI
22,14,Old Town Road (Official Movie) ft. Billy Ray Cyrus,Lil Nas X,6,16720140,-0.12%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
23,17,HP (Official Video),Maluma,17,16234096,-0.06%,https://www.youtube.com/watch?v=iMEhjsiHbwM
24,24,Dheeme Dheeme,Tony Kakkar,6,15612870,0.03%,https://www.youtube.com/watch?v=9mWdw-09dso
25,n/a,Rodeo (Official Audio),Lil Nas X,1,15602136,n/a,https://www.youtube.com/watch?v=kx0Z0B8Xox0
26,6,Te robaré,Nicky Jam & Ozuna,12,15289896,-0.5%,https://www.youtube.com/watch?v=aA_kuFTV-P8
27,20,Kill This Love,BLACKPINK,13,14642507,-0.08%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
28,19,Secreto,KAROL G & Anuel AA,24,14433383,-0.1%,https://www.youtube.com/watch?v=gFZfwWZV074
29,28,Zimzalabim,Red Velvet,2,14222840,0.02%,https://www.youtube.com/watch?v=YBnGBb1wg98
30,n/a,No,Milly & Farruko & Sech,1,14161837,n/a,https://www.youtube.com/watch?v=qKib6Nxvyg0
31,32,ชอบแบบนี้,หนามเตย,8,13416331,0%,https://www.youtube.com/watch?v=n32PxBLrut4
32,21,Todo Mundo Vai Sofrer (Ao Vivo),Marília Mendonça,6,13407911,-0.15%,https://www.youtube.com/watch?v=ILADw1aretk
33,99,Kabir Singh: Bekhayali | Shahid KapoorKiara Advani |Sandeep Reddy Vanga | Sachet-Parampara | Irshad,T-Series,4,12726719,0.98%,https://www.youtube.com/watch?v=bhVH0C-6f8Q
34,n/a,Cambio,Anuel AA & Ozuna,1,12562988,n/a,https://www.youtube.com/watch?v=3cE7pYWCZpw
35,29,Not Ok,Chelsea Cutler & Kygo,4,12274426,-0.11%,https://www.youtube.com/watch?v=MFdzgnMOmlw
36,36,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,36,12209615,-0.06%,https://www.youtube.com/watch?v=ApXoWvfEYVU
37,n/a,Press,Cardi B,1,12134529,n/a,https://www.youtube.com/watch?v=cJc7xWJbwJw
38,37,Taki Taki ft. Selena Gomez Ozuna Cardi B (Official Music Vi...,DJ Snake,38,11946080,-0.08%,https://www.youtube.com/watch?v=ixkoVwKQaJg
39,25,Tal vez,Paulo Londra,13,11873371,-0.19%,https://www.youtube.com/watch?v=NPpELzyP4rw
40,61,Clout ft. Cardi B (Official Video),Offset,11,11822903,0.35%,https://www.youtube.com/watch?v=mt2zvsvkKKo
41,n/a,Apalah Cinta,Ayu Ting Ting & Keremcem,1,11504900,n/a,https://www.youtube.com/watch?v=80lXMGMhgjA
42,39,Ocean,KAROL G,8,10784757,-0.08%,https://www.youtube.com/watch?v=gyY5Z0TUWRY
43,n/a,If I Can't Have You (Official Music Video),Shawn Mendes,7,10733258,n/a,https://www.youtube.com/watch?v=oTJ-oqwxdZY
44,n/a,hai triệu năm,Đen,1,10628852,n/a,https://www.youtube.com/watch?v=LSMDNL4n0kM
45,38,Ve Maahi (Kesari),Asees Kaur,14,10582992,-0.12%,https://www.youtube.com/watch?v=j6muwUGdvXw
46,35,Zindagi Di Paudi (From "Blessed"),Millind Gaba,4,10482917,-0.21%,https://www.youtube.com/watch?v=NzpkclSyDNs
47,44,Aullando (Official Video),Wisin & Yandel & Romeo Santos,18,10364707,-0.02%,https://www.youtube.com/watch?v=-n9krkSb-ug
48,50,BEBE,6ix9ine,31,10081624,0.04%,https://www.youtube.com/watch?v=ycV6cnK3SIs
49,41,Aankh Marey (From "Simmba"),Mika Singh & Kumar Sanu & Neha Kakkar,28,9649904,-0.14%,https://www.youtube.com/watch?v=vu5-aKf_QqA
50,45,Nunca Es Suficiente,Los Ángeles Azules,45,9596035,-0.09%,https://www.youtube.com/watch?v=k76BgIb89-s
51,46,The London,Young Thug & Travis Scott & J. Cole,5,9512443,-0.09%,https://www.youtube.com/watch?v=OKhT_6XtD7I
52,40,Cobaia (Ao Vivo),Lauana Prado,15,9363177,-0.17%,https://www.youtube.com/watch?v=-ZByWa9hH5s
53,n/a,Panini (Official Audio),Lil Nas X,1,9316525,n/a,https://www.youtube.com/watch?v=1PrWA4C8eLw
54,n/a,De Mi Noi Cho Ma Nghe,Hoàng Thùy Linh,1,9296850,n/a,https://www.youtube.com/watch?v=JAhdeizXpaQ
55,47,Si se da,Farruko & Myke Towers,17,9220047,-0.07%,https://www.youtube.com/watch?v=LXjRV-oSD1U
56,63,กรรม,Nakharin Kingsak,2,9217451,0.09%,https://www.youtube.com/watch?v=GjnC-KKKU2E
57,n/a,Ritual (Official Audio),Rita Ora & Jonas Blue & Tiësto,1,9045909,n/a,https://www.youtube.com/watch?v=0s7pKFWLgWk
58,n/a,Tilidin,Samra & Capital Bra,1,8944144,n/a,https://www.youtube.com/watch?v=bY6059rr7BU
59,16,Te soñé de nuevo,Ozuna,3,8856235,-0.5%,https://www.youtube.com/watch?v=eKaD_-Tl544
60,68,Hola Señorita,Maluma & GIMS,7,8811331,0.1%,https://www.youtube.com/watch?v=4j725wScY0E
61,53,Guaynaa - “ReBoTa” 🍑,Guaynaa,16,8804025,-0.05%,https://www.youtube.com/watch?v=mmKAn1MeB04
62,82,ให้เคอรี่มาส่งได้บ่,Bell Nipada,2,8790405,0.21%,https://www.youtube.com/watch?v=EitoSHCDmPM
63,n/a,Shree Hanuman Chalisa,Hariharan,22,8720303,n/a,https://www.youtube.com/watch?v=AETFvQonfV8
64,n/a,Saturday Nights REMIX (Official Video),Kane Brown & Khalid,7,8447440,n/a,https://www.youtube.com/watch?v=5hqK-A0UxKw
65,48,Vou Ter Que Superar (Ao Vivo),Matheus & Kauan,14,8360336,-0.14%,https://www.youtube.com/watch?v=IJmxyfbRg0A
66,n/a,Tujhe Kitna Chahne Lage,Mithoon & Arijit Singh,2,8356560,n/a,https://www.youtube.com/watch?v=3Dg006VuOMk
67,59,La Respuesta (Official Video),Maluma & Becky G,10,8145282,-0.08%,https://www.youtube.com/watch?v=sWK6eBYGZBM
68,54,Verte Ir,DJ Luian & Nicky Jam & Darell & Anuel AA & Brytiago,13,8105447,-0.12%,https://www.youtube.com/watch?v=gN9e40PE8VI
69,42,Talk (Official Video),Khalid,10,7910828,-0.27%,https://www.youtube.com/watch?v=hE2Ira-Cwxo
70,56,Speechless (from Aladdin) (Official Video),Naomi Scott,5,7816427,-0.14%,https://www.youtube.com/watch?v=mw5VIEIvuMI
71,65,The Hook Up Song,Shekhar Ravjiani & Kumaar & Vishal - Shekhar & Neha Kakkar,9,7687844,-0.08%,https://www.youtube.com/watch?v=zuaLWHiRXkg
72,n/a,Poison,R Nait & Sidhu Moose Wala,1,7588102,n/a,https://www.youtube.com/watch?v=rNhDtSnYZbo
73,51,Slow Motion (From "Bharat"),Shreya Ghoshal & Nakash Aziz,2,7566873,-0.2%,https://www.youtube.com/watch?v=8AedZtuoVSg
74,n/a,Adhi Raat,Jassi X & Ranjit Bawa,1,7307381,n/a,https://www.youtube.com/watch?v=qFQ_MHYKA54
75,66,A Whole New World (End Title) (From "Aladdin"),ZAYN & Zhavia,7,7218265,-0.12%,https://www.youtube.com/watch?v=rg_zwK_sSEY
76,80,Kill This Love,BLACKPINK,12,7120153,-0.04%,https://www.youtube.com/watch?v=MOwaUlXZxkI
77,57,Suge,DaBaby,7,7100315,-0.21%,https://www.youtube.com/watch?v=KvuQNNVrbtM
78,27,Tera Ban Jaunga (From "Kabir Singh"),Akhil Sachdeva & Tulsi Kumar,2,7065332,-0.5%,https://www.youtube.com/watch?v=avVg3pLj_Po
79,n/a,Tera Ban Jaunga (From "Kabir Singh"),Akhil Sachdeva & Tulsi Kumar,1,7063702,n/a,https://www.youtube.com/watch?v=Qdz5n1Xe5Qo
80,91,BOOMBAYAH (KR Ver.),BLACKPINK,20,6986545,0.04%,https://www.youtube.com/watch?v=bwmSjveL3Lc
81,72,Go Loko,YG,3,6973529,-0.11%,https://www.youtube.com/watch?v=y2cFkVfVf2Y
82,n/a,Señorita (Lyric Video),Shawn Mendes & Camila Cabello,1,6913518,n/a,https://www.youtube.com/watch?v=xq866Q7GUlc
83,81,El Amor de Mi Vida,La Adictiva,5,6904428,-0.07%,https://www.youtube.com/watch?v=jOx0JEC_3P4
84,95,Girls Like You ft. Cardi B (Volume 2),Maroon 5,17,6751207,0.04%,https://www.youtube.com/watch?v=cBVGlBWQzuc
85,76,Hungria - Um Pedido (Official Music Video),Hungria,3,6736758,-0.11%,https://www.youtube.com/watch?v=r_cbh4-SOmI
86,43,Yaari (Official Video) : Nikk Ft Avneet Kaur,Nikk,2,6704166,-0.37%,https://www.youtube.com/watch?v=jJ5F8-hIRdg
87,71,No lo trates,Natti Natasha & Pitbull & Daddy Yankee,7,6684838,-0.15%,https://www.youtube.com/watch?v=maShEST7IkI
88,n/a,DaniLeigh - Easy ft. Chris Brown (Remix),DaniLeigh,1,6634218,n/a,https://www.youtube.com/watch?v=7Nbv3reNErw
