Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Yummy (Official Video),Justin Bieber,1,37383864,n/a,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
2,2,Hello Koun,Ritesh Pandey Official,5,34660175,-0.1%,https://www.youtube.com/watch?v=0hGGaVCCqPk
3,1,Dance Monkey,Tones And I,17,34090544,-0.19%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
4,3,Tusa (Official Video),KAROL G & Nicki Minaj,9,32445589,-0.04%,https://www.youtube.com/watch?v=tbneQDc2H3I
5,n/a,Illegal Weapon 2.0,Garry Sandhu & Jasmine Sandlas,1,27854509,n/a,https://www.youtube.com/watch?v=zjMtaw2mrrc
6,n/a,Muqabla,T-Series,1,18476338,n/a,https://www.youtube.com/watch?v=IVMquMDUQZY
7,4,Black Eyed Peas J Balvin - RITMO (Bad Boys For Life) (Official Music Video),J Balvin & Black Eyed Peas,13,18306912,-0.21%,https://www.youtube.com/watch?v=EzKkl64rRbM
8,6,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,25,17658977,-0.17%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
9,5,Que Tire Pa Lante,Daddy Yankee,12,16472232,-0.25%,https://www.youtube.com/watch?v=fAgvmh1jaCE
10,8,Con Altura (Official Video),ROSALÍA,41,16282832,-0.1%,https://www.youtube.com/watch?v=p7bfOZek9t4
11,7,Lehanga,Jass Manak,22,16017477,-0.14%,https://www.youtube.com/watch?v=RKioDWlajvo
12,n/a,Yummy (Lyric Video),Justin Bieber,1,14700336,n/a,https://www.youtube.com/watch?v=EaMed9sUPVo
13,9,Old Town Road (Official Video),Lil Nas X,23,14000449,-0.12%,https://www.youtube.com/watch?v=r7qovpFAGrQ
14,15,Sigues Con El,Dimelo Flow & Arcángel,4,13843433,0.13%,https://www.youtube.com/watch?v=VRUjdlCynU0
15,n/a,Garmi,Badshah & Neha Kakkar,1,13798510,n/a,https://www.youtube.com/watch?v=q_0uF80IZXM
16,10,Memories (Official Video),Maroon 5,14,13477104,-0.14%,https://www.youtube.com/watch?v=SlPhMPnQ58k
17,22,Randa Party,Gulzaar Chhaniwala,2,13238927,0.25%,https://www.youtube.com/watch?v=Q31PR_t3rj0
18,12,Señorita,Shawn Mendes & Camila Cabello,29,11870201,-0.16%,https://www.youtube.com/watch?v=Pkh8UtuejGw
19,14,Shaitan Ka Saala,Vishal Dadlani & Sohail Sen,14,11673359,-0.06%,https://www.youtube.com/watch?v=oCBDl58lBoU
20,13,Con Calma (Remix),Daddy Yankee,50,11446803,-0.18%,https://www.youtube.com/watch?v=DiItGE3eAyQ
21,n/a,La Playa (Remix),Maluma & Farruko & Myke Towers,1,11394081,n/a,https://www.youtube.com/watch?v=DABqK6e-5Dw
22,11,Fantasias,Farruko & Rauw Alejandro,14,11101281,-0.25%,https://www.youtube.com/watch?v=8jwbnGrX7-c
23,17,Adicto (Official Video),Tainy & Anuel AA & Ozuna,20,11044789,-0.06%,https://www.youtube.com/watch?v=58u-zkDLNPg
24,42,Kamaal,Uchana Amit,2,10953353,0.37%,https://www.youtube.com/watch?v=ZPSUimDt7N8
25,n/a,#Video - लहंगा लखनऊआ - #Khesari Lal Yadav  #Antra Singh Priyanka - Bhojpuri Songs 2020,DJ SNB IND & Khesari Lal Yadav & Antra Singh Priyanka & Creative Academy,1,10770778,n/a,https://www.youtube.com/watch?v=BcU2lA99UP0
26,74,The Box,Roddy Ricch,3,10486666,0.72%,https://www.youtube.com/watch?v=uLHqpjW3aDs
27,24,Laare,Jaani & Maninder Buttar,5,10433828,0.02%,https://www.youtube.com/watch?v=mPhboJR0Llc
28,18,Tutu (Official Video),Pedro Capó & Camilo,22,10390410,-0.09%,https://www.youtube.com/watch?v=5AkDqm-cEgg
29,n/a,Tala,Sarah Geronimo,1,10182112,n/a,https://www.youtube.com/watch?v=ahpmuikko3U
30,20,No Me Conoce (Remix),Bad Bunny & J Balvin & Jhay Cortez,34,9800201,-0.13%,https://www.youtube.com/watch?v=w2C6RhQBYlg
31,n/a,Superstar,Vibhor Parashar & Neha Kakkar,1,9718097,n/a,https://www.youtube.com/watch?v=IuL-IN2mkbo
32,19,bad guy (Official Music Video),Billie Eilish,41,9575602,-0.15%,https://www.youtube.com/watch?v=DyDfgMOUjCI
33,n/a,Psycho,Red Velvet,1,9317540,n/a,https://www.youtube.com/watch?v=uR8Mrt1IpXg
34,28,Ramuloo Ramulaa,Anurag Kulkarni Mangli,11,9275974,0.01%,https://www.youtube.com/watch?v=wFAj0pW6xX0
35,21,Yaad Piya Ki Aane Lagi,Neha Kakkar & Tanishk Bagchi,8,9144984,-0.18%,https://www.youtube.com/watch?v=eN6AYHAT8UM
36,16,Into the Unknown (From "Frozen 2"),Idina Menzel & AURORA,6,9008234,-0.26%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
37,26,Sentadão,PEDRO SAMPAIO & Felipe Original & JS o Mão de Ouro,5,8986760,-0.05%,https://www.youtube.com/watch?v=xHhQ9nVKra0
38,23,BOP,DaBaby,8,8865800,-0.15%,https://www.youtube.com/watch?v=28hYUZMufDg
39,n/a,رايحين نسهر - بام بام,Mohamed Ramadan,1,8799853,n/a,https://www.youtube.com/watch?v=fyMtQbr_17g
40,27,8 Parche,Gur Sidhu & Baani Sandhu,16,8532608,-0.09%,https://www.youtube.com/watch?v=8WWv5_k8D14
41,30,محمود الغياث - ربي رزقني (فيديو كليب حصري) | 2019 | Mahmod AlGayath - Rabe Razakne,Mahmood AlGhiath,5,8449525,-0.06%,https://www.youtube.com/watch?v=lb9tezRaAHo
42,n/a,Tự Tâm,Nguyen Tran Trung Quan,1,7918622,n/a,https://www.youtube.com/watch?v=5d6IiLmjQYg
43,n/a,,,1,7719730,n/a,n/a
44,48,He’S Soo Cute (From "Sarileru Neekevvaru"),Lahari Music - TSeries,4,7680547,0%,https://www.youtube.com/watch?v=HrrS_TOW4BM
45,n/a,Nebghik Ou Manbiyanhach,Faycel Sghir,1,7566698,n/a,https://www.youtube.com/watch?v=RUSWuVbijzw
46,43,Don't Start Now,Dua Lipa,10,7478974,-0.07%,https://www.youtube.com/watch?v=oygrmJFKYZY
47,52,مهرجان بنت الجيران " بهوايا انتي قاعده معايا " حسن شاكوش و عمر كمال - توزيع اسلام ساسو,Hassan Shakosh,2,7464163,0.06%,https://www.youtube.com/watch?v=uHBaHQau8b4
48,47,Mummy Nu Pasand,Sunanda Sharma,3,7418233,-0.04%,https://www.youtube.com/watch?v=wplnSnIBOYc
49,41,Vete,Bad Bunny,7,7319733,-0.11%,https://www.youtube.com/watch?v=f5aDUB1NCnk
50,32,No seas Celoso,Kim Loaiza,4,7231357,-0.18%,https://www.youtube.com/watch?v=m-QxD0vuABM
51,40,Liberdade provisória,Henrique & Juliano,5,7173859,-0.13%,https://www.youtube.com/watch?v=ff3r10rCKFs
52,n/a,Jaha Tum Rahoge (Maheruh),Zee Music Company,21,6968588,n/a,https://www.youtube.com/watch?v=Mi3GdCyzHCY
53,54,Rula Ke Gaya Ishq,Sunny Inder & Kumaar & Stebin Ben,5,6959482,0%,https://www.youtube.com/watch?v=g-C8QJH-NWI
54,34,Fantasias (Unplugged),Farruko & Rauw Alejandro,9,6938217,-0.2%,https://www.youtube.com/watch?v=_tQtfkce3Dc
55,37,Hola (Remix),Lenny Tavárez & Dalex & Chencho Corleone,4,6904178,-0.18%,https://www.youtube.com/watch?v=nlXqp3FVrq8
56,31,Surtada (Remix Brega Funk),OIK & Dadá Boladão & Tati Zaqui,14,6826381,-0.23%,https://www.youtube.com/watch?v=vhPhZbO7OXE
57,n/a,Chhapaak Title Track -  Deepika Padukone | Vikrant Massey | Arijit Singh| Gulzar| Shankar Ehsaan Loy,Zee Music Company,1,6535378,n/a,https://www.youtube.com/watch?v=9vpJacoyBIQ
58,38,Ne reviens pas (Remix),Gradur & Dardan,6,6485713,-0.22%,https://www.youtube.com/watch?v=ZVgdQHA_IH4
59,39,Пчеловод,RASA,19,6465347,-0.22%,https://www.youtube.com/watch?v=9knYNjp95bs
60,51,Naagin,Vayu & Aastha Gill & Puri & Akasa,11,6439041,-0.13%,https://www.youtube.com/watch?v=Oi8q1zIGph0
61,72,Lose You To Love Me (Official Music Video),Selena Gomez,12,6364950,0.04%,https://www.youtube.com/watch?v=zlJDTxahav0
62,57,Blanco,J Balvin,8,6356911,-0.07%,https://www.youtube.com/watch?v=8j1xiiAZhIQ
63,50,Lalala (Official Video),Y2K & ​bbno$,20,6356767,-0.14%,https://www.youtube.com/watch?v=N2Y2vQ-1m7M
64,77,Hello Kaun,Antra Singh Priyanka,3,6250963,0.04%,https://www.youtube.com/watch?v=ADSVLnfrOFA
65,56,ขอโทษ OST. VOICE สัมผัสเสียงมรณะ | พงษ์สิทธิ์ คำภีร์ | Official MV,Pongsit Kampee,3,6247364,-0.09%,https://www.youtube.com/watch?v=Vu08Ir6IdOo
66,46,Anitta Lexa Luisa Sonza feat. MC Rebecca - Combatchy [Official Music Video],Anitta,8,6180190,-0.21%,https://www.youtube.com/watch?v=-YTeFMxUOAU
67,33,Catriona,Matthaios,3,6144315,-0.3%,https://www.youtube.com/watch?v=gvcB_l2n0SE
68,n/a,,,1,6076775,n/a,n/a
69,35,Supera,Marília Mendonça,18,6058136,-0.3%,https://www.youtube.com/watch?v=7fMttPxpcmg
70,73,Lyrical: Shaitan Ka Saala | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,T-Series,2,6038538,-0.01%,https://www.youtube.com/watch?v=jArCbJigOTE
71,36,La Mejor Versión De Mi (Remix),Natti Natasha & Romeo Santos,14,6010286,-0.29%,https://www.youtube.com/watch?v=R9rVapGCf2c
72,71,Satisfya,Imran Khan,4,6005409,-0.03%,https://www.youtube.com/watch?v=pfVODjDBFxU
73,66,Kinna Sona,Jubin Nautiyal & Dhvani Bhanushali & Meet Bros.,6,6000523,-0.06%,https://www.youtube.com/watch?v=7lfFZs50JHM
74,59,Pa' Olvidarme De Ella,Piso 21 & Christian Nodal,9,5979761,-0.11%,https://www.youtube.com/watch?v=0EqHqPvXcMU
75,76,HIGHEST IN THE ROOM (Official Music Video),Travis Scott,14,5822384,-0.03%,https://www.youtube.com/watch?v=tfSS1e3kYeo
76,82,Tum Hi Aana,Jubin Nautiyal & Payal Dev,7,5817302,-0.01%,https://www.youtube.com/watch?v=tLqtnGLfm4Q
77,99,King Gnu - 白日,King Gnu,2,5815568,0.11%,https://www.youtube.com/watch?v=ony539T074w
78,68,The Lazy Song,Bruno Mars,8,5688501,-0.09%,https://www.youtube.com/watch?v=fLexgOxsZu0
79,n/a,Futsal Shuffle 2020,Lil Uzi Vert,1,5669802,n/a,https://www.youtube.com/watch?v=nwE_BsjBSUw
80,58,Bandit,Juice WRLD & YoungBoy Never Broke Again,11,5658050,-0.16%,https://www.youtube.com/watch?v=Sw5fNI400E4
81,63,LA CANCIÓN,Bad Bunny & J Balvin,12,5652749,-0.14%,https://www.youtube.com/watch?v=LxOTsiV4tkQ
82,86,รักได้ป่าว,Gavin D,2,5603857,0.01%,https://www.youtube.com/watch?v=swlbw8N1Bwk
83,55,Ayy Macarena,Tyga,3,5591389,-0.19%,https://www.youtube.com/watch?v=obUHDyWFMi8
84,75,Nsani,Ali 3arnoos,9,5589701,-0.08%,https://www.youtube.com/watch?v=4ah1wJ8LNXg
85,n/a,Lakho He Deewane,Ankush Raja Official,1,5546196,n/a,https://www.youtube.com/watch?v=hGHKV_yhBd8
86,60,Cheirosa (ao vivo),Jorge & Mateus,6,5486977,-0.17%,https://www.youtube.com/watch?v=YZT1U2rlvyM
87,93,Samajavaragamana,Sanjith Hegde,15,5457013,0.03%,https://www.youtube.com/watch?v=Thf60JU8E98
88,80,SHADOW : Singga ( Official Video ) | Sukh Sanghera | MixSingh | Latest Punjabi Songs,Lokdhun Punjabi,7,5454926,-0.07%,https://www.youtube.com/watch?v=0NLQ33icfpY
