Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,Que Tire Pa Lante,Daddy Yankee,3,43202903,0.03%,https://www.youtube.com/watch?v=fAgvmh1jaCE
2,5,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,16,26661617,-0.03%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
3,4,Black Eyed Peas J Balvin - RITMO (Bad Boys For Life) (Official Music Video),J Balvin & Black Eyed Peas,4,25388190,-0.17%,https://www.youtube.com/watch?v=EzKkl64rRbM
4,1,Lose You To Love Me (Official Music Video),Selena Gomez,3,23382231,-0.57%,https://www.youtube.com/watch?v=zlJDTxahav0
5,6,Lehanga,Jass Manak,13,22209776,-0.14%,https://www.youtube.com/watch?v=RKioDWlajvo
6,7,Shaitan Ka Saala,Vishal Dadlani & Sohail Sen,5,21858937,-0.08%,https://www.youtube.com/watch?v=oCBDl58lBoU
7,10,Dance Monkey,Tones And I,8,21125564,0.04%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
8,n/a,Don't Start Now,Dua Lipa,1,20469704,n/a,https://www.youtube.com/watch?v=oygrmJFKYZY
9,14,No Le Bajes (Official Video),El Coyote The Show & Tito el Bambino & Farruko,2,19468466,0.17%,https://www.youtube.com/watch?v=U0tfwsyIHGA
10,8,Con Altura (Official Video),ROSALÍA,32,19080902,-0.14%,https://www.youtube.com/watch?v=p7bfOZek9t4
11,11,Orphans,Coldplay,2,15887799,-0.16%,https://www.youtube.com/watch?v=PXKYA-zmzTY
12,12,8 Parche,Gur Sidhu & Baani Sandhu,7,15292591,-0.1%,https://www.youtube.com/watch?v=8WWv5_k8D14
13,3,Look At Her Now,Selena Gomez,3,15042282,-0.62%,https://www.youtube.com/watch?v=8u-_64S7plI
14,13,La Mejor Versión De Mi (Remix),Natti Natasha & Romeo Santos,5,15011442,-0.11%,https://www.youtube.com/watch?v=R9rVapGCf2c
15,9,Ramuloo Ramulaa,Anurag Kulkarni Mangli,2,14898049,-0.3%,https://www.youtube.com/watch?v=wFAj0pW6xX0
16,16,Con Calma (Remix),Daddy Yankee,41,14358861,-0.07%,https://www.youtube.com/watch?v=DiItGE3eAyQ
17,18,No Me Conoce (Remix),Bad Bunny & J Balvin & Jhay Cortez,25,14140084,-0.06%,https://www.youtube.com/watch?v=w2C6RhQBYlg
18,15,Señorita,Shawn Mendes & Camila Cabello,20,14002364,-0.1%,https://www.youtube.com/watch?v=Pkh8UtuejGw
19,19,Tutu (Official Video),Pedro Capó & Camilo,13,13635910,-0.06%,https://www.youtube.com/watch?v=5AkDqm-cEgg
20,20,Memories (Official Video),Maroon 5,5,13375840,-0.06%,https://www.youtube.com/watch?v=SlPhMPnQ58k
21,21,Adicto (Official Video),Tainy & Anuel AA & Ozuna,11,13221864,0.02%,https://www.youtube.com/watch?v=58u-zkDLNPg
22,n/a,Kalla Changa,Ninja & Jaani,1,12111736,n/a,https://www.youtube.com/watch?v=c9PsmmjK5t4
23,23,La Cama,Lunay & Myke Towers,2,11832208,0.01%,https://www.youtube.com/watch?v=YMbvSOUksw8
24,n/a,Em Gì Ơi,ICM & Jack J97,1,11776627,n/a,https://www.youtube.com/watch?v=cBClD7jylos
25,n/a,Bigil Bigil Bigiluma Video | Vijay Nayanthara | @A. R. Rahma...,A.R. Rahman,1,11142541,n/a,https://www.youtube.com/watch?v=wHhUta4UAq0
26,26,Tutu (Remix - Audio),Shakira & Pedro Capó & Camilo,4,11127803,0.02%,https://www.youtube.com/watch?v=Kp_wKopYVsk
27,80,Naagin,Vayu & Aastha Gill & Puri & Akasa,2,10986148,0.81%,https://www.youtube.com/watch?v=Oi8q1zIGph0
28,31,Old Town Road (Official Video),Lil Nas X,14,10770562,0.04%,https://www.youtube.com/watch?v=r7qovpFAGrQ
29,29,Surtada (Remix Brega Funk),OIK & Dadá Boladão & Tati Zaqui,5,10680941,0.02%,https://www.youtube.com/watch?v=vhPhZbO7OXE
30,n/a,Thumka,Yo Yo Honey Singh,1,10250126,n/a,https://www.youtube.com/watch?v=mz272Oqidm8
31,24,Samajavaragamana,Sanjith Hegde,6,10141652,-0.12%,https://www.youtube.com/watch?v=Thf60JU8E98
32,22,Chica Bombastic (Official Video),Wisin & Yandel,3,9926609,-0.17%,https://www.youtube.com/watch?v=ZF0958S0sW8
33,n/a,You Calling My Name,GOT7,1,9713502,n/a,https://www.youtube.com/watch?v=xQI9oZEY-B0
34,30,Lalala (Official Video),Y2K & ​bbno$,11,9484662,-0.09%,https://www.youtube.com/watch?v=N2Y2vQ-1m7M
35,n/a,Грустная песня,THRILL PILL,1,9462282,n/a,https://www.youtube.com/watch?v=pHJZhBLCbu0
36,37,Vaaste,Nikhil D'Souza & Dhvani Bhanushali,31,9425271,-0.03%,https://www.youtube.com/watch?v=BBAyRBTfsOU
37,28,Pachtaoge,Arijit Singh,11,9380842,-0.13%,https://www.youtube.com/watch?v=PVxc5mIHVuQ
38,34,bad guy (Official Music Video),Billie Eilish,32,9288040,-0.08%,https://www.youtube.com/watch?v=DyDfgMOUjCI
39,43,Supera,Marília Mendonça,9,9137799,0.02%,https://www.youtube.com/watch?v=7fMttPxpcmg
40,n/a,Acaríñame,Los Ángeles Azules,1,9057125,n/a,https://www.youtube.com/watch?v=iSOKTJo3IHI
41,n/a,LION,(G)I-DLE,1,8982669,n/a,https://www.youtube.com/watch?v=6oanIo_2Z4Q
42,56,Jug Jug Jeeve,Gulzaar Chhaniwala,4,8944812,0.21%,https://www.youtube.com/watch?v=GjYemNgJWg0
43,35,Contatinho (Ao Vivo Em São Paulo / 2019),Anitta & Léo Santana,9,8710793,-0.13%,https://www.youtube.com/watch?v=yyY6z02GqTQ
44,27,Intenção,Marília Mendonça,2,8582788,-0.21%,https://www.youtube.com/watch?v=1qKz_QohN7g
45,33,Circles,Post Malone,10,8130975,-0.2%,https://www.youtube.com/watch?v=wXhTHyIgQ_U
46,40,O Saki Saki (From "Batla House"),B Praak & Tulsi Kumar & Neha Kakkar,17,8060778,-0.16%,https://www.youtube.com/watch?v=6wNFJIbTxNk
47,38,Ek Toh Kum Zindagani (From "Marjaavaan"),Neha Kakkar & Yash Narvekar & Tanishk Bagchi,5,8008655,-0.17%,https://www.youtube.com/watch?v=a39rulFFJlM
48,46,Tự Tâm,Nguyen Tran Trung Quan,2,7966061,-0.05%,https://www.youtube.com/watch?v=4GuR_g75ufY
49,48,เมาทุกขวดเจ็บปวดทุกเพลง,DU-OMAY,9,7936227,-0.03%,https://www.youtube.com/watch?v=QYdx57e_xWs
50,41,HIGHEST IN THE ROOM (Official Music Video),Travis Scott,5,7882213,-0.14%,https://www.youtube.com/watch?v=tfSS1e3kYeo
51,n/a,Hot (Remix),Young Thug,1,7786569,n/a,https://www.youtube.com/watch?v=leJNDpm_G10
52,51,Tum Hi Aana (Happy Version) [From "Marjaavaan"],Jubin Nautiyal & Payal Dev,6,7760859,0.01%,https://www.youtube.com/watch?v=VFTSW817JlI
53,53,🌡105F RMX - Kevvo FT Chencho Corleone Farruko  Myke Towers Arcangel Ñengo Flow Darell Brytiago,Farruko & KEVVO & Chencho Corleone,8,7700146,0.01%,https://www.youtube.com/watch?v=qA6FBDYncGk
54,47,Bandit,Juice WRLD & YoungBoy Never Broke Again,5,7487630,-0.1%,https://www.youtube.com/watch?v=Sw5fNI400E4
55,42,Yo x Ti Tu x Mi (Official Video),Ozuna & ROSALÍA,13,7414966,-0.18%,https://www.youtube.com/watch?v=2j3x0VYnehg
56,61,Si Se Da (Remix),Myke Towers & Farruko & Arcangel & Sech & Zion,14,7283244,0.03%,https://www.youtube.com/watch?v=CbEst0K063c
57,75,Dil Laga Liya - Full Video | Dil Hai Tumhaara | Preity & Arjun Rampal | Alka Yagnik & Udit Narayan,Mohammed Salamat & Madhushree,18,7272815,0.17%,https://www.youtube.com/watch?v=6qBdQzPnw4E
58,55,DOLLAR (Official Video),Myke Towers & Becky G,17,7194203,-0.04%,https://www.youtube.com/watch?v=ngJwy17OiAM
59,62,Пчеловод,RASA,10,7118266,0.02%,https://www.youtube.com/watch?v=9knYNjp95bs
60,52,Qué Pena (Official Video),Maluma & J Balvin,6,7100849,-0.07%,https://www.youtube.com/watch?v=Geyg_F5pfHE
