Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,11,El Jefe,Shakira & Fuerza Regida,2,25449819,1.19%,https://www.youtube.com/watch?v=7oTlx5YC2P4
2,2,Chaleya,Arijit Singh & Shilpa Rao,7,17103771,-0.03%,https://www.youtube.com/watch?v=VAdGW7QDJiU
3,1,Heeriye (Official Video) Jasleen Royal ft Arijit Singh| Dulquer Salmaan| Aditya Sharma |Taani Tanvir,Jasleen Royal,7,15899284,-0.16%,https://www.youtube.com/watch?v=RLzC55ai0eo
4,3,MI EX TENÍA RAZÓN (Official Video),KAROL G,7,15845986,0.04%,https://www.youtube.com/watch?v=VBcs8DZxBGc
5,5,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,8,15201693,0.08%,https://www.youtube.com/watch?v=Vr1M_l-1wjc
6,19,Según Quién,Maluma & Carin Leon,2,14795387,0.55%,https://www.youtube.com/watch?v=69lO08ar-mI
7,6,Primera Cita,Carin Leon,13,13901538,0.05%,https://www.youtube.com/watch?v=jhMiIUb2GEA
8,8,La Bebe (Remix),Yng Lvcas & Peso Pluma,27,13701367,0.07%,https://www.youtube.com/watch?v=3mchJ-EW9rM
9,7,LALA,Myke Towers,9,13415647,0.04%,https://www.youtube.com/watch?v=BVdngsy95mY
10,9,un x100to,Grupo Frontera & Bad Bunny,24,12864624,0.05%,https://www.youtube.com/watch?v=3inw26U-os4
11,12,Paint The Town Red,Doja Cat,7,11758665,0.03%,https://www.youtube.com/watch?v=m4_9TFeMfJE
12,4,Por Mi México (Remix),MC Davo & Dharius & C-Kan & Lefty Sm & Neto Peña & Santa Fe Klan,4,11130129,-0.24%,https://www.youtube.com/watch?v=HEi7DYfYIXg
13,14,What Jhumka?,Arijit Singh & Jonita Gandhi,10,10960224,0.07%,https://www.youtube.com/watch?v=87JIOAX3njM
14,21,Let's Go 4,DJ GBR & Mc IG & MC Ryan SP & MC PH & Mc Davi & Mc Luki & MC Don Juan & Mc Kadu & TrapLaudo & MC GP,2,10877191,0.15%,https://www.youtube.com/watch?v=zG5gWncAhls
15,16,TQG,Shakira & KAROL G,31,10831751,0.11%,https://www.youtube.com/watch?v=jZGpkLElSu8
