Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Con Calma (Remix),Daddy Yankee,8,66915784,0.1%,https://www.youtube.com/watch?v=DiItGE3eAyQ
2,2,Calma (Remix - Official Video),Pedro Capó & Farruko,22,37233473,-0.06%,https://www.youtube.com/watch?v=1_zgKRBrT0Y
3,6,HP (Official Video),Maluma,3,33007181,0.22%,https://www.youtube.com/watch?v=iMEhjsiHbwM
4,60,I Can't Get Enough (Official Music Video),benny blanco,2,32598657,2.44%,https://www.youtube.com/watch?v=Tztc73r8348
5,3,Girls Like You ft. Cardi B (Official Music Video),Maroon 5,42,31627603,-0.07%,https://www.youtube.com/watch?v=aJOTlE1K90k
6,4,Secreto,KAROL G & Anuel AA,10,31588585,-0.03%,https://www.youtube.com/watch?v=gFZfwWZV074
7,n/a,Hori Khele Raghuveera,Sukhwinder Singh & Amitabh Bachchan & Udit Narayan & Alka Yagnik,2,28593309,n/a,https://www.youtube.com/watch?v=87FYp3YLEBM
8,9,Taki Taki ft. Selena Gomez Ozuna Cardi B (Official Music Vi...,DJ Snake,24,23061751,-0.04%,https://www.youtube.com/watch?v=ixkoVwKQaJg
9,10,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,22,22501119,0.04%,https://www.youtube.com/watch?v=ApXoWvfEYVU
10,n/a,Sally Walker,Iggy Azalea,1,22459930,n/a,https://www.youtube.com/watch?v=2Gy8eGr7AfM
11,13,Aankh Marey (From "Simmba"),Mika Singh & Kumar Sanu & Neha Kakkar,14,22429835,0.12%,https://www.youtube.com/watch?v=vu5-aKf_QqA
12,5,Please Me,Cardi B & Bruno Mars,3,21977432,-0.2%,https://www.youtube.com/watch?v=3y-O-4IL-PU
13,11,Aullando (Official Video),Wisin & Yandel & Romeo Santos,4,21641208,0.01%,https://www.youtube.com/watch?v=-n9krkSb-ug
14,n/a,Mungda,Shaan & DJ Anshul & Gourov-Roshin & Subhro J. Ganguly & Jyotica Tangri,1,21234041,n/a,https://www.youtube.com/watch?v=ylW9gdva7Oo
15,12,Si se da,Farruko & Myke Towers,3,21043273,0.02%,https://www.youtube.com/watch?v=LXjRV-oSD1U
16,7,Coca Cola (From "Luka Chuppi"),Young Desi & Tony Kakkar & Neha Kakkar,6,19692003,-0.2%,https://www.youtube.com/watch?v=_cPHiwPqbqo
17,19,Pa' mí (remix),Dalex,4,18872350,0.12%,https://www.youtube.com/watch?v=rm8krFiAJBw
18,17,Un Año (Official Video),Sebastián Yatra & Reik,7,18755339,0.07%,https://www.youtube.com/watch?v=ghAvJMxE1qo
19,15,7 rings (Official Video),Ariana Grande,9,18672451,0.03%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
20,n/a,Liberté,Soolking,1,17951944,n/a,https://www.youtube.com/watch?v=CTAH-AqYm48
21,22,She Don't Know (From "Blessed"),Millind Gaba,11,17792170,0.14%,https://www.youtube.com/watch?v=_P3R63mmakg
22,33,Saturday Nights REMIX (Official Video),Kane Brown & Khalid,3,17697158,0.42%,https://www.youtube.com/watch?v=5hqK-A0UxKw
23,16,MIA,Drake & Bad Bunny,24,16798171,-0.06%,https://www.youtube.com/watch?v=OSUxrSe5GbI
24,8,Thararat,YOUNGOHM,3,16642695,-0.31%,https://www.youtube.com/watch?v=FemL1-I3s6w
25,20,Desconocidos,Manuel Turizo & Mau y Ricky & Camilo,16,16505358,0.03%,https://www.youtube.com/watch?v=8avC3hHNeSE
26,18,Ella Quiere Beber (Remix),Anuel AA,19,14907481,-0.14%,https://www.youtube.com/watch?v=0w3XwPVxcsw
27,31,Amanece,Haze & Anuel AA,13,14694698,0.15%,https://www.youtube.com/watch?v=xp6706wVdCI
28,21,Adan y Eva,Paulo Londra,16,14565549,-0.08%,https://www.youtube.com/watch?v=aSjflT_J0Xo
29,n/a,Rang Barse Song | Holi Song | Silsila | Amitabh Bachchan Rekha Sanjeev Jaya | रंग बरसे | होली गीत,YRF,1,14406536,n/a,https://www.youtube.com/watch?v=Jf92MOkrbEw
30,29,Say My Name,David Guetta & Bebe Rexha & J Balvin,17,14211697,0.09%,https://www.youtube.com/watch?v=ft4jcPSLJfY
31,23,Sweet but Psycho,Ava Max,14,14120954,-0.08%,https://www.youtube.com/watch?v=WXBHCQYxwr0
32,26,Laung Laachi Title Track,Mannat Noor,47,14096660,0.06%,https://www.youtube.com/watch?v=YpkJO_GrCo0
33,47,Ozuna- BAILA BAILA BAILA (Video Oficial),Ozuna,4,13912427,0.32%,https://www.youtube.com/watch?v=32F2d-wj4Xw
34,35,Nunca Es Suficiente,Los Ángeles Azules,33,13666914,0.15%,https://www.youtube.com/watch?v=k76BgIb89-s
35,32,Aankh Marey (From "Simmba"),Mika Singh & Kumar Sanu & Neha Kakkar,15,13248005,0.05%,https://www.youtube.com/watch?v=_KhQT-LGb-4
36,n/a,Soltera,Lunay & Gaby Music,1,13199184,n/a,https://www.youtube.com/watch?v=YZxmoOvqWek
37,71,आ गया Khesari Lal Yadav का सबसे बड़ा होली VIDEO SONG | Bhatar Gaile Dilli Ho | Bhojpuri Hit Holi Song,Ishtar Bhojpuri,2,13053134,0.57%,https://www.youtube.com/watch?v=fB_B9iIyBaM
38,34,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,50,12879171,0.03%,https://www.youtube.com/watch?v=9jI-z9QN6g8
39,n/a,365 (Official),Katy Perry & Zedd,3,12738703,n/a,https://www.youtube.com/watch?v=YrbgUtCfnC0
40,25,break up with your girlfriend i'm bored (Official Video),Ariana Grande,6,12458134,-0.08%,https://www.youtube.com/watch?v=LH4Y1ZUUx2g
41,42,Adictiva,Anuel AA & Daddy Yankee,18,12171513,0.11%,https://www.youtube.com/watch?v=BvFJstCIrpw
42,39,YNW Melly - Murder On My Mind [Official Video],YNW Melly,5,12156837,0.06%,https://www.youtube.com/watch?v=hqDinxaPUK4
43,37,Nira Ishq (Slowed + Reverb),Guri,6,12119774,0.04%,https://www.youtube.com/watch?v=VO7Vu207-e8
44,30,Dame Tu Cosita,El Chombo,45,11968849,-0.07%,https://www.youtube.com/watch?v=FzG4uDgje3M
45,28,Alone,Marshmello,41,11800208,-0.1%,https://www.youtube.com/watch?v=ALZHF5UqnU4
46,38,Lamberghini,Raginii & The Doorbeen,12,11656542,0%,https://www.youtube.com/watch?v=5X7WWVTrBvM
47,66,Put a Date On It,Yo Gotti,2,11438121,0.3%,https://www.youtube.com/watch?v=1PnHB4sLqew
48,41,Leja Re,Dhvani Bhanushali,16,11346547,0.02%,https://www.youtube.com/watch?v=NNqLB7znMLU
49,14,Dancing With A Stranger (Official Music Video),Sam Smith & Normani,7,11254490,-0.43%,https://www.youtube.com/watch?v=av5JD1dfj_c
50,44,Ishq Ka Raja,Addy Nagar,4,11110932,0.02%,https://www.youtube.com/watch?v=N_dV7--eGFc
51,n/a,Một Bước Yêu Vạn Dặm Đau,Mr Siro,1,10513076,n/a,https://www.youtube.com/watch?v=GwCUbhE0TY0
52,54,Giant (Official Video),Calvin Harris,7,10221428,0.04%,https://www.youtube.com/watch?v=ir6nk2zrMG0
53,n/a,Destino,Greeicy & Nacho,1,10218274,n/a,https://www.youtube.com/watch?v=Dr6iQxNu0wo
54,51,SAKHIYAAN (Full Song) Maninder Buttar | MixSingh | Babbu | Punjabi Songs | Sakhiyan | Ishtar Punjabi,Zahrah S Khan & Maninder Buttar,19,10044315,-0.01%,https://www.youtube.com/watch?v=S-ezhTXPVGU
55,24,Sucker (Official Video),Jonas Brothers,3,10033003,-0.35%,https://www.youtube.com/watch?v=CnAmeh0-E-U
56,n/a,Ang Se Ang Lagana,Alka Yagnik & Vinod Rathod & Sudesh Bhosale & Devaki Pandit,1,9982079,n/a,https://www.youtube.com/watch?v=bue7fClXlkI
57,n/a,Ja Ve Ja,Parmish Verma,1,9858529,n/a,https://www.youtube.com/watch?v=oekSvnsMa1A
58,58,Mere Wala Sardar (LoFi),Jugraj Sandhu,12,9714770,0.02%,https://www.youtube.com/watch?v=3dW6hTdyYSA
59,81,Pure Water,Mustard & Migos,2,9613063,0.29%,https://www.youtube.com/watch?v=9hJ8lLNWrM4
60,57,Te Vi,Piso 21 & Micro TDH,8,9588899,-0.01%,https://www.youtube.com/watch?v=0yruvXjYoUo
61,82,Guaynaa - “ReBoTa” 🍑,Guaynaa,2,9544308,0.32%,https://www.youtube.com/watch?v=mmKAn1MeB04
62,53,Terremoto,Anitta & MC Kevinho,6,9492613,-0.03%,https://www.youtube.com/watch?v=O65FBF9RamQ
63,63,Lady Gaga Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars),Bradley Cooper & Lady Gaga,4,9486643,0.03%,https://www.youtube.com/watch?v=JPJjwHAIny4
64,n/a,Teri Pyari Pyari Do Akhiyan - Bhinda Aujla & Bobby Layal | Latest Hindi Song 2019 | Tiktok Viral,Bhinda Aujla & Bobby Layal,1,9407381,n/a,https://www.youtube.com/watch?v=7jaqGRLSZqA
65,n/a,Hijoepu*#,KAROL G & Gloria Trevi,1,9356363,n/a,https://www.youtube.com/watch?v=mTlTb0Ospp4
66,65,Thotiana (remix),YG & Cardi B & Blueface,5,9033471,0%,https://www.youtube.com/watch?v=V6EpIABAKKo
67,n/a,Coca Cola (From "Luka Chuppi"),Young Desi & Tony Kakkar & Neha Kakkar,1,8950786,n/a,https://www.youtube.com/watch?v=mdXHRJtBcEo
68,62,High Hopes,Panic! At The Disco,16,8915853,-0.04%,https://www.youtube.com/watch?v=IPXIgEAGe4U
69,67,Baby,Farruko & Amenazzy,8,8909618,0.05%,https://www.youtube.com/watch?v=xjQKkknbz-Y
70,n/a,Mithi Mithi,Amrit Maan,1,8888860,n/a,https://www.youtube.com/watch?v=onZfUE6JWr8
71,n/a,,,1,8817197,n/a,n/a
72,n/a,Bye Bye (Acústico),MC Don Juan & Mc Davi,1,8688547,n/a,https://www.youtube.com/watch?v=iDDKDZEjbfM
73,59,Better (Official Video),Khalid,16,8628478,-0.09%,https://www.youtube.com/watch?v=x3bfa3DZ8JM
74,85,Let You Love Me,Rita Ora,22,8623968,0.2%,https://www.youtube.com/watch?v=XCQK6LmhYqc
75,75,Gali Gali,Neha Kakkar,14,8497791,0.05%,https://www.youtube.com/watch?v=rJqX-YUZddc
76,n/a,Skibidi (Romantic Edition),Little Big,1,8479975,n/a,https://www.youtube.com/watch?v=EqSclLcbvCA
77,56,Defaulter,Gurlez Akhtar & R Nait,5,8471019,-0.13%,https://www.youtube.com/watch?v=2zQuvi3w7hQ
78,76,Puntos Suspensivos,Piso 21,18,8350579,0.05%,https://www.youtube.com/watch?v=D-bYv33e6N0
79,n/a,เธอมันเเค่ของเก่า - เนสกาเเฟ ศรีนคร 【Official Video Lyrics】,Net Kafae Si Nakhon,1,8242077,n/a,https://www.youtube.com/watch?v=5jmW0xqUQbo
80,n/a,Brytiago & Anuel AA - Controla 🎮(Video Oficial),Brytiago,4,8195221,n/a,https://www.youtube.com/watch?v=f-bHkixKt0g
81,n/a,Cuộc Vui Cô Đơn (Lofi),Le Bao Binh,1,8111779,n/a,https://www.youtube.com/watch?v=K3QBad94H0M
82,n/a,Badri Ki Dulhania (Title Track) [From "Badrinath Ki Dulhania"],Dev Negi & Ikka & Neha Kakkar & Monali Thakur,21,8036319,n/a,https://www.youtube.com/watch?v=1YBl3Zbt80A
83,87,Esclavo de tus besos,Manuel Turizo & Ozuna,3,8021565,0.12%,https://www.youtube.com/watch?v=1afoVNPPQCI
