Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,2,100536630,0.66%,https://www.youtube.com/watch?v=CocEMWdc7Ck
2,n/a,Flowers,Miley Cyrus,1,53680653,n/a,https://www.youtube.com/watch?v=G7KNmW9a75Y
3,n/a,VIBE,TAEYANG,1,33503260,n/a,https://www.youtube.com/watch?v=cXCBiF67jLM
4,3,Maan Meri Jaan,King,10,24036202,-0.02%,https://www.youtube.com/watch?v=VuG7ge_8I2Y
5,4,Jhoome Jo Pathaan,Vishal - Shekhar & Arijit Singh & Sukriti Kakkar & Vishal Dadlani & Sheykhar Ravjiani,4,22251816,0.06%,https://www.youtube.com/watch?v=YxWlaYCA8MU
6,2,Besharam Rang,Shilpa Rao & Caralisa Monteiro & Vishal Dadlani & Sheykhar Ravjiani,5,20587167,-0.18%,https://www.youtube.com/watch?v=huxhqphtDrM
7,6,Bebe Dame,Fuerza Regida & Grupo Frontera,3,16932714,0.17%,https://www.youtube.com/watch?v=Oie--p6YqJo
8,5,Calm Down,Rema & Selena Gomez,20,15998336,0.07%,https://www.youtube.com/watch?v=WcIcVapfqXw
9,8,QUE VUELVAS,Grupo Frontera & Carin Leon,5,15516722,0.17%,https://www.youtube.com/watch?v=gG3516BF5_w
10,7,Qué Agonía,Ángela Aguilar & Yuridia,13,15472268,0.09%,https://www.youtube.com/watch?v=Q8xIa7KcI1A
11,10,Leão,Marília Mendonça,3,14563996,0.34%,https://www.youtube.com/watch?v=tI55Zu9uZEM
12,13,Ranjithame,M.M. Manasi & Thalapathy Vijay,11,14007168,0.35%,https://www.youtube.com/watch?v=zuVV9Y55gvc
13,57,Monotonía,Shakira & Ozuna,14,12903837,1.26%,https://www.youtube.com/watch?v=j5y6xLpRwx4
14,12,No Se Va (En Vivo),Grupo Frontera,18,11531916,0.09%,https://www.youtube.com/watch?v=VtKcDwz6hiM
