Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,This Is What You Came For (Official Video),Calvin Harris,6,57764751,-0.15%,https://www.youtube.com/watch?v=kOkQ4T5WO9E
2,2,Work from Home (Official Video),Fifth Harmony,22,33193212,-0.04%,https://www.youtube.com/watch?v=5GL9JoH4Sws
3,4,Sorry,Justin Bieber,23,24782674,0.09%,https://www.youtube.com/watch?v=fRh_vgS2dFE
4,n/a,Cold Water,Major Lazer,1,22990122,n/a,https://www.youtube.com/watch?v=a59gmGkq_pw
5,10,DUELE EL CORAZON,Enrique Iglesias,11,22107746,0.09%,https://www.youtube.com/watch?v=xFutjZEBTXs
6,9,Cheap Thrills (Official Lyric Video),Sia,20,21763933,0.05%,https://www.youtube.com/watch?v=nYh-n7EOtMA
7,5,Work,Rihanna,23,21137508,-0.04%,https://www.youtube.com/watch?v=HL1UzIK-flA
8,7,Andas En Mi Cabeza,Chino & Nacho,14,20367345,-0.03%,https://www.youtube.com/watch?v=AMTAQ-AJS4Y
9,6,Alan Walker - Faded,Alan Walker,23,20154284,-0.04%,https://www.youtube.com/watch?v=60ItHLz5WEA
10,16,Don't Let Me Down,The Chainsmokers,13,19914985,0.1%,https://www.youtube.com/watch?v=Io0fBr1XBUA
11,11,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,21,19846781,-0.02%,https://www.youtube.com/watch?v=foE1mO2yM04
12,21,La Bicicleta,Shakira & Carlos Vives,3,18649721,0.23%,https://www.youtube.com/watch?v=-UV0QGLmYys
13,3,Bobo,J Balvin,11,18607930,-0.23%,https://www.youtube.com/watch?v=0GvLP2C2w9U
14,15,Picky,Joey Montana,23,17684399,-0.07%,https://www.youtube.com/watch?v=RqpKDkVzlqU
15,13,Hasta el Amanecer,Nicky Jam,23,17390085,-0.1%,https://www.youtube.com/watch?v=kkx-7fsiWgg
16,8,คนมีเสน่ห์,Nakharin Kingsak,5,17129543,-0.17%,https://www.youtube.com/watch?v=R10mrTJpqPw
17,20,See You Again,Wiz Khalifa,23,16988310,0.11%,https://www.youtube.com/watch?v=RgKAFK5djSk
18,12,How Deep Is Your Love,Calvin Harris & Disciples,23,16692547,-0.17%,https://www.youtube.com/watch?v=EgqUJOudrcM
19,14,El Perdedor (Official Video),Maluma,14,16128081,-0.16%,https://www.youtube.com/watch?v=PJniSb91tvo
20,19,Lean On,Major Lazer & DJ Snake,23,15222663,-0.07%,https://www.youtube.com/watch?v=YqeW9_5kURI
21,18,Kill Em With Kindness,Selena Gomez,8,15059323,-0.09%,https://www.youtube.com/watch?v=HHP5MKgK0o8
22,41,Treat You Better,Shawn Mendes,2,15038282,0.33%,https://www.youtube.com/watch?v=lY2yjAdbvdQ
23,22,,,11,14479992,0%,n/a
24,25,Ain't Your Mama (Official Video),Jennifer Lopez,12,14214896,0.01%,https://www.youtube.com/watch?v=Pgmx7z49OEk
25,23,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"...,Justin Timberlake,11,14194476,-0.02%,https://www.youtube.com/watch?v=ru0K8uYEZWw
26,24,Stressed Out,twenty one pilots,23,14067312,-0.01%,https://www.youtube.com/watch?v=pXRviuL6vMY
27,30,Send My Love (To Your New Lover),Adele,10,14060899,0.08%,https://www.youtube.com/watch?v=fk4BbF7B29w
28,28,Love Yourself PURPOSE : The Movement,Justin Bieber,23,13979587,0.06%,https://www.youtube.com/watch?v=oyEuk8j8imI
29,27,Worth It (Official Video),Fifth Harmony,23,13953529,0.01%,https://www.youtube.com/watch?v=YBHQbu5rbdQ
30,29,Company,Justin Bieber,8,12847906,-0.02%,https://www.youtube.com/watch?v=gdx7gN1UyX0
31,26,Me Too,Meghan Trainor,12,12770369,-0.08%,https://www.youtube.com/watch?v=qDRORgoZxZU
32,43,What Do You Mean?,Justin Bieber,23,12766465,0.15%,https://www.youtube.com/watch?v=DK_0jXPuIr0
33,31,Uptown Funk (Official Video),Mark Ronson,23,12214786,-0.03%,https://www.youtube.com/watch?v=OPf0YbXqDm0
34,38,Bailando,Enrique Iglesias,23,12046864,0.02%,https://www.youtube.com/watch?v=NUsoVlDFqZg
35,36,All In My Head (Flex) (Official Video),Fifth Harmony,5,12041537,-0.01%,https://www.youtube.com/watch?v=jsbeemdD2rQ
36,37,Into You (Official Video),Ariana Grande,10,11676340,-0.03%,https://www.youtube.com/watch?v=1ekZEVeXwek
37,35,กลับตัวกลับใจ,Dax Rock Rider,4,11327659,-0.09%,https://www.youtube.com/watch?v=XwekpIhm5c4
38,47,No Money,Galantis,9,11203569,0.09%,https://www.youtube.com/watch?v=xUVz4nRmxn4
39,49,Hotline Bling,Drake,23,11112441,0.08%,https://www.youtube.com/watch?v=uxpDa-c-4Mc
40,32,Borro Cassette (Official Video),Maluma,21,11037496,-0.12%,https://www.youtube.com/watch?v=Xk0wdDTTPA0
41,54,Heathens,twenty one pilots,6,10888140,0.1%,https://www.youtube.com/watch?v=UprcpdwuwCg
42,42,7 Years,Lukas Graham,22,10849123,-0.03%,https://www.youtube.com/watch?v=LHCob76kigA
43,45,Hymn for the Weekend,Coldplay,23,10745090,-0.03%,https://www.youtube.com/watch?v=YykjpeuMNEk
44,53,Sugar,Maroon 5,23,10600750,0.06%,https://www.youtube.com/watch?v=09R8_2nJtjg
45,33,This One's for You [Official Song UEFA EURO 2016],David Guetta,7,10458204,-0.17%,https://www.youtube.com/watch?v=MoHnffhBwqs
46,46,Lush Life,Zara Larsson,22,10319088,-0.01%,https://www.youtube.com/watch?v=tD4HCZe-tew
47,50,Hello (Official Music Video),Adele,23,10293024,0.02%,https://www.youtube.com/watch?v=YQHsXMglC9A
48,59,Thinking out Loud,Ed Sheeran,23,10162874,0.06%,https://www.youtube.com/watch?v=lp-EO5I60KA
49,34,Blame,Calvin Harris,6,9965140,-0.2%,https://www.youtube.com/watch?v=6ACl8s_tBzE
50,58,Counting Stars,OneRepublic,23,9781304,0%,https://www.youtube.com/watch?v=hT_nvWreIhg
51,55,La Ocasión,De La Ghetto & Mambo Kingz & DJ Luian,19,9780710,-0.01%,https://www.youtube.com/watch?v=XngTiXBPmEE
52,39,M.I.L.F. $ (Polow da Don remix),Fergie,4,9778737,-0.17%,https://www.youtube.com/watch?v=bsUWK-fixiA
53,48,Watch Me (Whip / Nae Nae),Silentó,23,9726322,-0.06%,https://www.youtube.com/watch?v=vjW8wmF5VWc
54,69,Ride,twenty one pilots,5,9658423,0.14%,https://www.youtube.com/watch?v=Pw-0pbY9JeU
55,n/a,Kala Chashma,Amar Arshi & Badshah & Neha Kakkar & Indeep Bakshi,1,9552010,n/a,https://www.youtube.com/watch?v=k4yXQkG2s1E
56,51,Te Vas (Live),Ozuna,8,9499775,-0.06%,https://www.youtube.com/watch?v=_JOnM3jmY0o
57,56,Ana Machi Sahel,Saad Lamjarred,3,9463282,-0.04%,https://www.youtube.com/watch?v=ucNF2GHhk2k
58,40,Sorry (Video),Beyoncé,6,9223421,-0.18%,https://www.youtube.com/watch?v=QxsmWxxouIM
59,57,La Gozadera (Official Video),Gente de Zona,23,9198907,-0.06%,https://www.youtube.com/watch?v=VMp55KH_3wo
60,62,Shake It Off,Taylor Swift,23,9090048,-0.01%,https://www.youtube.com/watch?v=nfWlot6h_JM
61,64,Sofia [blank],Alvaro Soler,12,9007493,0%,https://www.youtube.com/watch?v=qaZ0oAh4evU
