Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Shape of You,Ed Sheeran,6,70765721,0.16%,https://www.youtube.com/watch?v=JGwWNGJdvx8
2,3,Despacito,Luis Fonsi,8,56468388,0.2%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
3,2,Chantaje (Official Video),Shakira,16,46899229,-0.02%,https://www.youtube.com/watch?v=6Mgqbai3fKo
4,4,Shape Of You,Ed Sheeran,8,44509818,0.01%,https://www.youtube.com/watch?v=_dK2tDK9grQ
5,5,Rockabye,Clean Bandit,17,41521347,0.01%,https://www.youtube.com/watch?v=papuvlVeZg8
6,11,Starboy,The Weeknd,24,33350048,0.11%,https://www.youtube.com/watch?v=34Na4j8AVgA
7,8,El Amante,Nicky Jam,8,32751334,0.04%,https://www.youtube.com/watch?v=YG2p6XBuSKA
8,10,Vente Pa' Ca (Official Video),Ricky Martin,24,31282656,0.03%,https://www.youtube.com/watch?v=iOe6dI2JhgU
9,7,Closer (Lyric),The Chainsmokers,32,30801229,-0.05%,https://www.youtube.com/watch?v=PT2_F-1esPk
10,82,That's What I Like,Bruno Mars,2,30437496,1.93%,https://www.youtube.com/watch?v=PMivT7MJ41M
11,12,Reggaetón Lento (Bailemos),CNCO,16,29814746,0.02%,https://www.youtube.com/watch?v=7jpqqBX-Myw
12,13,I Don’t Wanna Live Forever (Fifty Shades Darker) (From "Fifty Shades Darker (Original Motion Picture Soundtrack)"),ZAYN & Taylor Swift,6,29449579,0.04%,https://www.youtube.com/watch?v=7F37r50VUTQ
13,14,This Is What You Came For (Official Video),Calvin Harris,38,27689670,0%,https://www.youtube.com/watch?v=kOkQ4T5WO9E
14,6,Something Just Like This (Lyric),The Chainsmokers & Coldplay,3,26152981,-0.22%,https://www.youtube.com/watch?v=FM7MFYoylVs
15,15,We Don't Talk Anymore,Charlie Puth,32,24683729,-0.03%,https://www.youtube.com/watch?v=3AtDnEC4zak
16,16,Treat You Better,Shawn Mendes,34,22870850,-0.06%,https://www.youtube.com/watch?v=lY2yjAdbvdQ
17,n/a,,,1,21919630,n/a,n/a
18,18,Bad and Boujee,Migos,14,21856734,0%,https://www.youtube.com/watch?v=S-sJp1FfG7Q
19,17,Chained To The Rhythm (Official),Katy Perry,3,21575980,-0.09%,https://www.youtube.com/watch?v=Um7pMggPnug
20,24,24K Magic,Bruno Mars,22,21192746,0.1%,https://www.youtube.com/watch?v=UqyT8IEBkvY
21,20,Sin Contrato (Official Video),Maluma,28,20958011,0.05%,https://www.youtube.com/watch?v=9xByMBYDRmY
