Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Tusa (Official Video),KAROL G & Nicki Minaj,14,44574420,-0.09%,https://www.youtube.com/watch?v=tbneQDc2H3I
2,n/a,Antra Singh Bhojpuri Song,Vivekanand Upadhyay Vicky & Antra Singh Priyanka,1,35134987,n/a,https://www.youtube.com/watch?v=_CYDD_GOJ4I
3,2,Dance Monkey,Tones And I,22,30983549,-0.06%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
4,3,Hello Koun,Ritesh Pandey Official,9,27069672,-0.07%,https://www.youtube.com/watch?v=0hGGaVCCqPk
5,15,Life Is Good (Official Music Video),Future,5,25346553,0.72%,https://www.youtube.com/watch?v=l0U7SxXHkPY
6,n/a,Intentions ft. Quavo (Official Video),Justin Bieber,1,25221311,n/a,https://www.youtube.com/watch?v=9p2wMpVVtXg
7,4,Yummy (Official Video),Justin Bieber,6,22809908,-0.08%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
8,n/a,Illegal Weapon 2.0,Garry Sandhu & Jasmine Sandlas,1,22275348,n/a,https://www.youtube.com/watch?v=GOkJguI8kYc
9,6,Sigues Con El,Dimelo Flow & Arcángel,9,21273208,0.06%,https://www.youtube.com/watch?v=VRUjdlCynU0
10,n/a,Keii,Anuel AA,1,20514932,n/a,https://www.youtube.com/watch?v=FXeDN7sQk30
11,17,مهرجان بنت الجيران " بهوايا انتي قاعده معايا " حسن شاكوش و عمر كمال - توزيع اسلام ساسو,Hassan Shakosh,7,20291439,0.46%,https://www.youtube.com/watch?v=uHBaHQau8b4
12,7,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,30,17647883,-0.05%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
13,5,Illegal Weapon 2.0,Garry Sandhu & Jasmine Sandlas,6,17094987,-0.26%,https://www.youtube.com/watch?v=zjMtaw2mrrc
14,9,Black Eyed Peas J Balvin - RITMO (Bad Boys For Life) (Official Music Video),J Balvin & Black Eyed Peas,18,16884521,-0.04%,https://www.youtube.com/watch?v=EzKkl64rRbM
15,13,Lehanga,Jass Manak,27,16350044,0.06%,https://www.youtube.com/watch?v=RKioDWlajvo
16,n/a,Dus Bahane 2.0 (From "Baaghi 3"),Vishal Dadlani & Shekhar Ravjiani,1,16232724,n/a,https://www.youtube.com/watch?v=vjOKuvBjkS8
17,n/a,Meleğim,Dadju & Soolking,1,16043333,n/a,https://www.youtube.com/watch?v=ReK5Z0RCbSY
18,8,Muqabla,T-Series,6,14782286,-0.2%,https://www.youtube.com/watch?v=IVMquMDUQZY
19,16,The Box,Roddy Ricch,8,14603436,-0.01%,https://www.youtube.com/watch?v=uLHqpjW3aDs
20,14,Que Tire Pa Lante,Daddy Yankee,17,14076361,-0.06%,https://www.youtube.com/watch?v=fAgvmh1jaCE
21,n/a,Mehrama (From "Love Aaj Kal"),Darshan Raval & Antara Mitra & Pritam,1,13810465,n/a,https://www.youtube.com/watch?v=HYUpNJJELeE
22,n/a,Rodeo (ft. Nas) [Official Video],Lil Nas X,1,13375853,n/a,https://www.youtube.com/watch?v=c-yRN55iaQY
23,10,Garmi,Badshah & Neha Kakkar,6,12643552,-0.26%,https://www.youtube.com/watch?v=q_0uF80IZXM
24,18,Con Altura (Official Video),ROSALÍA,46,12494545,-0.07%,https://www.youtube.com/watch?v=p7bfOZek9t4
25,63,Medusa (Official Video),Jhay Cortez,2,12461803,0.8%,https://www.youtube.com/watch?v=DPIv7awI-1A
26,n/a,Muqabla (From "Street Dancer 3D"),Parampara Thakur & A.R. Rahman & Yash Narvekar & Tanishk Bagchi,1,12432333,n/a,https://www.youtube.com/watch?v=l75z7FrYRXI
27,22,Ramuloo Ramulaa,Anurag Kulkarni Mangli,16,12255484,0.02%,https://www.youtube.com/watch?v=wFAj0pW6xX0
28,12,DUN DUN,EVERGLOW,2,11142980,-0.29%,https://www.youtube.com/watch?v=NoYKBAajoyo
29,25,Kamaal,Uchana Amit,7,10945578,-0.02%,https://www.youtube.com/watch?v=ZPSUimDt7N8
30,20,Tudo Ok,Thiaguinho MT &  JS o Mão de Ouro,5,10866472,-0.13%,https://www.youtube.com/watch?v=n_Pf1BgHS7c
31,24,Anh Thanh Niên,HuyR,4,10763106,-0.08%,https://www.youtube.com/watch?v=HPL74s4VPdk
32,23,bad guy (Official Music Video),Billie Eilish,46,10650335,-0.11%,https://www.youtube.com/watch?v=DyDfgMOUjCI
33,28,Hola (Remix),Lenny Tavárez & Dalex & Chencho Corleone,9,10593472,0.01%,https://www.youtube.com/watch?v=nlXqp3FVrq8
34,27,Neeli Neeli Aakasam Full Video Song - 30 Rojullo Preminchadam Ela | Pradeep Machiraju | Sid Sriram,Lahari Music - TSeries,2,10365646,-0.05%,https://www.youtube.com/watch?v=XjJTtKTbR84
