Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Échame La Culpa,Luis Fonsi & Demi Lovato,1,80015934,n/a,https://www.youtube.com/watch?v=TyHvyGVs42U
2,1,Natti Natasha ❌ Ozuna - Criminal [Official Video],Natti Natasha,14,62535601,0.01%,https://www.youtube.com/watch?v=VqEbCxg2bNI
3,9,Perfect,Ed Sheeran,3,61224337,0.54%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
4,2,Despacito,Luis Fonsi,45,56246935,0%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
5,3,New Rules,Dua Lipa,20,52039737,0.01%,https://www.youtube.com/watch?v=k2qgadSvNyU
6,6,Mayores (Official Video),Becky G,19,50364178,0.08%,https://www.youtube.com/watch?v=GMFewiplIbw
7,4,Havana,Camila Cabello,5,49308477,0.05%,https://www.youtube.com/watch?v=BQ0mxQXmLsk
8,8,Gucci Gang,Lil Pump,5,47607275,0.19%,https://www.youtube.com/watch?v=4LfJnj66HVQ
9,7,Sensualidad,Bad Bunny & Prince Royce & J Balvin & Hear This Music,3,47348322,0.08%,https://www.youtube.com/watch?v=ovX1HloCgdA
10,5,Mi Gente (Official Video),J Balvin Willy William,21,44934602,-0.04%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
11,11,Dusk Till Dawn (Official Video),ZAYN,12,38162653,0.05%,https://www.youtube.com/watch?v=tt2k8PGm-TI
12,10,Shape of You,Ed Sheeran,43,38150893,-0.03%,https://www.youtube.com/watch?v=JGwWNGJdvx8
13,12,Too Good At Goodbyes,Sam Smith,10,32246914,-0.06%,https://www.youtube.com/watch?v=J_ub7Etch2U
14,13,Se preparó,Ozuna,15,31540982,-0.07%,https://www.youtube.com/watch?v=KWGrPNqz4uc
15,16,Havana (Audio),Camila Cabello,8,30206877,0.19%,https://www.youtube.com/watch?v=HCjNJDNzw8Y
16,15,Egoísta,Ozuna,6,28135412,-0.02%,https://www.youtube.com/watch?v=Ne-9-7hpbRw
17,14,Perro Fiel (Official Video),Shakira,10,27537444,-0.06%,https://www.youtube.com/watch?v=SHq2qrFUlGY
18,22,Post Malone - rockstar ft. 21 Savage (Official Audio),Republic Records,3,22679151,-0.01%,https://www.youtube.com/watch?v=4GFAZBKZVJY
19,17,Look What You Made Me Do,Taylor Swift,13,22634850,-0.11%,https://www.youtube.com/watch?v=3tmd-ClpJxA
20,20,Vuelve,Bad Bunny & Daddy Yankee,8,21460179,-0.09%,https://www.youtube.com/watch?v=YxZXLWIx6ik
21,29,Síguelo bailando,Ozuna,2,21380864,0.17%,https://www.youtube.com/watch?v=Dvpd9_5vuks
22,24,La fórmula,De La Ghetto & Ozuna,6,21365448,0.01%,https://www.youtube.com/watch?v=gmc4tkVJow8
23,19,Una Lady Como Tú,Manuel Turizo,23,20700068,-0.16%,https://www.youtube.com/watch?v=VYtJAuoZxcc
24,n/a,Swag Se Swagat,Julius Packiam & Neha Bhasin & Vishal - Shekhar,1,20392386,n/a,https://www.youtube.com/watch?v=xmU0s2QtaEY
25,26,Robarte un Beso (Official Video),Sebastián Yatra & Carlos Vives,17,18642861,-0.04%,https://www.youtube.com/watch?v=Mtau4v6foHA
26,27,Thunder,Imagine Dragons,20,18569750,-0.02%,https://www.youtube.com/watch?v=fKopy74weus
27,21,Báilame (Remix),Yandel & Bad Bunny & Nacho,15,18483064,-0.2%,https://www.youtube.com/watch?v=T7VewKI44rQ
28,36,Joga O Bum Bum Tam Tam,MC Fioti,30,17263853,0.01%,https://www.youtube.com/watch?v=_P7S2lKif-A
29,25,Rockabye,Clean Bandit,54,17192239,-0.12%,https://www.youtube.com/watch?v=papuvlVeZg8
30,40,Corazón (Audio),Maluma,3,17031889,0.03%,https://www.youtube.com/watch?v=btbmtFH0eEg
31,23,...Ready For It?,Taylor Swift,4,16737577,-0.22%,https://www.youtube.com/watch?v=wIft-t-MQuE
32,30,Ahora Me Llama (Official Video),KAROL G & Bad Bunny,23,16647392,-0.09%,https://www.youtube.com/watch?v=4NNRy_Wz16k
33,28,How Long,Charlie Puth,5,16586443,-0.11%,https://www.youtube.com/watch?v=CwfoyVa980U
34,31,Amar Amei,MC Don Juan,3,16540819,-0.08%,https://www.youtube.com/watch?v=_Qub7jfzYQw
35,41,Cásate Conmigo (Official Video),Silvestre Dangond & Nicky Jam,10,16289384,0.02%,https://www.youtube.com/watch?v=cpN78ZjnCZY
36,33,Krippy Kush,Bad Bunny & Farruko & Rvssian,16,16180908,-0.06%,https://www.youtube.com/watch?v=j1_JW7An2l0
37,53,Thinking out Loud,Ed Sheeran,87,15859159,0.13%,https://www.youtube.com/watch?v=lp-EO5I60KA
38,38,Chantaje (Official Video),Shakira,53,15825427,-0.05%,https://www.youtube.com/watch?v=6Mgqbai3fKo
39,34,Felices los 4 (Official Video),Maluma,31,15608238,-0.09%,https://www.youtube.com/watch?v=t_jHrUE5IOk
40,n/a,Deixa ela beijar,MC Kevinho & Matheus & Kauan,1,15593381,n/a,https://www.youtube.com/watch?v=kVPgYJe6m4k
41,45,Congratulations,Post Malone,35,15388205,0.03%,https://www.youtube.com/watch?v=SC4xMk98Pdc
42,42,Man's Not Hot,Michael Dapaah,4,15282212,-0.03%,https://www.youtube.com/watch?v=3M_5oYU-IsU
43,46,Bodak Yellow,Cardi B,17,14877181,0%,https://www.youtube.com/watch?v=PEGccV-NOm8
44,60,Swalla,Jason Derulo,36,14817788,0.14%,https://www.youtube.com/watch?v=NGLxoKOvzu4
45,56,Que Va,Ozuna & Alex Sensation,11,14790763,0.11%,https://www.youtube.com/watch?v=9J9FlVCUeLM
46,50,Young Dumb & Broke (Official Video),Khalid,11,14718702,0.02%,https://www.youtube.com/watch?v=IPfJnp1guPc
47,49,Déjala Que Vuelva,Piso 21,5,14572096,0%,https://www.youtube.com/watch?v=y7d9VLRO3vc
48,39,El farsante,Ozuna,20,14509541,-0.12%,https://www.youtube.com/watch?v=6DRkf3kZMXw
49,43,Escápate Conmigo (Official Video),Wisin,34,14440737,-0.07%,https://www.youtube.com/watch?v=3X9wEwulYhk
50,47,Unforgettable,French Montana,32,13875872,-0.07%,https://www.youtube.com/watch?v=CTFtOOh47oo
51,n/a,Wolves,Selena Gomez & Marshmello,1,13777761,n/a,https://www.youtube.com/watch?v=cH4E_t3m3xM
52,37,Me Rehúso,Danny Ocean,31,13671455,-0.2%,https://www.youtube.com/watch?v=aDCcLQto5BM
