Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,BOP,DaBaby,4,12428972,-0.09%,https://www.youtube.com/watch?v=28hYUZMufDg
2,3,Bring 'Em Out,YoungBoy Never Broke Again,2,6472328,0.13%,https://www.youtube.com/watch?v=HfSzJu7twjs
3,9,Bandit,Juice WRLD & YoungBoy Never Broke Again,10,6215954,1.01%,https://www.youtube.com/watch?v=Sw5fNI400E4
4,2,Cuban Links,Rod Wave,9,5990488,-0.01%,https://www.youtube.com/watch?v=QVU1vUNT2QY
5,n/a,Lucid Dreams,Juice WRLD,21,5988799,n/a,https://www.youtube.com/watch?v=mzB1VGEGcSU
6,n/a,Woah (Official Music Video),Lil Baby,1,5468354,n/a,https://www.youtube.com/watch?v=nUEqPtVGIpE
7,21,Into the Unknown (From "Frozen 2"),Idina Menzel & AURORA,2,4984206,1.44%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
8,4,Death (Visualizer),Trippie Redd,3,4347462,0.18%,https://www.youtube.com/watch?v=18XQaj7c59M
9,6,Memories (Official Video),Maroon 5,10,4315876,0.21%,https://www.youtube.com/watch?v=SlPhMPnQ58k
10,5,De Los Besos Que Te Di (Video Oficial),Christian Nodal,7,4212792,0.16%,https://www.youtube.com/watch?v=VlmZMeqoADI
11,16,xanny (Official Music Video),Billie Eilish,2,3268408,0.46%,https://www.youtube.com/watch?v=LZyybvVx-js
12,8,Ballin’,Mustard,11,3079760,-0.05%,https://www.youtube.com/watch?v=YS0h2-hy9rw
13,12,Heartless (Official Video),The Weeknd,2,3057592,0.22%,https://www.youtube.com/watch?v=1DpH-icPpl0
14,7,House Arrest Tingz,YoungBoy Never Broke Again,12,2978639,-0.1%,https://www.youtube.com/watch?v=ALimx-H8C6s
15,n/a,Adore You,Harry Styles,1,2939443,n/a,https://www.youtube.com/watch?v=yezDEWako8U
16,10,Heart on Ice,Rod Wave,6,2769247,-0.03%,https://www.youtube.com/watch?v=deMLg4FPFhQ
17,n/a,Dirty Iyanna,YoungBoy Never Broke Again,1,2642325,n/a,https://www.youtube.com/watch?v=BEFS0cmVz2s
18,n/a,Christmas Tree Farm,Taylor Swift,1,2538331,n/a,https://www.youtube.com/watch?v=mN3rDTAdM2o
19,74,bad vibes forever,XXXTENTACION,2,2464995,1.37%,https://www.youtube.com/watch?v=LIgg0hBBNPM
20,n/a,Robbery,Juice WRLD,6,2439282,n/a,https://www.youtube.com/watch?v=iI34LYmJ1Fs
21,n/a,Audrey's Christmas Rewind,Sarah Jeffery & Jadah Marie,1,2421447,n/a,https://www.youtube.com/watch?v=AIE0WnOd0fw
22,n/a,Famous Hoes,NLE Choppa,1,2374984,n/a,https://www.youtube.com/watch?v=UJsllBQkcJg
23,24,Fantasias,Farruko & Rauw Alejandro,6,2371602,0.21%,https://www.youtube.com/watch?v=8jwbnGrX7-c
24,n/a,Good as Hell,Lizzo,1,2275064,n/a,https://www.youtube.com/watch?v=vuq-VAiW9kw
25,13,Panini (Official Video),Lil Nas X,15,2253285,-0.08%,https://www.youtube.com/watch?v=bXcSLI58-h8
26,29,Yo Ya No Vuelvo Contigo (En Vivo),Grupo Firme & Lenin Ramírez,3,2234797,0.2%,https://www.youtube.com/watch?v=lDToOe8pVzY
27,11,Lost Motives,YoungBoy Never Broke Again,6,2189011,-0.19%,https://www.youtube.com/watch?v=HSUBPgPtpU0
28,17,NLE Choppa - Camelot (Directed by Cole Bennett),Lyrical Lemonade,12,2135570,-0.05%,https://www.youtube.com/watch?v=0II-EFw9J0A
29,19,La Mejor Versión De Mi (Remix),Natti Natasha & Romeo Santos,10,2128899,-0.03%,https://www.youtube.com/watch?v=R9rVapGCf2c
30,n/a,Lean Wit Me,Juice WRLD,6,2118238,n/a,https://www.youtube.com/watch?v=5SejM_hBvMM
31,20,Dark Clouds,Rod Wave,4,2113345,0.03%,https://www.youtube.com/watch?v=nGxr8-l0vHI
32,14,None Of Your Concern (Official Video),Jhené Aiko,4,2073444,-0.14%,https://www.youtube.com/watch?v=PmeRjrz8KVw
33,52,If the World Was Ending (Official Video),JP Saxe,3,1973465,0.34%,https://www.youtube.com/watch?v=1jO2wSpAoxA
34,30,Jason Aldean - We Back (Music Video),Jason Aldean,4,1961746,0.06%,https://www.youtube.com/watch?v=23nlI9t4TlM
35,18,Running Schemes,Yung Bleu,3,1901830,-0.14%,https://www.youtube.com/watch?v=4vvpHfUAKd8
36,n/a,Black & White,Juice WRLD,14,1899700,n/a,https://www.youtube.com/watch?v=RRl_C73vFtQ
37,27,Dance Monkey,Tones And I,5,1845886,-0.04%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
38,40,All I Want For Christmas Is You (Official Video),Mariah Carey,22,1831680,0.1%,https://www.youtube.com/watch?v=yXQViqx6GMY
39,28,23 Island,JayDaYoungan,17,1819053,-0.05%,https://www.youtube.com/watch?v=WChdrGtdLUI
40,32,Heat (Official Video),Chris Brown,15,1796651,0%,https://www.youtube.com/watch?v=i_vMte-NHkY
41,15,Tip Toe,Roddy Ricch,3,1790591,-0.22%,https://www.youtube.com/watch?v=TLpLKt8lJ3A
42,23,Vete,Bad Bunny,3,1790417,-0.09%,https://www.youtube.com/watch?v=f5aDUB1NCnk
43,38,Suge,DaBaby,41,1746644,0.04%,https://www.youtube.com/watch?v=KvuQNNVrbtM
44,34,Adicto (Official Video),Tainy & Anuel AA & Ozuna,16,1700496,-0.04%,https://www.youtube.com/watch?v=58u-zkDLNPg
45,36,Old Town Road (Official Video),Lil Nas X,19,1698201,0%,https://www.youtube.com/watch?v=r7qovpFAGrQ
46,41,Truth Hurts,Lizzo,31,1684378,0.03%,https://www.youtube.com/watch?v=P00HMxdsVZI
47,59,Mary Did You Know? (Official Video),Pentatonix,17,1682712,0.27%,https://www.youtube.com/watch?v=ifCWN5pJGIE
48,37,HIGHEST IN THE ROOM (Official Music Video),Travis Scott,10,1665506,-0.01%,https://www.youtube.com/watch?v=tfSS1e3kYeo
49,n/a,The Box,Roddy Ricch,1,1654377,n/a,https://www.youtube.com/watch?v=uLHqpjW3aDs
50,39,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,21,1618805,-0.03%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
51,44,"Baby" (Official Music Video),Quality Control & DaBaby & Lil Baby,18,1599040,0%,https://www.youtube.com/watch?v=0GbwYFqN1iE
52,25,Tusa (Official Video),KAROL G & Nicki Minaj,5,1587282,-0.18%,https://www.youtube.com/watch?v=tbneQDc2H3I
53,31,PAID MY DUES,NF,2,1587237,-0.13%,https://www.youtube.com/watch?v=LLAgke7QprM
54,33,Suicidal,YNW Melly,3,1575269,-0.12%,https://www.youtube.com/watch?v=9OmgXxiKV7A
55,35,In Control,YoungBoy Never Broke Again,10,1571722,-0.08%,https://www.youtube.com/watch?v=r9_Id6nsZS4
56,42,All Dat (Official Music Video),Megan Thee Stallion & Moneybagg Yo,10,1538679,-0.06%,https://www.youtube.com/watch?v=FEUaB2jV_kM
57,50,Hot (Remix),Young Thug,6,1478871,-0.02%,https://www.youtube.com/watch?v=leJNDpm_G10
58,n/a,Finally // beautiful stranger,Halsey,1,1474389,n/a,https://www.youtube.com/watch?v=ONS51QzCh1Y
59,43,No Guidance (Official Video),Chris Brown,20,1467412,-0.09%,https://www.youtube.com/watch?v=6L_k74BOLag
60,45,Ransom,Lil Tecca,5,1466696,-0.06%,https://www.youtube.com/watch?v=1XzY2ij_vL4
61,48,Que Tire Pa Lante,Daddy Yankee,8,1427592,-0.06%,https://www.youtube.com/watch?v=fAgvmh1jaCE
62,46,Lose You To Love Me (Official Music Video),Selena Gomez,8,1420932,-0.09%,https://www.youtube.com/watch?v=zlJDTxahav0
