Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,La Diabla,Xavi,6,3682728,0.06%,https://www.youtube.com/watch?v=HfzbN5ky5Co
2,3,Lovin On Me,Jack Harlow,9,2679646,-0.05%,https://www.youtube.com/watch?v=Iq8h3GEe22o
3,2,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,23,2405612,-0.18%,https://www.youtube.com/watch?v=Vr1M_l-1wjc
4,5,Xavi - La Víctima (Official Video),Xavi,12,2324678,0.03%,https://www.youtube.com/watch?v=Mi-NXEGjAvg
5,n/a,Gangstafied,Finesse2tymes,1,2247875,n/a,https://www.youtube.com/watch?v=b3O3hMMQCkk
6,4,BELLAKEO,Peso Pluma & Anitta,5,2187832,-0.09%,https://www.youtube.com/watch?v=fOT0BUpITw8
7,9,Favorite Song,Toosii,43,1826522,-0.12%,https://www.youtube.com/watch?v=4D89Qr5vH6U
8,6,TEACH ME HOW TO DRILL,Lil Mabu & Fivio Foreign,3,1712916,-0.23%,https://www.youtube.com/watch?v=fW1QcEAy4rg
9,7,Good Good,Usher & Summer Walker & 21 Savage,20,1681965,-0.24%,https://www.youtube.com/watch?v=7jA-tE-4BYI
10,8,Great Gatsby,Rod Wave,17,1581278,-0.24%,https://www.youtube.com/watch?v=nM6ayGKXFCw
11,10,Según Quién,Maluma & Carin Leon,17,1542470,-0.19%,https://www.youtube.com/watch?v=69lO08ar-mI
12,11,All My Life,Lil Durk,35,1419581,-0.19%,https://www.youtube.com/watch?v=Z4N8lzKNfy4
13,14,La Bebe (Remix),Yng Lvcas & Peso Pluma,42,1392486,-0.18%,https://www.youtube.com/watch?v=3mchJ-EW9rM
14,18,Last Night,Morgan Wallen,46,1387228,-0.1%,https://www.youtube.com/watch?v=bUjPPBxbQrQ
15,13,Ella Baila Sola,Eslabón Armado & Peso Pluma,40,1336424,-0.23%,https://www.youtube.com/watch?v=lZiaYpD9ZrI
16,n/a,Gold Teeth Gizzle,B.G.,1,1310791,n/a,https://www.youtube.com/watch?v=h4PaNyFVIDQ
17,23,POR EL CONTRARIO with Leonardo Aguilar & Ángela Aguilar (Perf...,Becky G & Leonardo Aguilar & Ángela Aguilar,4,1299430,0.02%,https://www.youtube.com/watch?v=8c7KOGxeY3w
18,n/a,BACKR00MS,Playboi Carti,1,1279499,n/a,https://www.youtube.com/watch?v=ftaXMKV3ffE
19,21,Rich Men North Of Richmond,Oliver Anthony Music,21,1228222,-0.04%,https://www.youtube.com/watch?v=sqSA-SY5Hro
20,22,When It Comes To You,Fridayy,11,1219461,-0.04%,https://www.youtube.com/watch?v=WqSPNpSSgGg
21,17,un x100to,Grupo Frontera & Bad Bunny,39,1201700,-0.22%,https://www.youtube.com/watch?v=3inw26U-os4
22,15,Qué Onda Perdida,Grupo Firme & Gerardo Coronel,41,1189024,-0.26%,https://www.youtube.com/watch?v=1WPWhghNipM
23,26,Poco a Poco,Xavi & Los Dareyes De La Sierra,10,1186971,-0.03%,https://www.youtube.com/watch?v=y1X_tockzT0
24,32,Wild Ones (Official Video),Jessie Murph,14,1151811,-0.02%,https://www.youtube.com/watch?v=MVDJxMxzTL0
25,38,Y LLORO,Junior H,14,1129446,0.05%,https://www.youtube.com/watch?v=a8M1Es4cI_4
26,16,Put It On Da Floor Again,Latto,32,1112503,-0.3%,https://www.youtube.com/watch?v=-WtNCR3EDS4
27,12,2024,Playboi Carti,4,1088599,-0.38%,https://www.youtube.com/watch?v=YG3EhWlBaoI
28,20,Water,Tyla,14,1087178,-0.16%,https://www.youtube.com/watch?v=XoiOOiuH8iI
29,44,Lo Tienes Todo,Julion Alvarez y Su Norteño Banda,6,1064901,0.04%,https://www.youtube.com/watch?v=a_wBQrUdcvk
30,27,MI EX TENÍA RAZÓN (Official Video),KAROL G,22,1064548,-0.12%,https://www.youtube.com/watch?v=VBcs8DZxBGc
31,31,Paint The Town Red,Doja Cat,23,1055049,-0.1%,https://www.youtube.com/watch?v=m4_9TFeMfJE
32,29,Thinkin’ Bout Me,Morgan Wallen,36,1054399,-0.11%,https://www.youtube.com/watch?v=5DCdL1zdpdM
33,34,"NEED A FAVOR" (Official Music Video),Jelly Roll,31,1051239,-0.07%,https://www.youtube.com/watch?v=P1nRboaLTzU
