Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,we can't be friends (wait for your love),Ariana Grande,1,3417674,n/a,https://www.youtube.com/watch?v=KNtJGQkC-WI
2,1,Beautiful Things,Benson Boone,8,2401894,0.04%,https://www.youtube.com/watch?v=Oa_RSwwpPaA
3,2,La Diabla,Xavi,15,2192390,-0.02%,https://www.youtube.com/watch?v=HfzbN5ky5Co
4,5,Yeah Glo! (Official Music Video),GloRilla,5,2115365,0.08%,https://www.youtube.com/watch?v=voT9hOs6FZc
5,6,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,32,2047980,0.07%,https://www.youtube.com/watch?v=Vr1M_l-1wjc
6,27,Lies Lies Lies,Morgan Wallen,2,1981139,0.7%,https://www.youtube.com/watch?v=aN7WCsC9nkI
7,4,Get In With Me,BossMan Dlow,4,1965307,-0.01%,https://www.youtube.com/watch?v=KmhAQJqOaIY
8,15,Favorite Song,Toosii,52,1589289,0.03%,https://www.youtube.com/watch?v=4D89Qr5vH6U
9,n/a,Mr Pot Scraper,BossMan Dlow,1,1566080,n/a,https://www.youtube.com/watch?v=UxJeFrWYuB4
10,9,Lovin On Me,Jack Harlow,18,1552938,-0.04%,https://www.youtube.com/watch?v=Iq8h3GEe22o
11,11,Good Good,Usher & Summer Walker & 21 Savage,29,1538715,-0.02%,https://www.youtube.com/watch?v=7jA-tE-4BYI
12,12,BELLAKEO,Peso Pluma & Anitta,14,1530433,-0.02%,https://www.youtube.com/watch?v=fOT0BUpITw8
13,10,Xavi - La Víctima (Official Video),Xavi,21,1517496,-0.04%,https://www.youtube.com/watch?v=Mi-NXEGjAvg
14,14,La Suma,Lupe Borbon Y Su Blindaje 7 & Javier Rosas Y Su Artillería Pesada,8,1488011,-0.04%,https://www.youtube.com/watch?v=Fhw71qNw8ec
15,13,Made For Me (Official Music Video),Muni Long,8,1426815,-0.09%,https://www.youtube.com/watch?v=vYa3ak-3p60
16,16,Regalo de Dios,Julion Alvarez y Su Norteño Banda,10,1324232,0.01%,https://www.youtube.com/watch?v=-RjwFR6H7_w
17,17,Finesse,BossMan Dlow,5,1309060,0.06%,https://www.youtube.com/watch?v=KuxyPxY8ucc
18,21,Sleep Well,CG5,4,1302178,0.07%,https://www.youtube.com/watch?v=TbWV7gCPiYc
19,3,Like What,Cardi B,2,1260684,-0.37%,https://www.youtube.com/watch?v=GcNC7YnlhKc
20,23,When It Comes To You,Fridayy,20,1231899,0.04%,https://www.youtube.com/watch?v=WqSPNpSSgGg
21,19,La Bebe (Remix),Yng Lvcas & Peso Pluma,51,1199232,-0.03%,https://www.youtube.com/watch?v=3mchJ-EW9rM
22,26,All My Life,Lil Durk,44,1182077,0.01%,https://www.youtube.com/watch?v=Z4N8lzKNfy4
23,28,Según Quién,Maluma & Carin Leon,26,1162979,0.03%,https://www.youtube.com/watch?v=69lO08ar-mI
24,22,IDGAF,Tee Grizzley,18,1162143,-0.03%,https://www.youtube.com/watch?v=wc8UEezouyg
25,25,POR EL CONTRARIO with Leonardo Aguilar & Ángela Aguilar (Perf...,Becky G & Leonardo Aguilar & Ángela Aguilar,13,1143520,-0.03%,https://www.youtube.com/watch?v=8c7KOGxeY3w
26,29,Ella Baila Sola,Eslabón Armado & Peso Pluma,49,1125383,0.01%,https://www.youtube.com/watch?v=lZiaYpD9ZrI
27,8,Old Days,Lil Durk,3,1115450,-0.35%,https://www.youtube.com/watch?v=abZ15xSBlnM
28,30,Put It On Da Floor Again,Latto,41,1107248,0%,https://www.youtube.com/watch?v=-WtNCR3EDS4
29,20,Save Me,Jelly Roll,30,1103917,-0.09%,https://www.youtube.com/watch?v=FxFNprPOdss
30,n/a,I'm Just Ken (Live),Ryan Gosling & Mark Ronson & Slash,1,1085595,n/a,https://www.youtube.com/watch?v=fo6T5BwxFh0
31,32,Lose Control (Live),Teddy Swims,15,1065265,-0.02%,https://www.youtube.com/watch?v=GZ3zL7kT6_c
32,36,Wild Ones (Official Video),Jessie Murph,23,1063024,0%,https://www.youtube.com/watch?v=MVDJxMxzTL0
33,31,Rich Men North Of Richmond,Oliver Anthony Music,30,1049643,-0.05%,https://www.youtube.com/watch?v=sqSA-SY5Hro
34,38,On My Mama,Victoria Monét,30,1035394,0.01%,https://www.youtube.com/watch?v=KdJ-Qwu3y4Y
35,34,Whatever She Wants (Official Video),Bryson Tiller,4,1017762,-0.05%,https://www.youtube.com/watch?v=-I8DrXXGd9E
36,44,Qué Onda Perdida,Grupo Firme & Gerardo Coronel,50,1010136,0.07%,https://www.youtube.com/watch?v=1WPWhghNipM
37,37,Sunday Service,Latto,5,1007583,-0.04%,https://www.youtube.com/watch?v=skTA4ZkRlyQ
38,47,un x100to,Grupo Frontera & Bad Bunny,46,1002988,0.08%,https://www.youtube.com/watch?v=3inw26U-os4
39,33,Get In With Me,BossMan Dlow,7,1002533,-0.07%,https://www.youtube.com/watch?v=cxfkniOYI04
40,18,TEXAS HOLD 'EM,Beyoncé,5,986116,-0.2%,https://www.youtube.com/watch?v=238Z4YaAr1g
41,39,FIRST LOVE,Edgardo Nuñez & Oscar Ortiz,10,985259,-0.04%,https://www.youtube.com/watch?v=9-SRQZ-21i0
42,41,MI EX TENÍA RAZÓN (Official Video),KAROL G,30,977557,0%,https://www.youtube.com/watch?v=VBcs8DZxBGc
43,45,Great Gatsby,Rod Wave,26,974206,0.04%,https://www.youtube.com/watch?v=nM6ayGKXFCw
44,46,Por Mi México (Remix),MC Davo & Dharius & C-Kan & Lefty Sm & Neto Peña & Santa Fe Klan,27,950020,0.01%,https://www.youtube.com/watch?v=HEi7DYfYIXg
45,50,redrum,21 Savage,9,931395,0.03%,https://www.youtube.com/watch?v=U4mADkt6o-M
46,24,No Time,YoungBoy Never Broke Again,4,928503,-0.21%,https://www.youtube.com/watch?v=iis_5y50Z8o
47,n/a,Ya Pedo Quién Sabe,Grupo Frontera & Christian Nodal,1,925024,n/a,https://www.youtube.com/watch?v=F6NiSxaNdUM
48,n/a,Roar,Katy Perry,23,913857,n/a,https://www.youtube.com/watch?v=CevxZvSJLk8
