Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Taki Taki ft. Selena Gomez Ozuna Cardi B (Official Music Vi...,DJ Snake,6,8753173,0.03%,https://www.youtube.com/watch?v=ixkoVwKQaJg
2,2,MIA,Drake & Bad Bunny,6,7577252,-0.06%,https://www.youtube.com/watch?v=OSUxrSe5GbI
3,4,Mo Bamba,Sheck Wes,10,7576915,0.06%,https://www.youtube.com/watch?v=VWoIpDVkOH0
4,5,SICKO MODE,Travis Scott,4,7033427,-0.01%,https://www.youtube.com/watch?v=6ONRf7h3Mdk
5,3,Girls Like You ft. Cardi B (Official Music Video),Maroon 5,25,6587999,-0.15%,https://www.youtube.com/watch?v=aJOTlE1K90k
6,7,Taste (Official Video),Tyga,25,5636448,-0.08%,https://www.youtube.com/watch?v=LjxulQ1bEWg
7,6,Wake Up in the Sky,Gucci Mane & Bruno Mars & Kodak Black,3,5509038,-0.13%,https://www.youtube.com/watch?v=U68MJz9DrI4
8,n/a,Jennifer Lopez & Bad Bunny - Te Guste (Official Music Video),Jennifer Lopez,1,4967424,n/a,https://www.youtube.com/watch?v=3SHJ5OywydA
9,8,FEFE,6ix9ine,16,4666886,-0.11%,https://www.youtube.com/watch?v=V_MXGdSBbAI
10,9,That's On Me (Remix),Yella Beezy,3,4621167,-0.09%,https://www.youtube.com/watch?v=s8QSTerhk8E
11,46,thank u next (Official Lyric Video),Ariana Grande,2,4110113,0.82%,https://www.youtube.com/watch?v=EEhZAHZQyf4
12,11,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,31,4104144,-0.03%,https://www.youtube.com/watch?v=9jI-z9QN6g8
13,n/a,Dope Lamp,YoungBoy Never Broke Again,1,3925897,n/a,https://www.youtube.com/watch?v=LcZMCcbcPSc
14,12,Lucid Dreams,Juice WRLD,3,3731936,-0.12%,https://www.youtube.com/watch?v=mzB1VGEGcSU
15,21,Backin' It Up,Pardison Fontaine,8,3610569,0.04%,https://www.youtube.com/watch?v=hDfsD6G8E_g
16,15,Boo'd Up,Ella Mai,29,3601377,-0.1%,https://www.youtube.com/watch?v=6YNZlXfW6Ho
17,18,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,4,3504733,-0.05%,https://www.youtube.com/watch?v=ApXoWvfEYVU
18,10,K/DA - POP/STARS (ft. Madison Beer (G)I-DLE Jaira Burns) | Music Video - League of Legends,League of Legends,2,3392009,-0.2%,https://www.youtube.com/watch?v=UOxkGD8qRB4
19,n/a,Armed And Dangerous,Juice WRLD,1,3376244,n/a,https://www.youtube.com/watch?v=cr82wSBZeeQ
20,13,I Love It,Kanye West & Lil Pump,10,3318239,-0.18%,https://www.youtube.com/watch?v=cwQgjq0mCdE
21,17,I Like It,Bad Bunny & Cardi B & J Balvin,25,3228449,-0.13%,https://www.youtube.com/watch?v=xTlNMmZKwpA
22,20,No Mentions,YoungBoy Never Broke Again,11,3189511,-0.08%,https://www.youtube.com/watch?v=OjAJl5IkJXQ
23,22,Eastside (acoustic),Khalid & Halsey,15,3132169,-0.07%,https://www.youtube.com/watch?v=56WBK4ZK_cw
24,19,Freestyle,Lil Baby,15,3095661,-0.11%,https://www.youtube.com/watch?v=MHryuYVyHhk
25,16,STOOPID,6ix9ine,6,3045509,-0.19%,https://www.youtube.com/watch?v=VDa5iGiPgGs
26,28,No Stylist (Official Video),French Montana,6,2980255,0.07%,https://www.youtube.com/watch?v=9_k_goMr5ZI
27,37,Lil Mosey - Kamikaze (Directed by Cole Bennett),Lil Mosey,2,2849778,0.1%,https://www.youtube.com/watch?v=HShOMLxQ1Ww
