Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Life Is Good (Official Music Video),Future,3,9999689,-0.13%,https://www.youtube.com/watch?v=l0U7SxXHkPY
2,2,The Box,Roddy Ricch,8,7189211,-0.16%,https://www.youtube.com/watch?v=uLHqpjW3aDs
3,41,everything i wanted (Official Music Video),Billie Eilish,2,4537807,1.92%,https://www.youtube.com/watch?v=EgBJmlPo8Xw
4,n/a,,,1,4486079,n/a,n/a
5,5,BOP,DaBaby,11,4384694,-0.11%,https://www.youtube.com/watch?v=28hYUZMufDg
6,6,High Fashion,Roddy Ricch,5,3818070,-0.01%,https://www.youtube.com/watch?v=iGU66wsjIPA
7,n/a,when the party's over (Live From The Grammys),Billie Eilish,1,3687761,n/a,https://www.youtube.com/watch?v=jOAoQO9UOHs
8,n/a,B.I.T.C.H.,Megan Thee Stallion,1,3454120,n/a,https://www.youtube.com/watch?v=1mNCReRRnVw
9,7,Bandit,Juice WRLD & YoungBoy Never Broke Again,17,3441856,-0.09%,https://www.youtube.com/watch?v=Sw5fNI400E4
10,8,Nobody but You,Blake Shelton & Gwen Stefani,2,3264037,-0.06%,https://www.youtube.com/watch?v=4h9o0Gujuoc
11,9,Tusa (Official Video),KAROL G & Nicki Minaj,12,3216730,-0.05%,https://www.youtube.com/watch?v=tbneQDc2H3I
12,11,Ballin’,Mustard,18,2946127,0%,https://www.youtube.com/watch?v=YS0h2-hy9rw
13,10,Yummy (Official Video),Justin Bieber,4,2886211,-0.12%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
14,n/a,bad guy (Official Music Video),Billie Eilish,36,2809851,n/a,https://www.youtube.com/watch?v=DyDfgMOUjCI
15,12,Into the Unknown (From "Frozen 2"),Idina Menzel & AURORA,9,2554207,-0.12%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
16,13,Woah (Official Music Video),Lil Baby,8,2541222,-0.06%,https://www.youtube.com/watch?v=nUEqPtVGIpE
17,18,Dark Clouds,Rod Wave,11,2476611,0.03%,https://www.youtube.com/watch?v=nGxr8-l0vHI
18,15,Heart on Ice,Rod Wave,12,2421736,-0.04%,https://www.youtube.com/watch?v=deMLg4FPFhQ
19,16,Bring 'Em Out,YoungBoy Never Broke Again,9,2323041,-0.08%,https://www.youtube.com/watch?v=HfSzJu7twjs
20,14,Make No Sense,YoungBoy Never Broke Again,3,2273649,-0.16%,https://www.youtube.com/watch?v=SjVqZ6c35S0
21,n/a,First Man (LIVE at the 62nd GRAMMYs),Camila Cabello,1,2211100,n/a,https://www.youtube.com/watch?v=afeisEQa5l8
22,17,House Arrest Tingz,YoungBoy Never Broke Again,19,2149367,-0.11%,https://www.youtube.com/watch?v=ALimx-H8C6s
23,21,Cuban Links,Rod Wave,15,2117923,-0.06%,https://www.youtube.com/watch?v=QVU1vUNT2QY
24,55,Boom Boom Room,Roddy Ricch,2,2109023,0.65%,https://www.youtube.com/watch?v=VFacxBE6_Ks
25,28,Dance Monkey,Tones And I,12,2018697,0%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
26,n/a,Letter to Nipsey,Roddy Ricch & Meek Mill,1,1932428,n/a,https://www.youtube.com/watch?v=f2LhYccWWQI
27,25,Famous Hoes,NLE Choppa,8,1804129,-0.12%,https://www.youtube.com/watch?v=UJsllBQkcJg
