Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Slime Mentality,YoungBoy Never Broke Again,1,7270257,n/a,https://www.youtube.com/watch?v=o7NcaIdVOwY
2,n/a,Hot Girl Summer,Megan Thee Stallion & Nicki Minaj & Ty Dolla $ign,1,5866708,n/a,https://www.youtube.com/watch?v=FbcLcSY2au4
3,5,Truth Hurts,Lizzo,17,5085907,0.03%,https://www.youtube.com/watch?v=P00HMxdsVZI
4,3,Queen of Mean (From "Descendants 3"),Sarah Jeffery,5,4617976,-0.2%,https://www.youtube.com/watch?v=r9o1QS-itsU
5,1,"Baby" (Official Music Video),Quality Control & DaBaby & Lil Baby,4,4210432,-0.42%,https://www.youtube.com/watch?v=0GbwYFqN1iE
6,24,Adicto (Official Video),Tainy & Anuel AA & Ozuna,2,4081340,0.79%,https://www.youtube.com/watch?v=58u-zkDLNPg
7,n/a,all the good girls go to hell (Official Music Video),Billie Eilish,1,3689613,n/a,https://www.youtube.com/watch?v=-PZsSWwc9xA
8,6,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,7,3675619,-0.07%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
9,n/a,Heat (Official Video),Chris Brown,1,3544037,n/a,https://www.youtube.com/watch?v=i_vMte-NHkY
10,7,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,46,3424118,-0.03%,https://www.youtube.com/watch?v=ApXoWvfEYVU
11,61,Effortless,Polo G,3,3231636,1.11%,https://www.youtube.com/watch?v=kQZJbGifttw
12,n/a,Circles,Post Malone,1,3019097,n/a,https://www.youtube.com/watch?v=wXhTHyIgQ_U
13,n/a,Graduation,Benny Blanco & Juice WRLD,1,3014719,n/a,https://www.youtube.com/watch?v=M3N06KyK3s0
14,10,Señorita,Shawn Mendes & Camila Cabello,11,2995944,-0.11%,https://www.youtube.com/watch?v=Pkh8UtuejGw
15,13,Clout ft. Cardi B (Official Video),Offset,21,2979814,-0.03%,https://www.youtube.com/watch?v=mt2zvsvkKKo
16,16,Suge,DaBaby,27,2974971,0.02%,https://www.youtube.com/watch?v=KvuQNNVrbtM
17,14,Old Town Road (Official Movie) ft. Billy Ray Cyrus,Lil Nas X,16,2947508,-0.01%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
